No,管轄コード,管轄名,行政区コード,行政区名,大字コード,大字名,小字コード,小字名,年齢,男,女,計
535,0,,,,6,大字西屋代,,,68,7,6,13
536,0,,,,6,大字西屋代,,,69,7,6,13
537,0,,,,6,大字西屋代,,,70,5,7,12
538,0,,,,6,大字西屋代,,,71,4,4,8
539,0,,,,6,大字西屋代,,,72,6,3,9
540,0,,,,6,大字西屋代,,,73,8,7,15
541,0,,,,6,大字西屋代,,,74,6,6,12
542,0,,,,6,大字西屋代,,,75,9,6,15
543,0,,,,6,大字西屋代,,,76,8,14,22
544,0,,,,6,大字西屋代,,,77,8,4,12
545,0,,,,6,大字西屋代,,,78,6,6,12
546,0,,,,6,大字西屋代,,,79,4,9,13
547,0,,,,6,大字西屋代,,,80,4,4,8
548,0,,,,6,大字西屋代,,,81,4,9,13
549,0,,,,6,大字西屋代,,,82,6,4,10
550,0,,,,6,大字西屋代,,,83,6,11,17
551,0,,,,6,大字西屋代,,,84,5,8,13
552,0,,,,6,大字西屋代,,,85,1,4,5
553,0,,,,6,大字西屋代,,,86,6,9,15
554,0,,,,6,大字西屋代,,,87,9,6,15
555,0,,,,6,大字西屋代,,,88,5,8,13
556,0,,,,6,大字西屋代,,,89,1,2,3
557,0,,,,6,大字西屋代,,,90,4,9,13
558,0,,,,6,大字西屋代,,,91,1,0,1
559,0,,,,6,大字西屋代,,,92,2,2,4
560,0,,,,6,大字西屋代,,,93,1,2,3
561,0,,,,6,大字西屋代,,,94,1,3,4
562,0,,,,6,大字西屋代,,,95,0,4,4
563,0,,,,6,大字西屋代,,,97,1,4,5
564,0,,,,6,大字西屋代,,,98,0,1,1
565,0,,,,6,大字西屋代,,,99,1,1,2
566,0,,,,6,大字西屋代,,,100,0,1,1
567,0,,,,6,大字西屋代,,,101,0,3,3
568,0,,,,6,大字西屋代,,,102,0,1,1
569,0,,,,7,大字笠佐島,,,62,0,1,1
570,0,,,,7,大字笠佐島,,,65,0,1,1
571,0,,,,7,大字笠佐島,,,76,1,0,1
572,0,,,,7,大字笠佐島,,,77,0,1,1
573,0,,,,7,大字笠佐島,,,78,2,0,2
574,0,,,,8,大字小松,,,0,2,1,3
575,0,,,,8,大字小松,,,2,2,1,3
576,0,,,,8,大字小松,,,3,0,2,2
577,0,,,,8,大字小松,,,4,0,1,1
578,0,,,,8,大字小松,,,5,1,0,1
579,0,,,,8,大字小松,,,6,4,1,5
580,0,,,,8,大字小松,,,7,0,2,2
581,0,,,,8,大字小松,,,8,2,3,5
582,0,,,,8,大字小松,,,9,2,1,3
583,0,,,,8,大字小松,,,10,1,0,1
584,0,,,,8,大字小松,,,11,2,1,3
585,0,,,,8,大字小松,,,12,3,2,5
586,0,,,,8,大字小松,,,13,1,1,2
587,0,,,,8,大字小松,,,14,1,2,3
588,0,,,,8,大字小松,,,15,10,3,13
589,0,,,,8,大字小松,,,16,23,5,28
590,0,,,,8,大字小松,,,17,16,7,23
591,0,,,,8,大字小松,,,18,23,9,32
592,0,,,,8,大字小松,,,19,31,3,34
593,0,,,,8,大字小松,,,20,15,6,21
594,0,,,,8,大字小松,,,21,3,2,5
595,0,,,,8,大字小松,,,22,5,2,7
596,0,,,,8,大字小松,,,23,3,2,5
597,0,,,,8,大字小松,,,24,2,2,4
598,0,,,,8,大字小松,,,25,1,3,4
599,0,,,,8,大字小松,,,26,2,0,2
600,0,,,,8,大字小松,,,27,0,2,2
601,0,,,,8,大字小松,,,28,2,2,4
602,0,,,,8,大字小松,,,29,1,3,4
603,0,,,,8,大字小松,,,30,3,3,6
604,0,,,,8,大字小松,,,31,1,0,1
605,0,,,,8,大字小松,,,32,3,4,7
606,0,,,,8,大字小松,,,33,4,2,6
607,0,,,,8,大字小松,,,34,0,3,3
608,0,,,,8,大字小松,,,35,4,4,8
609,0,,,,8,大字小松,,,36,2,2,4
610,0,,,,8,大字小松,,,37,2,3,5
611,0,,,,8,大字小松,,,38,3,1,4
612,0,,,,8,大字小松,,,39,4,1,5
613,0,,,,8,大字小松,,,40,3,4,7
614,0,,,,8,大字小松,,,41,5,1,6
615,0,,,,8,大字小松,,,42,3,3,6
616,0,,,,8,大字小松,,,43,3,3,6
617,0,,,,8,大字小松,,,44,5,2,7
618,0,,,,8,大字小松,,,45,5,2,7
619,0,,,,8,大字小松,,,46,3,1,4
620,0,,,,8,大字小松,,,47,2,7,9
621,0,,,,8,大字小松,,,48,7,3,10
622,0,,,,8,大字小松,,,49,4,3,7
623,0,,,,8,大字小松,,,50,6,4,10
624,0,,,,8,大字小松,,,51,7,7,14
625,0,,,,8,大字小松,,,52,4,3,7
626,0,,,,8,大字小松,,,53,6,4,10
627,0,,,,8,大字小松,,,54,7,7,14
628,0,,,,8,大字小松,,,55,4,4,8
629,0,,,,8,大字小松,,,56,1,2,3
630,0,,,,8,大字小松,,,57,11,3,14
631,0,,,,8,大字小松,,,58,4,6,10
632,0,,,,8,大字小松,,,59,12,6,18
633,0,,,,8,大字小松,,,60,2,3,5
634,0,,,,8,大字小松,,,61,7,4,11
635,0,,,,8,大字小松,,,62,5,3,8
636,0,,,,8,大字小松,,,63,4,3,7
637,0,,,,8,大字小松,,,64,5,10,15
638,0,,,,8,大字小松,,,65,8,4,12
639,0,,,,8,大字小松,,,66,6,10,16
640,0,,,,8,大字小松,,,67,6,11,17
641,0,,,,8,大字小松,,,68,7,6,13
642,0,,,,8,大字小松,,,69,7,8,15
643,0,,,,8,大字小松,,,70,5,11,16
644,0,,,,8,大字小松,,,71,8,14,22
645,0,,,,8,大字小松,,,72,16,12,28
646,0,,,,8,大字小松,,,73,13,14,27
647,0,,,,8,大字小松,,,74,15,5,20
648,0,,,,8,大字小松,,,75,16,13,29
649,0,,,,8,大字小松,,,76,12,20,32
650,0,,,,8,大字小松,,,77,14,8,22
651,0,,,,8,大字小松,,,78,2,4,6
652,0,,,,8,大字小松,,,79,5,11,16
653,0,,,,8,大字小松,,,80,5,15,20
654,0,,,,8,大字小松,,,81,10,15,25
655,0,,,,8,大字小松,,,82,11,14,25
656,0,,,,8,大字小松,,,83,11,12,23
657,0,,,,8,大字小松,,,84,11,12,23
658,0,,,,8,大字小松,,,85,9,12,21
659,0,,,,8,大字小松,,,86,5,9,14
660,0,,,,8,大字小松,,,87,3,11,14
661,0,,,,8,大字小松,,,88,7,13,20
662,0,,,,8,大字小松,,,89,4,8,12
663,0,,,,8,大字小松,,,90,8,12,20
664,0,,,,8,大字小松,,,91,3,12,15
665,0,,,,8,大字小松,,,92,4,9,13
666,0,,,,8,大字小松,,,93,0,12,12
667,0,,,,8,大字小松,,,94,0,3,3
668,0,,,,8,大字小松,,,95,2,5,7
669,0,,,,8,大字小松,,,96,0,7,7
670,0,,,,8,大字小松,,,97,0,3,3
671,0,,,,8,大字小松,,,98,2,2,4
672,0,,,,8,大字小松,,,99,0,2,2
673,0,,,,8,大字小松,,,100,0,4,4
674,0,,,,8,大字小松,,,101,0,1,1
675,0,,,,8,大字小松,,,102,1,0,1
676,0,,,,8,大字小松,,,106,0,1,1
677,0,,,,9,大字小松開作,,,0,1,3,4
678,0,,,,9,大字小松開作,,,1,7,2,9
679,0,,,,9,大字小松開作,,,2,2,1,3
680,0,,,,9,大字小松開作,,,3,1,1,2
681,0,,,,9,大字小松開作,,,4,6,2,8
682,0,,,,9,大字小松開作,,,5,2,2,4
683,0,,,,9,大字小松開作,,,6,3,2,5
684,0,,,,9,大字小松開作,,,7,6,1,7
685,0,,,,9,大字小松開作,,,8,2,7,9
686,0,,,,9,大字小松開作,,,9,2,4,6
687,0,,,,9,大字小松開作,,,10,3,2,5
688,0,,,,9,大字小松開作,,,11,2,5,7
689,0,,,,9,大字小松開作,,,12,6,3,9
690,0,,,,9,大字小松開作,,,13,4,2,6
691,0,,,,9,大字小松開作,,,14,5,3,8
692,0,,,,9,大字小松開作,,,15,7,3,10
693,0,,,,9,大字小松開作,,,16,2,5,7
694,0,,,,9,大字小松開作,,,17,7,7,14
695,0,,,,9,大字小松開作,,,18,4,0,4
696,0,,,,9,大字小松開作,,,19,2,6,8
697,0,,,,9,大字小松開作,,,20,2,1,3
698,0,,,,9,大字小松開作,,,21,4,3,7
699,0,,,,9,大字小松開作,,,22,6,6,12
700,0,,,,9,大字小松開作,,,23,4,6,10
701,0,,,,9,大字小松開作,,,24,2,5,7
702,0,,,,9,大字小松開作,,,25,4,5,9
703,0,,,,9,大字小松開作,,,26,2,4,6
704,0,,,,9,大字小松開作,,,27,1,1,2
705,0,,,,9,大字小松開作,,,28,1,5,6
706,0,,,,9,大字小松開作,,,29,4,5,9
707,0,,,,9,大字小松開作,,,30,7,4,11
708,0,,,,9,大字小松開作,,,31,3,2,5
709,0,,,,9,大字小松開作,,,32,4,2,6
710,0,,,,9,大字小松開作,,,33,2,4,6
711,0,,,,9,大字小松開作,,,34,4,3,7
712,0,,,,9,大字小松開作,,,35,5,4,9
713,0,,,,9,大字小松開作,,,36,3,3,6
714,0,,,,9,大字小松開作,,,37,3,4,7
715,0,,,,9,大字小松開作,,,38,5,4,9
716,0,,,,9,大字小松開作,,,39,4,4,8
717,0,,,,9,大字小松開作,,,40,4,5,9
718,0,,,,9,大字小松開作,,,41,1,3,4
719,0,,,,9,大字小松開作,,,42,2,0,2
720,0,,,,9,大字小松開作,,,43,4,6,10
721,0,,,,9,大字小松開作,,,44,1,3,4
722,0,,,,9,大字小松開作,,,45,6,6,12
723,0,,,,9,大字小松開作,,,46,6,3,9
724,0,,,,9,大字小松開作,,,47,8,5,13
725,0,,,,9,大字小松開作,,,48,8,6,14
726,0,,,,9,大字小松開作,,,49,5,4,9
727,0,,,,9,大字小松開作,,,50,7,9,16
728,0,,,,9,大字小松開作,,,51,4,3,7
729,0,,,,9,大字小松開作,,,52,9,8,17
730,0,,,,9,大字小松開作,,,53,12,6,18
731,0,,,,9,大字小松開作,,,54,3,4,7
732,0,,,,9,大字小松開作,,,55,9,5,14
733,0,,,,9,大字小松開作,,,56,5,6,11
734,0,,,,9,大字小松開作,,,57,2,9,11
735,0,,,,9,大字小松開作,,,58,3,6,9
736,0,,,,9,大字小松開作,,,59,7,5,12
737,0,,,,9,大字小松開作,,,60,4,6,10
738,0,,,,9,大字小松開作,,,61,2,4,6
739,0,,,,9,大字小松開作,,,62,5,3,8
740,0,,,,9,大字小松開作,,,63,2,5,7
741,0,,,,9,大字小松開作,,,64,5,8,13
742,0,,,,9,大字小松開作,,,65,7,9,16
743,0,,,,9,大字小松開作,,,66,6,7,13
744,0,,,,9,大字小松開作,,,67,5,9,14
745,0,,,,9,大字小松開作,,,68,9,10,19
746,0,,,,9,大字小松開作,,,69,7,5,12
747,0,,,,9,大字小松開作,,,70,7,5,12
748,0,,,,9,大字小松開作,,,71,3,6,9
749,0,,,,9,大字小松開作,,,72,9,5,14
750,0,,,,9,大字小松開作,,,73,10,5,15
751,0,,,,9,大字小松開作,,,74,10,12,22
752,0,,,,9,大字小松開作,,,75,8,9,17
753,0,,,,9,大字小松開作,,,76,12,11,23
754,0,,,,9,大字小松開作,,,77,8,10,18
755,0,,,,9,大字小松開作,,,78,5,9,14
756,0,,,,9,大字小松開作,,,79,6,6,12
757,0,,,,9,大字小松開作,,,80,6,6,12
758,0,,,,9,大字小松開作,,,81,4,4,8
759,0,,,,9,大字小松開作,,,82,2,4,6
760,0,,,,9,大字小松開作,,,83,4,6,10
761,0,,,,9,大字小松開作,,,84,3,5,8
762,0,,,,9,大字小松開作,,,85,1,6,7
763,0,,,,9,大字小松開作,,,86,1,3,4
764,0,,,,9,大字小松開作,,,87,2,4,6
765,0,,,,9,大字小松開作,,,88,2,4,6
766,0,,,,9,大字小松開作,,,89,1,4,5
767,0,,,,9,大字小松開作,,,90,0,3,3
768,0,,,,9,大字小松開作,,,91,2,3,5
769,0,,,,9,大字小松開作,,,92,1,3,4
770,0,,,,9,大字小松開作,,,93,1,3,4
771,0,,,,9,大字小松開作,,,94,0,3,3
772,0,,,,9,大字小松開作,,,95,0,4,4
773,0,,,,9,大字小松開作,,,96,0,4,4
774,0,,,,9,大字小松開作,,,97,1,2,3
775,0,,,,9,大字小松開作,,,98,0,1,1
776,0,,,,9,大字小松開作,,,99,0,1,1
777,0,,,,9,大字小松開作,,,100,1,0,1
778,0,,,,9,大字小松開作,,,103,0,1,1
779,0,,,,10,大字志佐,,,4,0,1,1
780,0,,,,10,大字志佐,,,10,1,0,1
781,0,,,,10,大字志佐,,,13,0,1,1
782,0,,,,10,大字志佐,,,16,1,0,1
783,0,,,,10,大字志佐,,,17,2,0,2
784,0,,,,10,大字志佐,,,22,1,0,1
785,0,,,,10,大字志佐,,,26,1,0,1
786,0,,,,10,大字志佐,,,30,1,0,1
787,0,,,,10,大字志佐,,,33,0,1,1
788,0,,,,10,大字志佐,,,37,0,1,1
789,0,,,,10,大字志佐,,,41,0,1,1
790,0,,,,10,大字志佐,,,42,0,1,1
791,0,,,,10,大字志佐,,,43,1,1,2
792,0,,,,10,大字志佐,,,44,1,1,2
793,0,,,,10,大字志佐,,,45,2,4,6
794,0,,,,10,大字志佐,,,47,1,1,2
795,0,,,,10,大字志佐,,,49,1,1,2
796,0,,,,10,大字志佐,,,51,2,1,3
797,0,,,,10,大字志佐,,,52,0,1,1
798,0,,,,10,大字志佐,,,53,1,0,1
799,0,,,,10,大字志佐,,,54,1,1,2
800,0,,,,10,大字志佐,,,56,1,1,2
801,0,,,,10,大字志佐,,,57,0,1,1
802,0,,,,10,大字志佐,,,58,1,1,2
803,0,,,,10,大字志佐,,,59,2,0,2
804,0,,,,10,大字志佐,,,60,2,1,3
805,0,,,,10,大字志佐,,,61,2,1,3
806,0,,,,10,大字志佐,,,62,2,0,2
807,0,,,,10,大字志佐,,,63,2,2,4
808,0,,,,10,大字志佐,,,64,2,0,2
809,0,,,,10,大字志佐,,,65,4,3,7
810,0,,,,10,大字志佐,,,66,4,2,6
811,0,,,,10,大字志佐,,,67,2,0,2
812,0,,,,10,大字志佐,,,68,1,1,2
813,0,,,,10,大字志佐,,,69,1,3,4
814,0,,,,10,大字志佐,,,70,2,1,3
815,0,,,,10,大字志佐,,,71,2,4,6
816,0,,,,10,大字志佐,,,72,1,1,2
817,0,,,,10,大字志佐,,,73,1,0,1
818,0,,,,10,大字志佐,,,74,2,4,6
819,0,,,,10,大字志佐,,,75,3,3,6
820,0,,,,10,大字志佐,,,76,1,2,3
821,0,,,,10,大字志佐,,,77,4,1,5
822,0,,,,10,大字志佐,,,78,1,3,4
823,0,,,,10,大字志佐,,,79,4,2,6
824,0,,,,10,大字志佐,,,80,1,2,3
825,0,,,,10,大字志佐,,,81,1,2,3
826,0,,,,10,大字志佐,,,82,4,2,6
827,0,,,,10,大字志佐,,,83,1,1,2
828,0,,,,10,大字志佐,,,84,1,2,3
829,0,,,,10,大字志佐,,,85,0,2,2
830,0,,,,10,大字志佐,,,86,1,0,1
831,0,,,,10,大字志佐,,,87,2,3,5
832,0,,,,10,大字志佐,,,88,0,2,2
833,0,,,,10,大字志佐,,,89,1,1,2
834,0,,,,10,大字志佐,,,90,1,4,5
835,0,,,,10,大字志佐,,,91,1,3,4
836,0,,,,10,大字志佐,,,92,0,2,2
837,0,,,,10,大字志佐,,,93,1,0,1
838,0,,,,10,大字志佐,,,94,3,1,4
839,0,,,,10,大字志佐,,,95,0,1,1
840,0,,,,10,大字志佐,,,96,0,1,1
841,0,,,,10,大字志佐,,,98,1,1,2
842,0,,,,10,大字志佐,,,106,0,1,1
843,0,,,,11,大字家房,,,2,1,0,1
844,0,,,,11,大字家房,,,12,1,0,1
845,0,,,,11,大字家房,,,17,0,1,1
846,0,,,,11,大字家房,,,18,2,1,3
847,0,,,,11,大字家房,,,20,0,1,1
848,0,,,,11,大字家房,,,22,1,2,3
849,0,,,,11,大字家房,,,23,0,2,2
850,0,,,,11,大字家房,,,24,1,1,2
851,0,,,,11,大字家房,,,25,1,1,2
852,0,,,,11,大字家房,,,26,1,0,1
853,0,,,,11,大字家房,,,27,1,0,1
854,0,,,,11,大字家房,,,32,2,0,2
855,0,,,,11,大字家房,,,38,0,1,1
856,0,,,,11,大字家房,,,39,1,0,1
857,0,,,,11,大字家房,,,42,0,1,1
858,0,,,,11,大字家房,,,43,0,1,1
859,0,,,,11,大字家房,,,44,1,0,1
860,0,,,,11,大字家房,,,47,1,0,1
861,0,,,,11,大字家房,,,48,2,2,4
862,0,,,,11,大字家房,,,50,2,0,2
863,0,,,,11,大字家房,,,51,2,0,2
864,0,,,,11,大字家房,,,53,0,1,1
865,0,,,,11,大字家房,,,54,0,1,1
866,0,,,,11,大字家房,,,55,1,2,3
867,0,,,,11,大字家房,,,56,0,1,1
868,0,,,,11,大字家房,,,57,1,1,2
869,0,,,,11,大字家房,,,58,2,1,3
870,0,,,,11,大字家房,,,59,3,2,5
871,0,,,,11,大字家房,,,60,1,1,2
872,0,,,,11,大字家房,,,62,1,0,1
873,0,,,,11,大字家房,,,63,2,0,2
874,0,,,,11,大字家房,,,64,3,1,4
875,0,,,,11,大字家房,,,65,0,4,4
876,0,,,,11,大字家房,,,66,1,0,1
877,0,,,,11,大字家房,,,67,0,1,1
878,0,,,,11,大字家房,,,69,1,2,3
879,0,,,,11,大字家房,,,71,0,1,1
880,0,,,,11,大字家房,,,73,1,0,1
881,0,,,,11,大字家房,,,74,0,2,2
882,0,,,,11,大字家房,,,75,2,2,4
883,0,,,,11,大字家房,,,76,3,3,6
884,0,,,,11,大字家房,,,77,1,3,4
885,0,,,,11,大字家房,,,78,0,1,1
886,0,,,,11,大字家房,,,79,5,2,7
887,0,,,,11,大字家房,,,80,0,2,2
888,0,,,,11,大字家房,,,81,1,3,4
889,0,,,,11,大字家房,,,82,0,3,3
890,0,,,,11,大字家房,,,83,3,3,6
891,0,,,,11,大字家房,,,84,2,2,4
892,0,,,,11,大字家房,,,85,1,3,4
893,0,,,,11,大字家房,,,86,1,3,4
894,0,,,,11,大字家房,,,87,1,1,2
895,0,,,,11,大字家房,,,88,1,2,3
896,0,,,,11,大字家房,,,90,2,1,3
897,0,,,,11,大字家房,,,91,0,1,1
898,0,,,,11,大字家房,,,92,1,0,1
899,0,,,,11,大字家房,,,94,1,1,2
900,0,,,,11,大字家房,,,95,0,1,1
901,0,,,,11,大字家房,,,97,0,1,1
902,0,,,,11,大字家房,,,98,0,1,1
903,0,,,,12,大字出井,,,2,1,0,1
904,0,,,,12,大字出井,,,9,1,0,1
905,0,,,,12,大字出井,,,10,1,1,2
906,0,,,,12,大字出井,,,11,0,1,1
907,0,,,,12,大字出井,,,12,0,1,1
908,0,,,,12,大字出井,,,13,0,1,1
909,0,,,,12,大字出井,,,14,1,0,1
910,0,,,,12,大字出井,,,15,1,0,1
911,0,,,,12,大字出井,,,16,1,0,1
912,0,,,,12,大字出井,,,19,0,2,2
913,0,,,,12,大字出井,,,22,0,1,1
914,0,,,,12,大字出井,,,24,0,1,1
915,0,,,,12,大字出井,,,27,1,0,1
916,0,,,,12,大字出井,,,30,1,1,2
917,0,,,,12,大字出井,,,34,0,1,1
918,0,,,,12,大字出井,,,35,0,1,1
919,0,,,,12,大字出井,,,36,0,1,1
920,0,,,,12,大字出井,,,41,1,1,2
921,0,,,,12,大字出井,,,43,1,1,2
922,0,,,,12,大字出井,,,45,1,0,1
923,0,,,,12,大字出井,,,46,2,1,3
924,0,,,,12,大字出井,,,47,0,1,1
925,0,,,,12,大字出井,,,49,1,0,1
926,0,,,,12,大字出井,,,50,3,1,4
927,0,,,,12,大字出井,,,51,1,1,2
928,0,,,,12,大字出井,,,52,2,1,3
929,0,,,,12,大字出井,,,53,0,1,1
930,0,,,,12,大字出井,,,54,1,0,1
931,0,,,,12,大字出井,,,55,2,0,2
932,0,,,,12,大字出井,,,56,3,0,3
933,0,,,,12,大字出井,,,57,1,0,1
934,0,,,,12,大字出井,,,58,0,1,1
935,0,,,,12,大字出井,,,59,1,0,1
936,0,,,,12,大字出井,,,62,0,1,1
937,0,,,,12,大字出井,,,63,0,1,1
938,0,,,,12,大字出井,,,65,1,3,4
939,0,,,,12,大字出井,,,66,0,1,1
940,0,,,,12,大字出井,,,67,0,1,1
941,0,,,,12,大字出井,,,68,2,0,2
942,0,,,,12,大字出井,,,69,1,0,1
943,0,,,,12,大字出井,,,70,1,0,1
944,0,,,,12,大字出井,,,71,2,1,3
945,0,,,,12,大字出井,,,72,0,1,1
946,0,,,,12,大字出井,,,73,2,1,3
947,0,,,,12,大字出井,,,74,2,2,4
948,0,,,,12,大字出井,,,75,2,2,4
949,0,,,,12,大字出井,,,76,2,5,7
950,0,,,,12,大字出井,,,77,2,3,5
951,0,,,,12,大字出井,,,78,0,2,2
952,0,,,,12,大字出井,,,79,0,1,1
953,0,,,,12,大字出井,,,80,2,1,3
954,0,,,,12,大字出井,,,81,2,2,4
955,0,,,,12,大字出井,,,82,1,3,4
956,0,,,,12,大字出井,,,83,0,1,1
957,0,,,,12,大字出井,,,84,1,2,3
958,0,,,,12,大字出井,,,85,2,0,2
959,0,,,,12,大字出井,,,86,1,0,1
960,0,,,,12,大字出井,,,87,1,0,1
961,0,,,,12,大字出井,,,88,0,2,2
962,0,,,,12,大字出井,,,89,0,1,1
963,0,,,,12,大字出井,,,90,2,2,4
964,0,,,,12,大字出井,,,91,1,1,2
965,0,,,,12,大字出井,,,92,0,1,1
966,0,,,,12,大字出井,,,96,0,1,1
967,0,,,,12,大字出井,,,97,0,2,2
968,0,,,,12,大字出井,,,101,0,1,1
969,0,,,,13,大字戸田,,,4,1,0,1
970,0,,,,13,大字戸田,,,5,1,0,1
971,0,,,,13,大字戸田,,,7,0,1,1
972,0,,,,13,大字戸田,,,10,0,1,1
973,0,,,,13,大字戸田,,,12,1,1,2
974,0,,,,13,大字戸田,,,13,1,0,1
975,0,,,,13,大字戸田,,,15,1,2,3
976,0,,,,13,大字戸田,,,16,1,0,1
977,0,,,,13,大字戸田,,,17,0,1,1
978,0,,,,13,大字戸田,,,18,1,0,1
979,0,,,,13,大字戸田,,,19,0,1,1
980,0,,,,13,大字戸田,,,20,1,1,2
981,0,,,,13,大字戸田,,,21,1,0,1
982,0,,,,13,大字戸田,,,36,0,1,1
983,0,,,,13,大字戸田,,,37,1,0,1
984,0,,,,13,大字戸田,,,40,1,0,1
985,0,,,,13,大字戸田,,,41,1,0,1
986,0,,,,13,大字戸田,,,42,1,1,2
987,0,,,,13,大字戸田,,,43,0,3,3
988,0,,,,13,大字戸田,,,44,0,1,1
989,0,,,,13,大字戸田,,,45,1,1,2
990,0,,,,13,大字戸田,,,48,1,0,1
991,0,,,,13,大字戸田,,,49,2,0,2
992,0,,,,13,大字戸田,,,50,0,3,3
993,0,,,,13,大字戸田,,,51,2,1,3
994,0,,,,13,大字戸田,,,52,1,1,2
995,0,,,,13,大字戸田,,,53,1,0,1
996,0,,,,13,大字戸田,,,54,0,6,6
997,0,,,,13,大字戸田,,,55,2,1,3
998,0,,,,13,大字戸田,,,56,1,0,1
999,0,,,,13,大字戸田,,,57,1,0,1
1000,0,,,,13,大字戸田,,,58,0,1,1
1001,0,,,,13,大字戸田,,,59,2,0,2
1002,0,,,,13,大字戸田,,,60,0,1,1
1003,0,,,,13,大字戸田,,,61,0,2,2
1004,0,,,,13,大字戸田,,,63,2,0,2
1005,0,,,,13,大字戸田,,,64,2,0,2
1006,0,,,,13,大字戸田,,,65,2,2,4
1007,0,,,,13,大字戸田,,,66,1,2,3
1008,0,,,,13,大字戸田,,,67,0,3,3
1009,0,,,,13,大字戸田,,,68,4,2,6
1010,0,,,,13,大字戸田,,,69,1,2,3
1011,0,,,,13,大字戸田,,,70,1,1,2
1012,0,,,,13,大字戸田,,,71,1,2,3
1013,0,,,,13,大字戸田,,,72,5,3,8
1014,0,,,,13,大字戸田,,,73,4,3,7
1015,0,,,,13,大字戸田,,,74,0,2,2
1016,0,,,,13,大字戸田,,,75,4,5,9
1017,0,,,,13,大字戸田,,,76,5,4,9
1018,0,,,,13,大字戸田,,,77,0,5,5
1019,0,,,,13,大字戸田,,,78,3,5,8
1020,0,,,,13,大字戸田,,,79,2,4,6
1021,0,,,,13,大字戸田,,,80,4,3,7
1022,0,,,,13,大字戸田,,,81,3,6,9
1023,0,,,,13,大字戸田,,,82,1,5,6
1024,0,,,,13,大字戸田,,,83,2,5,7
1025,0,,,,13,大字戸田,,,84,1,4,5
1026,0,,,,13,大字戸田,,,85,0,1,1
1027,0,,,,13,大字戸田,,,86,0,2,2
1028,0,,,,13,大字戸田,,,87,1,5,6
1029,0,,,,13,大字戸田,,,88,2,2,4
1030,0,,,,13,大字戸田,,,89,3,3,6
1031,0,,,,13,大字戸田,,,90,0,2,2
1032,0,,,,13,大字戸田,,,91,0,1,1
1033,0,,,,13,大字戸田,,,92,2,0,2
1034,0,,,,13,大字戸田,,,93,1,3,4
1035,0,,,,13,大字戸田,,,95,0,4,4
1036,0,,,,13,大字戸田,,,96,0,2,2
1037,0,,,,13,大字戸田,,,98,0,1,1
1038,0,,,,13,大字戸田,,,100,0,1,1
1039,0,,,,14,大字横見,,,2,1,0,1
1040,0,,,,14,大字横見,,,6,1,0,1
1041,0,,,,14,大字横見,,,8,2,0,2
1042,0,,,,14,大字横見,,,10,0,1,1
1043,0,,,,14,大字横見,,,13,0,1,1
1044,0,,,,14,大字横見,,,17,0,1,1
1045,0,,,,14,大字横見,,,20,0,1,1
1046,0,,,,14,大字横見,,,21,1,0,1
1047,0,,,,14,大字横見,,,22,0,1,1
1048,0,,,,14,大字横見,,,24,3,0,3
1049,0,,,,14,大字横見,,,25,0,1,1
1050,0,,,,14,大字横見,,,26,0,2,2
1051,0,,,,14,大字横見,,,30,1,0,1
1052,0,,,,14,大字横見,,,36,0,1,1
1053,0,,,,14,大字横見,,,39,1,2,3
1054,0,,,,14,大字横見,,,40,1,0,1
1055,0,,,,14,大字横見,,,42,0,2,2
1056,0,,,,14,大字横見,,,45,1,0,1
1057,0,,,,14,大字横見,,,46,1,0,1
1058,0,,,,14,大字横見,,,47,0,1,1
1059,0,,,,14,大字横見,,,48,0,1,1
1060,0,,,,14,大字横見,,,49,1,1,2
1061,0,,,,14,大字横見,,,51,0,1,1
1062,0,,,,14,大字横見,,,52,1,0,1
1063,0,,,,14,大字横見,,,53,1,3,4
1064,0,,,,14,大字横見,,,54,0,1,1
1065,0,,,,14,大字横見,,,55,0,1,1
1066,0,,,,14,大字横見,,,57,2,0,2
1067,0,,,,14,大字横見,,,58,2,0,2
1068,0,,,,14,大字横見,,,60,0,2,2
1069,0,,,,14,大字横見,,,61,2,0,2
1070,0,,,,14,大字横見,,,62,3,0,3
1071,0,,,,14,大字横見,,,64,1,0,1
1072,0,,,,14,大字横見,,,65,1,2,3
1073,0,,,,14,大字横見,,,66,0,2,2
1074,0,,,,14,大字横見,,,67,1,0,1
1075,0,,,,14,大字横見,,,68,1,1,2
1076,0,,,,14,大字横見,,,69,2,0,2
1077,0,,,,14,大字横見,,,70,2,1,3
1078,0,,,,14,大字横見,,,71,1,2,3
1079,0,,,,14,大字横見,,,72,1,1,2
1080,0,,,,14,大字横見,,,73,2,2,4
1081,0,,,,14,大字横見,,,74,0,2,2
1082,0,,,,14,大字横見,,,75,3,3,6
1083,0,,,,14,大字横見,,,76,0,3,3
1084,0,,,,14,大字横見,,,77,4,0,4
1085,0,,,,14,大字横見,,,78,5,1,6
1086,0,,,,14,大字横見,,,79,1,3,4
1087,0,,,,14,大字横見,,,81,0,3,3
1088,0,,,,14,大字横見,,,82,0,2,2
1089,0,,,,14,大字横見,,,83,0,4,4
1090,0,,,,14,大字横見,,,84,0,2,2
1091,0,,,,14,大字横見,,,86,2,3,5
1092,0,,,,14,大字横見,,,87,0,2,2
1093,0,,,,14,大字横見,,,89,0,1,1
