全国地方公共団体コード,ID,名称,名称_カナ,名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,標高,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,市区町村コード,地方公共団体名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数,対象となる町会・自治会,URL,画像,画像_ライセンス,備考,Column1
352080,900105,周東南総合センター,シュウトウミナミソウゴウセンター,,352080,,山口県岩国市周東町上久原1075-2,山口県,岩国市周東町上久原1075-2,,,,34.07839571,132.0647261,51.1,0827-84-0213,,,,,,352080,山口県岩国市,1,1,1,1,1,,,,,82,,,,,,
352080,900106,そお小学校,ソオショウガッコウ,,352080,,山口県岩国市周東町祖生5856,山口県,岩国市周東町祖生5856,,,,34.07430166,132.1049774,63,0827-85-0207,,,,,,352080,山口県岩国市,1,1,1,1,1,,,,,217,,,,,,
352080,900108,周東祖生公民館,シュウトウソオコウミンカン,,352080,,山口県岩国市周東町祖生4541-1,山口県,岩国市周東町祖生4541-1,,,,34.07156919,132.1164816,70.7,0827-85-0001,,,,,,352080,山口県岩国市,,,1,,1,,,,,55,,,,,,
352080,900109,旧祖生東小学校体育館,キュウソオヒガシショウガッコウタイイクカン,,352080,,山口県岩国市周東町祖生1480,山口県,岩国市周東町祖生1480,,,,34.062288,132.1329438,93.8,0827-85-0001,,,,,,352080,山口県岩国市,1,1,1,1,1,,,,1,228,,,,,,
352080,900110,周東中田公民館,シュウトウナカタコウミンカン,,352080,,山口県岩国市周東町中山2,山口県,岩国市周東町中山2,,,,34.02908825,132.0526391,165.2,0827-84-2622,,,,,,352080,山口県岩国市,1,1,1,,1,,,,,40,,,,,,
352080,900111,錦ふるさとセンター,ニシキフルサトセンター,,352080,,山口県岩国市錦町広瀬1125,山口県,岩国市錦町広瀬1125,,,,34.26213195,131.9522279,97.4,0827-72-2215,,,,,,352080,山口県岩国市,1,1,1,1,1,,,,1,111,,,,,,
352080,900112,広東小学校（廃校）,コウトウショウガッコウ（ハイコウ）,,352080,,山口県岩国市錦町府谷47-1,山口県,岩国市錦町府谷47-1,,,,34.27755314,131.974711,95,0827-72-2303,,,,,,352080,山口県岩国市,,,1,,1,,,,,262,,,,,,
352080,900113,府谷集会所,フノタニシュウカイジョ,,352080,,山口県岩国市錦町府谷2496-1,山口県,岩国市錦町府谷2496-1,,,,34.28459,131.997308,226.6,0827-72-2110,,,,,,352080,山口県岩国市,1,,1,,1,,,,,40,,,,,,
352080,900114,錦大野集会所,ニシキオオノシュウカイジョ,,352080,,山口県岩国市錦町大野247-1,山口県,岩国市錦町大野247-1,,,,34.31406418,131.9409438,333.9,0827-72-2110,,,,,,352080,山口県岩国市,1,,1,1,1,,,,,28,,,,,,
352080,900115,深須小学校（廃校）,フカスショウガッコウ（ハイコウ）,,352080,,山口県岩国市錦町須川3319,山口県,岩国市錦町須川3319,,,,34.32877396,131.9920338,172,0827-73-0115,,,,,,352080,山口県岩国市,1,1,1,1,1,,,,,174,,,,,,
352080,900116,高根21世紀センター,タカネニジュウイッセイキセンター,,352080,,山口県岩国市錦町宇佐郷1050-1,山口県,岩国市錦町宇佐郷1050-1,,,,34.375832,132.022625,244.6,0827-74-0001,,,,,,352080,山口県岩国市,1,,1,1,1,,,,,80,,,,,,
352080,900117,宇佐小学校（廃校）,ウサショウガッコウ（ハイコウ）,,352080,,山口県岩国市錦町宇佐1243,山口県,岩国市錦町宇佐1243,,,,34.42437183,132.0571446,469.4,0827-74-0525,,,,,,352080,山口県岩国市,1,,1,,1,,,,,251,,,,,,
352080,900118,美川コミュニティセンター,ミカワコミュニティセンター,,352080,,山口県岩国市美川町四馬神1057,山口県,岩国市美川町四馬神1057,,,,34.24203728,131.9864115,72,0827-76-0211,,,,,,352080,山口県岩国市,,,1,1,1,,,,1,114,,,,,,
352080,900119,美川基幹集落センター,ミカワキカンシュウラクセンター,,352080,,山口県岩国市美川町南桑2420,山口県,岩国市美川町南桑2420,,,,34.209793,132.022693,38,0827-77-0001,,,,,,352080,山口県岩国市,,,1,1,1,,,,,40,,,,,,
352080,900120,美川林業センター,ミカワリンギョウセンター,,352080,,山口県岩国市美川町根笠598,山口県,岩国市美川町根笠598,,,,34.19812301,131.9934854,66.8,0827-77-0211,,,,,,352080,山口県岩国市,1,,1,,1,,,,,40,,,,,,
352080,900121,美川体育館,ミカワタイイクカン,,352080,,山口県岩国市美川町四馬神1310-4,山口県,岩国市美川町四馬神1310-4,,,,34.2366859,131.9863386,72,0827-76-0211,,,,,,352080,山口県岩国市,,,1,1,1,,,,,325,,,,,,
352080,900122,美川小学校（休校）,ミカワショウガッコウ（キュウコウ）,,352080,,山口県岩国市美川町南桑2365,山口県,岩国市美川町南桑2365,,,,34.20930028,132.0247895,38.6,0827-77-0202,,,,,,352080,山口県岩国市,,,1,1,1,,,,,202,,,,,,
352080,900123,ハーモニーみわ,ハーモニーミワ,,352080,,山口県岩国市美和町渋前1751,山口県,岩国市美和町渋前1751,,,,34.22173544,132.0867737,136,0827-95-0005,,,,,,352080,山口県岩国市,1,,1,1,1,,,,1,219,,,,,,
352080,900124,美和農林業者トレーニングセンター・美和武道館,ミワノウリンギョウシャトレーニングセンター・ミワブドウカン,,352080,,山口県岩国市美和町生見559,山口県,岩国市美和町生見559,,,,34.2231529,132.0799011,145.1,0827-96-1111,,,,,,352080,山口県岩国市,1,,1,1,1,,,,,371,,,,,,
352080,900125,美和西部ふれあいセンター,ミワセイブフレアイセンター,,352080,,山口県岩国市美和町渋前449,山口県,岩国市美和町渋前449,,,,34.22714239,132.1036216,180.4,0827-96-1111,,,,,,352080,山口県岩国市,1,1,1,1,1,,,,1,114,,,,,,
352080,900126,美和東小学校（廃校）,ミワヒガシショウガッコウ（ハイコウ）,,352080,,山口県岩国市美和町佐坂241,山口県,岩国市美和町佐坂241,,,,34.22995659,132.1119329,153,0827-95-0100,,,,,,352080,山口県岩国市,1,,1,1,1,,,,,280,,,,,,
352080,900127,美和東部コミュニティセンター,ミワトウブコミュニティセンター,,352080,,山口県岩国市美和町黒沢122-4,山口県,岩国市美和町黒沢122-4,,,,34.23768309,132.1281378,134.1,0827-96-1111,,,,,,352080,山口県岩国市,1,1,1,1,1,,,,,57,,,,,,
352080,900137,下畑交流館,シモハタコウリュウカン,,352080,,山口県岩国市美和町下畑2004-2,山口県,岩国市美和町下畑2004-2,,,,34.242499,132.0635558,146.6,0827-96-0600,,,,,,352080,山口県岩国市,1,1,1,1,1,,,,,53,,,,,,
352080,900129,美和小学校,ミワショウガッコウ,,352080,,山口県岩国市美和町生見739-1,山口県,岩国市美和町生見739-1,,,,34.22654356,132.0778196,153,0827-95-0111,,,,,,352080,山口県岩国市,1,1,1,1,1,,,,,365,,,,,,
352080,900130,美和阿賀ふれあいセンター,ミワアカフレアイセンター,,352080,,山口県岩国市美和町阿賀1039,山口県,岩国市美和町阿賀1039,,,,34.2794083,132.069245,232,0827-97-0010,,,,,,352080,山口県岩国市,1,,1,1,1,,,,,27,,,,,,
352080,900131,北門ふるさと交流館,ホクモンフルサトコウリュウカン,,352080,,山口県岩国市美和町釜ヶ原378-3,山口県,岩国市美和町釜ヶ原378-3,,,,34.28470364,132.1361232,146.1,0827-96-1111,,,,,,352080,山口県岩国市,1,1,1,1,1,,,,,85,,,,,,
352080,900132,本郷ふるさと交流館,ホンゴウフルサトコウリュウカン,,352080,,山口県岩国市本郷町本郷2082-1,山口県,岩国市本郷町本郷2082-1,,,,34.29399526,132.0410523,221.8,0827-75-2311,,,,,,352080,山口県岩国市,1,1,1,1,1,,,,,68,,,,,,
352080,900133,本郷保健センター,ホンゴウホケンセンター,,352080,,山口県岩国市本郷町本郷2100-1,山口県,岩国市本郷町本郷2100-1,,,,34.29465413,132.0405374,217.6,0827-75-2350,,,,,,352080,山口県岩国市,1,1,1,1,1,,,,1,40,,,,,,
352080,900134,波野集落センター,ハノシュウラクセンター,,352080,,山口県岩国市本郷町波野388,山口県,岩国市本郷町波野388,,,,34.25876407,132.0334579,165,0827-75-2351,,,,,,352080,山口県岩国市,1,,1,1,1,,,,,28,,,,,,
352080,900135,山口県岩国総合庁舎,ヤマグチケンイワクニソウゴウチョウシャ,,352080,,山口県岩国市三笠町1-1-1,山口県,岩国市三笠町1-1-1,,,,34.167024,132.2251636,1.9,0827-29-1506,,,,,,352080,山口県岩国市,,1,,1,,,,,,82,,,,,,
352080,900136,株式会社ミヤベ本社,カブシキガイシャミヤベホンシャ,,352080,,山口県岩国市元町1-8-10,山口県,岩国市元町1-8-10,,,,34.1688699,132.225749,2.3,0827-21-6245,,,,,,352080,山口県岩国市,1,1,,1,,,,,,30,,,,,,
352080,900137,株式会社ミヤベ機材センター,カブシキガイシャミヤベキザイセンター,,352080,,山口県岩国市守内60-1,山口県,岩国市守内60-1,,,,34.1730111,132.1362873,17.2,0827-21-6246,,,,,,352080,山口県岩国市,,,1,1,1,,,,,10,,,,,,
