全国地方公共団体コード,ID,名称,名称_カナ,名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,標高,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,市区町村コード,地方公共団体名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数,対象となる町会・自治会,URL,画像,画像_ライセンス,備考
352039,E3520300026201,山口南総合センター,ヤマグチミナミソウゴウセンター,,352039,131000,山口県山口市名田島1218ｰ1,山口県,山口市,名田島,1218ｰ1,,34.0844885,131.4121727,,(083)972-8333,,,,,,352039,山口市,×,〇,×,〇,〇,×,×,×,〇,2450,,,,,0
352039,E3520300045202,二島地域交流センター,フタジマチイキコウリュウセンター,,352039,3000,山口県山口市秋穂二島5990,山口県,山口市,秋穂二島,5990,,34.0375051,131.4228953,,(083)987-2059,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,721,,,,,1
352039,E3520300045201,二島小学校体育館,フタジマショウガッコウタイイクカン,,352039,3000,山口県山口市秋穂二島6165,山口県,山口市,秋穂二島,6165,,34.037995,131.420756,,(083)987-2009,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,297,,,,,0
352039,E3520300144202,二島小学校校舎,フタジマショウガッコウコウシャ,,352039,3000,山口県山口市秋穂二島6165,山口県,山口市,秋穂二島,6165,,34.038208,131.420092,,(083)987-2009,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,629,,,,,0
352039,E3520300144201,二島中学校体育館,フタジマチュウガッコウタイイクカン,,352039,3000,山口県山口市秋穂二島10558-1,山口県,山口市,秋穂二島,10558-1,,34.041177,131.425095,,(083)987-2007,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,296,,,,,0
352039,E3520300056201,二島中学校校舎,フタジマチュウガッコウコウシャ,,352039,3000,山口県山口市秋穂二島10558-1,山口県,山口市,秋穂二島,10558-1,,34.040802,131.424253,,(083)987-2007,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,769,,,,,0
352039,E3520300055201,旧二島幼稚園,キュウフタジマヨウチエン,,352039,3000,山口県山口市秋穂二島6174,山口県,山口市,秋穂二島,6174,,34.03781125,131.4214387,,(083)987-2062,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,103,,,,,0
352039,E3520300057201,潮寿荘,シオコトブキソウ,,352039,3000,山口県山口市秋穂二島438ｰ1,山口県,山口市,秋穂二島,438ｰ1,,34.01112752,131.408478,,(083)984-2110,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,273,,,,,0
352039,E3520300143201,嘉川地域交流センター,カガワチイキコウリュウセンター,,352039,67000,山口県山口市嘉川4651ｰ1,山口県,山口市,嘉川,4651ｰ1,,34.067763,131.369698,,(083)989-2018,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,538,,,,,1
352039,E3520300108201,嘉川小学校体育館,カガワショウガッコウタイイクカン,,352039,67000,山口県山口市嘉川4986,山口県,山口市,嘉川,4986,,34.075754,131.37544,,(083)989-2206,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,361,,,,,0
352039,E3520300089201,嘉川小学校校舎,ヨシカワショウガッコウコウシャ,,352039,67000,山口県山口市嘉川4986,山口県,山口市,嘉川,4986,,34.076194,131.375851,,(083)989-2206,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,963,,,,,0
352039,E3520300088201,興進小学校体育館,コウシンショウガッコウタイイクカン,,352039,29000,山口県山口市江崎2284,山口県,山口市,江崎,2284,,34.05787,131.369443,,(083)989-2513,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,356,,,,,0
352039,E3520300036201,興進小学校校舎,コウシンショウガッコウコウシャ,,352039,29000,山口県山口市江崎2284,山口県,山口市,江崎,2284,,34.057818,131.369896,,(083)989-2513,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,769,,,,,0
352039,E3520300027202,川西中学校体育館,カワニシチュウガッコウタイイクカン,,352039,67000,山口県山口市嘉川4352ｰ2,山口県,山口市,嘉川,4352ｰ2,,34.068141,131.367606,,(083)989-2209,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,280,,,,,0
352039,E3520300027201,川西中学校校舎,カワニシチュウガッコウコウシャ,,352039,67000,山口県山口市嘉川4352ｰ2,山口県,山口市,嘉川,4352ｰ2,,34.067974,131.367917,,(083)989-2209,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,1160,,,,,0
352039,E3520300037201,嘉泉荘,カイズミソウ,,352039,67000,山口県山口市嘉川1439ｰ1,山口県,山口市,嘉川,1439ｰ1,,34.07768528,131.3771439,,(083)989-4787,,,,,,352039,山口市,〇,〇,〇,×,〇,×,×,×,〇,89,,,,,0
352039,E3520300148201,ハートホーム南山口（青藍会）地域交流スペース,ハートホームミナミヤマグチ（セイランカイ）　　　　　　チイキコウリュウスペース,,352039,724,山口県山口市深溝803ｰ1,山口県,山口市,深溝,803ｰ1,,34.05148387,131.3672046,,(083)988-3300,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,189,,,,,0
352039,E3520300049202,佐山地域交流センター,サヤマチイキコウリュウセンター,,352039,168000,山口県山口市佐山2726ｰ1,山口県,山口市,佐山,2726ｰ1,,34.03646422,131.359344,,(083)989-3525,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,418,,,,,1
352039,E3520300049201,佐山小学校体育館,サヤマショウガッコウタイイクカン,,352039,168000,山口県山口市佐山2731,山口県,山口市,佐山,2731,,34.036029,131.360501,,(083)989-3020,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,229,,,,,0
352039,E3520300048201,佐山小学校校舎,サヤマショウガッコウコウシャ,,352039,168000,山口県山口市佐山2731,山口県,山口市,佐山,2731,,34.036461,131.360611,,(083)989-3020,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,775,,,,,0
352039,E3520300034201,小郡ふれあいセンター,オゴオリフレアイセンター,,352039,51000,山口県山口市小郡下郷1440ｰ1,山口県,山口市,小郡下郷,1440ｰ1,,34.102029,131.401523,,(083)973-0003,,,,,,352039,山口市,×,〇,〇,〇,〇,×,×,×,〇,1281,,,,,0
352039,E3520300050201,小郡地域交流センター,オゴオリチイキコウリュウセンター,,352039,51000,山口県山口市小郡下郷609ｰ1,山口県,山口市,小郡下郷,609ｰ1,,34.10308629,131.3926565,,(083)973-0638,,,,,,352039,山口市,〇,×,〇,〇,〇,×,×,×,〇,840,,,,,1
352039,E3520300154201,小郡保健福祉センター,オゴオリホケンフクシセンター,,352039,51000,山口県山口市小郡下郷609ｰ5,山口県,山口市,小郡下郷,609ｰ5,,34.102173,131.393262,,(083)973-8147,,,,,,352039,山口市,〇,×,〇,〇,〇,×,×,×,〇,634,,,,,0
352039,E3520300114201,上郷小学校体育館,カミゴウショウガッコウタイイクカン,,352039,63002,山口県山口市小郡みらい町二丁目14ｰ1,山口県,山口市,小郡みらい町二丁目,14ｰ1,,34.121511,131.399,,(083)973-3120,,,,,,352039,山口市,〇,×,〇,〇,〇,×,×,×,〇,394,,,,,0
352039,E3520300111202,上郷小学校校舎,カミゴウショウガッコウコウシャ,,352039,63002,山口県山口市小郡みらい町二丁目14ｰ1,山口県,山口市,小郡みらい町二丁目,14ｰ1,,34.12162,131.398107,,(083)973-3120,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,1581,,,,,0
352039,E3520300111201,小郡小学校体育館,オゴオリショウガッコウタイイクカン,,352039,51000,山口県山口市小郡下郷254ｰ3,山口県,山口市,小郡下郷,254ｰ3,,34.106542,131.400723,,(083)973-0408,,,,,,352039,山口市,×,〇,〇,〇,〇,×,×,×,〇,516,,,,,0
352039,E3520300115201,小郡小学校校舎,オゴオリショウガッコウコウシャ,,352039,51000,山口県山口市小郡下郷254ｰ3,山口県,山口市,小郡下郷,254ｰ3,,34.106436,131.400064,,(083)973-0408,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,2324,,,,,0
352039,E3520300113201,小郡南小学校体育館,オゴオリミナミショウガッコウタイイクカン,,352039,61000,山口県山口市小郡緑町1ｰ1,山口県,山口市,小郡緑町,1ｰ1,,34.090131,131.400264,,(083)973-2521,,,,,,352039,山口市,×,〇,〇,〇,〇,×,×,×,〇,463,,,,,0
352039,E3520300106201,小郡南小学校校舎,オゴオリミナミショウガッコウコウシャ,,352039,61000,山口県山口市小郡緑町1ｰ1,山口県,山口市,小郡緑町,1ｰ1,,34.090616,131.400059,,(083)973-2521,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,1727,,,,,0
352039,E3520300105201,小郡中学校体育館,オゴオリチュウガッコウタイイクカン,,352039,51000,山口県山口市小郡下郷879ｰ1,山口県,山口市,小郡下郷,879ｰ1,,34.106043,131.397735,,(083)973-0508,,,,,,352039,山口市,×,〇,〇,〇,〇,×,×,×,〇,632,,,,,0
352039,E3520300152202,小郡中学校校舎,オゴオリチュウガッコウコウシャ,,352039,51000,山口県山口市小郡下郷879ｰ1,山口県,山口市,小郡下郷,879ｰ1,,34.105775,131.397247,,(083)973-0508,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,2937,,,,,0
352039,E3520300152201,小郡中学校武道場,オゴオリチュウガッコウブドウジョウ,,352039,51000,山口県山口市小郡下郷879ｰ1,山口県,山口市,小郡下郷,879ｰ1,,34.106169,131.397344,,(083)973-0508,,,,,,352039,山口市,×,〇,〇,〇,〇,×,×,×,×,125,,,,,0
352039,E3520300151201,小郡南集会所,オゴオリミナミシュウカイショ,,352039,61000,山口県山口市小郡緑町2ｰ27,山口県,山口市,小郡緑町,2ｰ27,,34.09194342,131.4027703,,(083)973-2411,,,,,,352039,山口市,×,〇,〇,×,〇,×,×,×,〇,89,,,,,0
352039,E3520300070201,小郡上郷児童館,オゴオリカミゴウジドウカン,,352039,46000,山口県山口市小郡上郷2159,山口県,山口市,小郡上郷,2159,,34.12822703,131.4108802,,(083)972-0103,,,,,,352039,山口市,〇,〇,〇,×,〇,×,×,×,〇,84,,,,,0
352039,E3520300071202,小郡上郷保育園,オゴオリカミゴウホイクエン,,352039,52001,山口県山口市小郡新町一丁目18ｰ27,山口県,山口市,小郡新町一丁目,18ｰ27,,34.113489,131.397553,,(083)973-2561,,,,,,352039,山口市,〇,〇,〇,×,〇,×,×,×,〇,189,,,,,0
352039,E3520300071201,山口県立山口農業高等学校体育館・武道場,ヤマグチケンリツヤマグチノウギョウコウトウガッコウタイイクカン・ブドウジョウ,,352039,46000,山口県山口市小郡上郷10980ｰ1,山口県,山口市,小郡上郷,10980ｰ1,,34.131075,131.408562,,(083)972-0950,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,855,,,,,0
352039,E3520300073201,KDDI維新ホール,KDDIイシンホール,,352039,180001,山口県山口市小郡令和一丁目1ｰ1,山口県,山口市,小郡令和一丁目,1ｰ1,,34.09299,131.39429,,(083)934-2719,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,824,,,,,0
352039,E3520300069201,山口学芸大学体育館,ヤマグチガクゲイダイガクタイイクカン,,352039,63001,山口県山口市小郡みらい町一丁目7ｰ1,山口県,山口市,小郡みらい町一丁目,7ｰ1,,34.121242,131.402223,,(083)972-3288,,,,,,352039,山口市,〇,×,〇,〇,〇,×,×,×,〇,700,,,,,0
352039,E3520300033202,山口県鴻城高等学校体育館,ヤマグチケンコウジョウコウトウガッコウタイイクカン,,352039,51000,山口県山口市小郡下郷258ｰ2,山口県,山口市,小郡下郷,258ｰ2,,34.108911,131.401224,,(083)972-0307,,,,,,352039,山口市,×,〇,〇,〇,〇,×,×,×,〇,1295,,,,,0
352039,E3520300157111,小郡体育館,オゴオリタイイクカン,,352039,51000,山口県山口市小郡下郷308ｰ1,山口県,山口市,小郡下郷,308ｰ1,,34.106361,131.397021,,(083)934-2665,,,,,,352039,山口市,×,〇,〇,〇,〇,×,×,×,〇,586,,,,,0
352039,E3520300033201,秋穂地域交流センター,アイオチイキコウリュウセンター,,352039,2000,山口県山口市秋穂東6823ｰ1,山口県,山口市,秋穂東,6823ｰ1,,34.019388,131.433352,,(083)984-2132,,,,,,352039,山口市,〇,〇,×,〇,〇,×,×,×,〇,1084,,,,,0
352039,E3520300047201,秋穂保健センター,アイオホケンセンター,,352039,2000,山口県山口市秋穂東6570,山口県,山口市,秋穂東,6570,,34.015125,131.437587,,(083)984-8031,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,248,,,,,1
352039,E3520300031202,大海総合センター,オオミソウゴウセンター,,352039,2000,山口県山口市秋穂東1130ｰ5,山口県,山口市,秋穂東,1130ｰ5,,34.029819,131.465057,,(083)984-2053,,,,,,352039,山口市,〇,〇,×,〇,〇,×,×,×,〇,589,,,,,0
352039,E3520300031201,大海小学校体育館,オオミショウガッコウタイイクカン,,352039,2000,山口県山口市秋穂東2299,山口県,山口市,秋穂東,2299,,34.021938,131.46324,,(083)984-2253,,,,,,352039,山口市,〇,〇,×,〇,〇,×,×,×,〇,343,,,,,0
352039,E3520300030201,大海小学校校舎,オオミショウガッコウコウシャ,,352039,2000,山口県山口市秋穂東2299,山口県,山口市,秋穂東,2299,,34.021392,131.463278,,(083)984-2253,,,,,,352039,山口市,〇,〇,×,〇,〇,×,×,×,〇,809,,,,,0
352039,E3520300090201,秋穂小学校体育館,アイオショウガッコウタイイクカン,,352039,2000,山口県山口市秋穂東6771,山口県,山口市,秋穂東,6771,,34.017484,131.43586,,(083)984-2250,,,,,,352039,山口市,〇,〇,×,〇,〇,×,×,×,〇,457,,,,,0
352039,E3520300052201,秋穂小学校校舎,アイオショウガッコウコウシャ,,352039,2000,山口県山口市秋穂東6771,山口県,山口市,秋穂東,6771,,34.017177,34.017177,,(083)984-2250,,,,,,352039,山口市,〇,〇,×,〇,〇,×,×,×,〇,797,,,,,0
352039,E3520300076201,秋穂中学校体育館,アイオチュウガッコウタイイクカン,,352039,2000,山口県山口市秋穂東10615ｰ1,山口県,山口市,秋穂東,10615ｰ1,,34.014685,131.440356,,(083)984-2114,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,469,,,,,0
352039,E3520300075202,秋穂中学校校舎,アイオチュウガッコウコウシャ,,352039,2000,山口県山口市秋穂東10615ｰ1,山口県,山口市,秋穂東,10615ｰ1,,34.014394,131.441183,,(083)984-2114,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,1539,,,,,0
352039,E3520300075201,大海なかよし学級,オオミナカヨシガッキュウ,,352039,2000,山口県山口市秋穂東439,山口県,山口市,秋穂東,439,,34.01911,131.4648,,(083)934-2860,,,,,,352039,山口市,〇,〇,×,〇,〇,×,×,×,〇,138,,,,,0
352039,E3520300077202,秋穂デイサービスセンター,アイオデイサービスセンター,,352039,2000,山口県山口市秋穂東3993,山口県,山口市,秋穂東,3993,,34.01516796,131.4440947,,(083)984-5772,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,137,,,,,0
352039,E3520300077201,秋穂コミュニティセンター,アイオコミュニティセンター,,352039,2000,山口県山口市秋穂東6527ｰ2,山口県,山口市,秋穂東,6527ｰ2,,34.013056,131.437893,,(083)984-2130,,,,,,352039,山口市,〇,×,〇,×,〇,×,×,×,〇,210,,,,,0
352039,E3520300085202,秋穂荘,アイオソウ,,352039,2000,山口県山口市秋穂東768ｰ13,山口県,山口市,秋穂東,768ｰ13,,33.993375,131.435813,,(083)984-2201,,,,,,352039,山口市,〇,〇,〇,×,〇,×,×,×,〇,1209,,,,,0
352039,E3520300085201,阿知須地域交流センター,アジスチイキコウリュウセンター,,352039,10000,山口県山口市阿知須2743,山口県,山口市,阿知須,2743,,34.01267004,131.3592897,,(0836)65-2022,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,230,,,,,1
352039,E3520300081202,阿知須体育センター体育館,アジスタイイクセンタータイイクカン,,352039,10000,山口県山口市阿知須2751,山口県,山口市,阿知須,2751,,34.01310647,131.3598809,,(083)934-2873,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,339,,,,,0
352039,E3520300081201,阿知須健康福祉センター,アジスケンコウフクシセンター,,352039,10000,山口県山口市阿知須2740,山口県,山口市,阿知須,2740,,34.013624,131.359567,,(0836)66-2000,,,,,,352039,山口市,〇,〇,×,〇,〇,×,×,×,〇,156,,,,,0
352039,E3520300081111,阿知須小学校体育館,アジスショウガッコウタイイクカン,,352039,10000,山口県山口市阿知須4251,山口県,山口市,阿知須,4251,,34.011665,131.358846,,(0836)65-2014,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,479,,,,,0
352039,E3520300086201,阿知須小学校校舎,アジスショウガッコウコウシャ,,352039,10000,山口県山口市阿知須4251,山口県,山口市,阿知須,4251,,34.011374,131.359313,,(0836)65-2014,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,1758,,,,,0
352039,E3520300082201,井関小学校体育館,イセキショウガッコウタイイクカン,,352039,10000,山口県山口市阿知須1639,山口県,山口市,阿知須,1639,,34.01418,131.341403,,(0836)65-2053,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,405,,,,,0
352039,E3520300084201,井関小学校増築棟,イセキショウガッコウゾウチクトウ,,352039,10000,山口県山口市阿知須1639,山口県,山口市,阿知須,1639,,34.014188,131.340016,,(0836)65-2053,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,951,,,,,0
352039,E3520300083201,阿知須中学校体育館,アジスチュウガッコウタイイクカン,,352039,10000,山口県山口市阿知須5094ｰ3,山口県,山口市,阿知須,5094ｰ3,,34.012849,131.35311,,(0836)65-2074,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,505,,,,,0
352039,E3520300087111,阿知須中学校校舎,アジスチュウガッコウコウシャ,,352039,10000,山口県山口市阿知須5094ｰ3,山口県,山口市,阿知須,5094ｰ3,,34.013367,131.353893,,(0836)65-2074,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,1306,,,,,0
352039,E3520300074201,徳地地域交流センター,トクジチイキコウリュウセンター,,352039,120000,山口県山口市徳地堀1561ｰ1,山口県,山口市,徳地堀,1561ｰ1,,34.19061,131.660483,,(0835)52-0217,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,296,,,,,1
352039,E3520300078201,徳地体育館,トクヂタイイクカン,,352039,120000,山口県山口市徳地堀1537,山口県,山口市,徳地堀,1537,,34.18911984,131.6614055,,(0835)52-0217,,,,,,352039,山口市,×,×,〇,〇,〇,×,×,×,〇,750,,,,,0
352039,E3520300059201,徳地文化ホール,トクヂブンカホール,,352039,120000,山口県山口市徳地堀1527ｰ3,山口県,山口市,徳地堀,1527ｰ3,,34.190337,131.660199,,(0835)52-0095,,,,,,352039,山口市,×,〇,〇,〇,〇,×,×,×,〇,952,,,,,0
352039,E3520300060202,中央小学校体育館,チュウオウショウガッコウタイイクカン,,352039,120000,山口県山口市徳地堀1551,山口県,山口市,徳地堀,1551,,34.190511,131.661169,,(0835)52-0198,,,,,,352039,山口市,×,×,〇,〇,〇,×,×,×,〇,183,,,,,0
352039,E3520300060201,中央小学校校舎,チュウオウショウガッコウコウシャ,,352039,120000,山口県山口市徳地堀1551,山口県,山口市,徳地堀,1551,,34.190039,131.661755,,(0835)52-0198,,,,,,352039,山口市,〇,×,〇,〇,〇,×,×,×,〇,793,,,,,0
352039,E3520300066202,徳地中学校体育館,トクヂチュウガッコウタイイクカン,,352039,120000,山口県山口市徳地堀1606ｰ1,山口県,山口市,徳地堀,1606ｰ1,,34.191354,131.658523,,(0835)52-0039,,,,,,352039,山口市,×,〇,〇,〇,〇,×,×,×,〇,341,,,,,0
352039,E3520300066201,徳地中学校校舎,トクヂチュウガッコウコウシャ,,352039,120000,山口県山口市徳地堀1606ｰ1,山口県,山口市,徳地堀,1606ｰ1,,34.19108,131.659168,,(0835)52-0039,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,1051,,,,,0
352039,E3520300063202,山口県立防府高等学校佐波分校体育館,ヤマグチケンリツホウフコウトウガッコウサバブンコウタイイクカン,,352039,120000,山口県山口市徳地堀2429,山口県,山口市,徳地堀,2429,,34.196447,131.66019,,(0835)52-1112,,,,,,352039,山口市,×,〇,〇,〇,〇,×,×,×,〇,556,,,,,0
352039,E3520300063201,小古祖多目的集会所,オゴソタモクテキシュウカイジョ,,352039,109000,山口県山口市徳地小古祖831,山口県,山口市,徳地小古祖,831,,34.20333679,131.6687797,,(0835)21-1118,,,,,,352039,山口市,〇,×,〇,×,〇,×,×,×,〇,89,,,,,0
352039,E3520300062201,徳地地域交流センター八坂分館,トクヂチイキコウリュウセンターハチサカブンカン,,352039,122000,山口県山口市徳地八坂975,山口県,山口市,徳地八坂,975,,34.2321152,131.6628334,,(0835)56-0301,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,209,,,,,1
352039,E3520300061201,八坂小学校体育館,ヤサカショウガッコウタイイクカン,,352039,122000,山口県山口市徳地八坂1226,山口県,山口市,徳地八坂,1226,,34.238183,131.658069,,(0835)56-0324,,,,,,352039,山口市,×,×,〇,〇,〇,×,×,×,〇,169,,,,,0
352039,E3520300064201,八坂小学校校舎,ヤサカショウガッコウコウシャ,,352039,122000,山口県山口市徳地八坂1226,山口県,山口市,徳地八坂,1226,,34.23798,131.657809,,(0835)56-0324,,,,,,352039,山口市,〇,×,〇,〇,〇,×,×,×,〇,595,,,,,0
352039,E3520300068201,やまぐちサッカー交流広場体育館,ヤマグチサッカーコウリュウヒロバタイイクカン,,352039,119000,山口県山口市徳地船路890,山口県,山口市,徳地船路,890,,34.237544,131.654242,,(0835)56-0888,,,,,,352039,山口市,×,〇,〇,〇,〇,×,×,×,〇,278,,,,,0
352039,E3520300004201,やまぐちサッカー交流広場クラブハウス,ヤマグチサッカーコウリュウヒロバクラブハウス,,352039,119000,山口県山口市徳地船路890,山口県,山口市,徳地船路,890,,34.237202,131.654077,,(0835)56-0888,,,,,,352039,山口市,×,〇,〇,〇,〇,×,×,×,〇,283,,,,,0
352039,E3520300005202,やまぐちサッカー交流広場（引谷体育館）,ヤマグチサッカーコウリュウヒロバ（ヒクタニタイイクカン）,,352039,116000,山口県山口市徳地引谷1209ｰ3,山口県,山口市,徳地引谷,1209ｰ3,,34.217166,131.610513,,(0835)56-0888,,,,,,352039,山口市,〇,×,〇,〇,〇,×,×,×,〇,215,,,,,0
352039,E3520300005201,三谷交流センター,ミタニコウリュウセンター,,352039,121000,山口県山口市徳地三谷1461,山口県,山口市,徳地三谷,1461,,34.24630128,131.7133886,,(083)934-2891,,,,,,352039,山口市,〇,×,〇,〇,〇,×,×,×,〇,89,,,,,0
352039,E3520300001202,徳地地域交流センター島地分館,トクヂチイキコウリュウセンターシマジブンカン,,352039,114000,山口県山口市徳地島地96ｰ2,山口県,山口市,徳地島地,96ｰ2,,34.16080207,131.702323,,(0835)54-0001,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,209,,,,,1
352039,E3520300001201,上村高齢者女性等活動促進センター,カミムラコウレイシャジョセイトウカツドウソクシンセンター,,352039,110000,山口県山口市徳地上村534ｰ1,山口県,山口市,徳地上村,534ｰ1,,34.14325529,131.7165671,, ,,,,,,352039,山口市,×,〇,〇,〇,〇,×,×,×,〇,99,,,,,0
352039,E3520300007202,島地小学校体育館２階,シマジショウガッコウタイイクカン２カイ,,352039,114000,山口県山口市徳地島地16,山口県,山口市,徳地島地,16,,34.158531,131.700562,,(0835)54-0101,,,,,,352039,山口市,×,×,〇,〇,〇,×,×,×,〇,355,,,,,0
352039,E3520300007201,島地小学校校舎１階,シマジショウガッコウコウシャ１カイ,,352039,114000,山口県山口市徳地島地16,山口県,山口市,徳地島地,16,,34.158886,131.700269,,(0835)54-0101,,,,,,352039,山口市,〇,×,〇,〇,〇,×,×,×,〇,551,,,,,0
352039,E3520300133201,旧島地中学校校舎,キュウシマジチュウガッコウコウシャ,,352039,114000,山口県山口市徳地島地43,山口県,山口市,徳地島地,43,,34.159899,131.700508,,(0835)54-0101,,,,,,352039,山口市,〇,×,〇,〇,〇,×,×,×,〇,203,,,,,0
352039,E3520300136202,藤木老人憩の家,フジキロウヒトイコイノイエ,,352039,118000,山口県山口市徳地藤木142ｰ2,山口県,山口市,徳地藤木,142ｰ2,,34.15633186,131.6871738,,(0835)21-1118,,,,,,352039,山口市,〇,×,〇,×,〇,×,×,×,〇,49,,,,,0
352039,E3520300136201,徳地地域交流センター串分館,トクヂチイキコウリュウセンタークシブンカン,,352039,113000,山口県山口市徳地鯖河内1629ｰ1,山口県,山口市,徳地鯖河内,1629ｰ1,,34.19680433,131.7295781,,(0835)54-0222,,,,,,352039,山口市,〇,×,〇,〇,〇,×,×,×,〇,166,,,,,1
352039,E3520300137202,串生活改善センター,クシセイカツカイゼンセンター,,352039,112000,山口県山口市徳地串660ｰ1,山口県,山口市,徳地串,660ｰ1,,34.18979854,131.7208503,,(083)934-2860,,,,,,352039,山口市,〇,×,〇,×,〇,×,×,×,〇,59,,,,,0
352039,E3520300137201,旧串小学校体育館,クシショウガッコウタイイクカン,,352039,113000,山口県山口市徳地鯖河内1421,山口県,山口市,徳地鯖河内,1421,,34.194892,131.736132,,(0835)54-0311,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,244,,,,,0
352039,E3520300138201,旧串小学校校舎,クシショウガッコウコウシャ,,352039,113000,山口県山口市徳地鯖河内1421,山口県,山口市,徳地鯖河内,1421,,34.1953,131.735832,,(0835)54-0311,,,,,,352039,山口市,〇,〇,〇,〇,〇,×,×,×,〇,303,,,,,0
352039,E3520300123201,遠内集会所,トオウチシュウカイショ,,352039,112000,山口県山口市徳地串2034,山口県,山口市,徳地串,2034,,34.17325734,131.7225689,, (083)934-2860,,,,,,352039,山口市,〇,〇,〇,×,〇,×,×,×,〇,49,,,,,0
352039,E3520300131201,徳地地域交流センター柚野分館,トクヂチイキコウリュウセンターユズノブンカン,,352039,115000,山口県山口市徳地野谷349ｰ2,山口県,山口市,徳地野谷,349ｰ2,,34.30373143,131.6858169,,(0835)58-0001,,,,,,352039,山口市,〇,×,〇,×,〇,×,×,×,〇,99,,,,,1
352039,E3520300126202,柚野地域活性化センター,ユズノチイキカッセイカセンター,,352039,124000,山口県山口市徳地柚木2021,山口県,山口市,徳地柚木,2021,,34.341855,131.722553,,(0835)58-0288,,,,,,352039,山口市,〇,×,〇,〇,〇,×,×,×,〇,149,,,,,0
352039,E3520300126201,旧柚野木小学校体育館,ユズノキショウガッコウタイイクカン,,352039,124000,山口県山口市徳地柚木2018,山口県,山口市,徳地柚木,2018,,34.341353,131.723079,,(0835)58-0013,,,,,,352039,山口市,〇,×,〇,〇,〇,×,×,×,〇,233,,,,,0
352039,E3520300117201,旧柚野木小学校校舎,ユズノキショウガッコウコウシャ,,352039,124000,山口県山口市徳地柚木2018,山口県,山口市,徳地柚木,2018,,34.341335,131.722618,,(0835)58-0013,,,,,,352039,山口市,〇,×,〇,〇,〇,×,×,×,〇,155,,,,,0
