都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金(基本),料金(詳細),説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,備考
350001,3500150117,山口県,,本陣伊藤邸跡,ホンジンイトウテイアト,,,山口県下関市阿弥陀寺町5,,33.958679,130.94809,,,,,,,"伊藤家は町内の大年寄で、奉行を務めた家柄でした。同家は参勤交代時、大名の宿となる本陣をつとめました。
　幕末の当主は、シーボルトや坂本龍馬との親交が篤く、龍馬が京都で暗殺された時も妻のお龍（りょう）はここに滞在していました。現在は「本陣伊藤邸址」の碑があるのみです。",,・ＪＲ下関駅からバスで10分→赤間神宮前下車から徒歩で3分,,,下関市観光政策課,083-231-1350,,,,,
350001,3500150118,山口県,,金子みすゞ顕彰碑（寿公園）,カネコミスズケンショウヒ（コトブキコウエン）,,,山口県下関市南部町7,,33.956093,130.940094,,,,,,,長門市の仙崎で生まれた童謡詩人金子みすゞは、大正12年（1923）に下関に移り住み、創作活動を行いました。寿公園をはじめ、唐戸地区に点在するゆかりの場所には詩碑が設置されていますが、ここにある碑は、みすゞの20歳の写真と紹介文、詩「はちと神さま」の3枚で構成され、みすゞを顕彰するため、上山文英堂があった場所に近い南部町の寿公園に平成10年6月に設置されました。,,・JR下関駅からバスで7分→「唐戸」下車から徒歩で4分,,,下関市観光施設課,083-231-1838,,,,,
350001,3500150119,山口県,,黒川写真館跡,クロカワシャシンカンアト,,,山口県下関市,,33.957287,130.940964,,,,,,,"金子みすゞが、20歳の記念写真を撮ったのが、この地にあった黒川写真館（今の村田写真館）といわれています。
このころから、ペンネーム「みすゞ」で詩を書き、雑誌『童話』、『婦人倶楽部』、『金の星』などに投稿を始めました。その後、西條八十に認められ、「若き童謡詩人の中の巨星」として詩人仲間の憧れの存在になりました。",,"・ＪＲ新下関駅からバスで17分→「唐戸」バス停から徒歩で5分
・ＪＲ下関駅からバスで5分→「唐戸」バス停下車から徒歩で5分",,,下関市観光施設課,083-231-1838,,,,,
350001,3500150120,山口県,,三好写真館跡,ミヨシシャシンカンアト,,,山口県下関市,,33.957287,130.940964,,,,,,,金子みすゞは、亡くなる前日の1930年（昭和5）3月9日、亀山八幡宮参道そばの、この場所にあった三好写真館で、最後の写真を撮りました。,,"・ＪＲ新下関駅からバスで17分→「唐戸」バス停下車から徒歩で3分
・JR下関駅からバスで5分→「唐戸」バス停下車から徒歩で3分",,,下関市観光施設課,083-231-1838,,,,,
350001,3500150121,山口県,,上山文英堂本店跡,ウエヤマブンエイドウホンテンアト,,,山口県下関市南部町19-7,,33.953854,130.939865,,,,,,,"1923(大正12)年、20歳の金子みすゞが、山口県大津郡仙崎村（今の長門市仙崎）から移り住んだ地です。みすゞは、この地におよそ3年半住み、勤め先の商品館内の上山文英堂支店へ通いながら、たくさんの詩を創作しました。
 結婚ののち、1930(昭和5)年3月10日、26歳で亡くなったのもこの地です。
",,・ＪＲ下関駅から車で5分,,,下関市観光施設課,083-231-1350,,,,,
350001,3500150122,山口県,,奇兵隊陣屋跡,キヘイタイジンヤアト,,,山口県下関市大字吉田,,34.088898,131.063248,,,,,,,慶応元年（１８６５）に拠点を吉田に移した奇兵隊が、慶応３年（１８６７）８月から明治２年（１８６９）１１月の解散まで陣屋（本陣）を置いたところ。４００人の隊士が厳しい規律に従って訓練に明け暮れました。当時の堤防が名残をとどめています。,,"・下関ＩＣから車で10分
・ＪＲ小月駅からバスで14分→東行庵入口下車から徒歩で10分",,,下関市観光政策課,083-231-1350,,,,,
350001,3500150123,山口県,,常関寺,ジョウカンジ,,,山口県下関市大字吉田1062-1,,34.088898,131.063248,,,,,,,寛永５年（１６２８）、領主山内広通により建立。幕末期、奇兵隊の病院が置かれたところで、隊士８名の墓があります。本堂の背後に釈迦如来を中心に左右に文殊・普腎の二菩薩があり、そのまわりに表情豊かな１６羅漢像が並んでいます。,,・小月ICから車で10分,,,常関寺,083-284-551,,,,,
350001,3500150124,山口県,,法専寺,ホウセンジ,,,山口県下関市大字吉田地方吉田五区埴生口,,34.092838,131.088181,,,,,,,陣屋ができるまで奇兵隊の駐屯所のひとつとして使用された寺です。境内には隊士たちが首を切ったと伝わる６体の地蔵などがあります。,,"・小月ＩＣから車で10分
・ＪＲ小月駅からバスで16分→宗地下車から徒歩で20分",,,法専寺,083-284-754,,,,,
350001,3500150125,山口県,,萩藩新地会所跡,ハギハンシンチカイショアト,,,山口県下関市上新地町1丁目厳島神社入り口横,,33.95879,130.921143,,,,,,,萩本藩の出先機関だったところで、高杉晋作たちが、俗論派政権打倒のため最初に襲撃し、占拠した場所です。,,"・下関ＩＣから車で15分
・ＪＲ下関駅からバスで5分→厳島神社前から徒歩で1分
・ＪＲ下関駅から徒歩で15分",,,下関市観光政策課,083-231-1350,,,,,
350001,3500150126,山口県,,高杉晋作療養の地,タカスギシンサクリョウヨウノチ,,,山口県下関市桜山町3街区,,33.959923,130.922333,,,,,,,"高杉晋作は小倉戦争で、長州軍を指揮して幕府軍と戦いましたが、この戦いで持病の結核が悪化し、桜山神社の近くに小さな家を建てて、野村望東尼（のむらもとに）、愛人おうのの看病による療養生活を送りました。
*写真の「高杉東行」の「東行」とは、晋作の号のことです。",,"・下関ＩＣから車で15分
・ＪＲ下関駅からバスで5分→厳島神社前から徒歩で1分",,,下関市観光政策課,083-231-1350,,,,,
350001,3500150127,山口県,,了円寺,リョウエンジ,,,山口県下関市大平町10-20,,33.961452,130.918457,,,,,,,元治元年（1864）、長府功山寺で決起した高杉晋作たちが、新地会所襲撃後にたてこもった寺。本堂の柱には当時の刀傷が残っています。,,"・下関ＩＣから車で15分
・ＪＲ下関駅からバスで7分→了円寺下車から徒歩で3分",,,了円寺,083-222-783,,,,,
350001,3500150128,山口県,,霜降城跡,シモフリジョウアト,,,山口県宇部市大字吉見、大字末信ほか,,34.042591,131.25708,,,,,,,"宇部市街の北約８km、厚東川左岸にある霜降ケ岳にあり、治承3年（1179）頃、厚東氏7代武光が築城したといわれています。
県内最大の規模をもつ山城です。
",,・ＪＲ山陽本線宇部駅からバス→「霜降山登山口」バス停から徒歩で40分,,,学びの森くすのき,0836-67-1277,,,,,
350001,3500150129,山口県,,宗隣寺,ソウリンジ,,,山口県宇部市大字小串２１０,,33.966862,131.253052,,09:00,17:00,,,［拝観料］大人300円、中学生以下150円,"1200余年前に来日した唐僧為光（いこう）和尚により創建された寺で、室町初期様式の須弥山禅寺庭園があります。
山口県最古の庭園で「龍心庭」と名付けられた国指定名勝です。",,"・ＪＲ宇部線宇部新川駅からバスで10分
・山陽自動車道宇部ＩＣから車で5分",,,宗隣寺,0836-21-1087,,,,,
350001,3500150130,山口県,,宗隣寺庭園,ソウリンジテイエン,,,山口県宇部市大字小串２１０,,33.966862,131.253052,,09:00,17:00,,,●拝観料　　大人300円　中学生以下150円,"県内最古の庭園で、南北朝時代の典型的地割りによる「夜泊石」や「干潟様」の作庭は全国でも貴重。
庭園は境内北側の書院の前にあり、築山と池を組み合わせた庭で竜心庭（りゅうしんてい）と呼んでいます。
",,・ＪＲ宇部線宇部新川駅からバスで10分,,,宗隣寺,0836-21-1087,,,,,
350001,3500150131,山口県,,ときわ少年キャンプ場,トキワショウネンキャンプジョウ,,,山口県宇部市大字沖宇部,,33.93018,131.27626,,,,通年,,,"ときわ公園内にあるキャンプ場です。
施設概要
?収容人数　
約80名
?テントサイト数　
10
?付属設備　
炊事場、野外炉、ファイヤーサークル、トイレ
?開設期間　
通年
?使用料　
無料
?利用申込　
利用日3ヶ月前の月初めより申込可能
例：「9月20日」使用の場合は「6月1日」より申込可能
?駐車場　
東駐車場（有料）",,"・ＪＲ宇部線常盤駅から徒歩で約15分
・山口宇部道路宇部南ICから車で5分",,,宇部市ときわ公園課,0836-54-551,,,,,
350001,3500150132,山口県,,キワ・ラ・ビーチキャンプ場,キワ・ラ・ビーチキャンプジョウ,,,山口県宇部市大字東岐波字鹿の前５４番地の３,,33.980255,131.331787,,,,1年中可能（要予約）,,●料金　　１サイト1000円,"テント　１８、給水炊飯施設　便所
※大型パイプテント等の設営は不可",,"・ＪＲ宇部線岐波駅から徒歩で10分
・山口宇部道路宇部南又は宇部東ICから車で15分",,,宇部市観光・グローバル推進課,0836-34-8353,,,,,
350001,3500150133,山口県,,ときわ湖畔北キャンプ場,トキワコハンキタキャンプジョウ,,,山口県宇部市沖宇部,,33.93018,131.27626,,,,通年（要予約）,,,"常盤湖北側に面し、ときわ公園スポーツ広場と併設したキャンプ場。豊かな自然を満喫できる施設として多くの人に利用されています。

施設概要
?面積
約2,000平方メートル
?収容人数
約100名
?テントサイト数
15
?付属設備
炊飯場・野外炉・ファイヤーサークル・電気（照明のみ使用可）
外灯・トイレ（身障者用完備）ほか
?開設期間
通年
?使用料
無料
?利用申込
利用日3ヶ月前の月初めより申込可能
例：「9月20日」使用の場合は「6月1日」より申込可能
?駐車場
ときわスポーツ広場駐車場　約100台",,"・JR宇部新川駅からバスで15分
・山口宇部道路宇部南ICから車で5分",,,ときわ公園課,0836-54-551,,,,,
350001,3500150134,山口県,,吉部の大岩郷,キベノオオイワゴウ,,,山口県宇部市大字西吉部字大岩郷134番の1,,34.118626,131.258057,,,,,,,"丘陵地に約３ヘクタールにわたって巨大な石塊が数段に重なり大河のごとき様相をみせています。
岩石は石英閃緑岩で、岩の間や岩はだなどにトラノオシダ、ヒナラン、ノブドウなどが生育し、周辺にはアカメガシワ、ネズミモチなどが混生しています。",,"・ＪＲ山陽新幹線厚狭駅から車で25分
・ＪＲ山陽本線宇部駅から車で25分",,,宇部市北部総合支所,0836-67-2812,,,,,
350001,3500150135,山口県,,瑞松庵,ズイショウアン,,,山口県宇部市大字船木１５８１,,34.052166,131.207214,,,,,,,"応永24年（1417）創建の曹洞宗の古刹で、儒者市川玄伯や千林尼、戦国の将内藤元盛一族の墓所です。
自然を生かした庭園は、つつじや紅葉など四季を通しての景勝地で、参拝者の目を楽しませてくれます。
",,・ＪＲ山陽本線宇部駅からバスで15分(船鉄バス船木方面),,,瑞松庵,0836-67-163,,,,,
350001,3500150136,山口県,,渡辺翁記念会館,ワタナベオウキネンカイカン,,,山口県宇部市朝日町8-1,,33.957844,131.245132,,,,,,,"宇部市渡辺翁記念会館 は、宇部市発展の基礎を築いた渡辺祐策翁（1864―1934）の遺徳を記念して、昭和１２年に建てられました。
宇部村に生まれた渡辺祐策翁は、苦労を重ねて炭鉱経営に成功したのち、セメント工業や石炭化学事業を次々と起こしました。
会館の設計は、昭和を代表する建築家村野藤吾（1891―1984）で、彼の戦前における集大成作品といえ、国内外に広く知られた建造物です。
デザインのすばらしさだけでなく、ホールの音響効果の優秀性でも全国的に知られています。",,・ＪＲ宇部新川駅から徒歩で3分,,,宇部市文化創造財団,0836-35-3355,,,,,
350001,3500150137,山口県,,東隆寺,トウリュウジ,,,山口県宇部市厚東区大字棚井647番地,,33.996273,131.214966,,,,,,,"臨済宗の寺で、南嶺子越禅師の開山です。
「南嶺子越住筑前聖福寺諸山疏井江湖疏」は、国の重要文化財に指定されています。",,"・ＪＲ宇部駅からバスで20分(「棚井中」下車)
・ＪＲ新山口駅から車で30分",,,東隆寺,0836-41-5851,,,,,
350001,3500150138,山口県,,船木宿,フナキジュク,,,山口県宇部市大字船木,,34.052166,131.207214,,,,,,,"町並みは、道の左右だけでなく幾つかの筋を持っており、これが旧山陽道の本宿で今も残る船木の町並みです。
江戸時代において、この宿は交通の要地のみならず、この地域の政治・経済の中心でした。
しかし、山陽本線が南の宇部・小野田を通るようになってから、この宿場は次第に寂れてしまいました。",,・ＪＲ山陽本線宇部駅からバスで20分,,,宇部市北部総合支所,0836-67-2812,,,,,
350001,3500150139,山口県,,福原邸跡,フクハラテイアト,,,山口県宇部市中尾一丁目5番,,33.968746,131.265656,,,,,,,毛利藩永代家老福原氏宇部領館跡。,,・宇部新川駅からバスで15分(中尾バス停下車徒歩5分),,,宇部市観光・グローバル推進課,0836-34-8353,,,,,
350001,3500150140,山口県,,廣福寺,コウフクジ,,,山口県宇部市中山80,,33.984005,131.248978,,,,,,,６９７年、役の行者によって開かれた寺です。本尊は大内の祖先により招来された聖観世音菩薩です。所在地より中山観音の呼称があります。毎年２月１８日は初観音縁日が催され、植木市なども行われます。尚、本尊聖観世音菩薩は秘仏であり、２０年に一度開扉が行われます。,,・宇部新川駅からバスで15分→「中山観音」バス停から徒歩で0分,,,廣福寺,0836-21-9377,,,,,
350001,3500150141,山口県,,浄名寺,ジョウミョウジ,,,山口県宇部市棚井558,,34.027164,131.236603,,,,,,,厚東武実の祈願所として創建されたものです。,,・宇部駅からバスで20分,,,浄名寺,0836-41-6883,,,,,
350001,3500150142,山口県,,彫刻のまち宇部,チョウコクノマチウベ,,,山口県宇部市市内一円,,33.951511,131.246811,,,,,,,「現代日本彫刻展」に出展された作品の一部である約190点の彫刻が市内に設置されています。,,,,,宇部市緑と花と彫刻の博物館,0836-37-2888,,,,,
350001,3500150143,山口県,,ときわ動物園,トキワドウブツエン,,,山口県宇部市則貞三丁目4番1号,,33.945312,131.284943,,09:30,17:00,●休園日/火曜日（火曜日が休日または祝日の時はその翌日）,,"<個人>●一般500円　●中学生以下200円　●70歳以上250円　●3歳未満無料
<団体>●一般400円　●中学生以下160円　●70歳以上200円　●3歳未満無料",平成28年3月19日にグランドオープンした「ときわ動物園」。野生動物の生息環境を再現することで、動物本来の行動を発揮させる「生息環境展示」が特徴です。動物たちの自由でのびのびとした行動を目の前で見ることができ、そのかわいらしい姿や自然の中で野生と同じように生活する姿は、家族みんなで楽しめます。,,"・山口宇部道路宇部南ＩＣから車で5分
・JR常盤駅から徒歩で15分",,,公益財団法人宇部市常盤動物園協会,0836-21-3541,,,,,
350001,3500150144,山口県,,山口宇部空港ビル国内線案内所,ヤマグチウベクウコウコクナイセンアンナイジョ,,,山口県宇部市沖宇部625番地の17,,33.932217,131.275024,,,,,,,,,,,,山口宇部空港ビル国内線案内所,0836-31-2200,,,,,
350001,3500150145,山口県,,アクトビレッジおのキャンプ場,アクトビレッジオノキャンプジョウ,,,山口県宇部市大字小野字大日原7025番地,,34.117241,131.334793,,,,通年,,,宇部市北部地域における交流拠点として平成20年4月にオープン。観光教育、レクリエーション、スポーツなどを基本拠点としています。,,"・美祢東ICから車で10分
・宇部ICから車で25分
・「花香」下車から徒歩で10分分(宇部市営バス)",,,宇部市アクトビレッジおの,0836-64-5111,,,,,
350001,3500150146,山口県,,琴崎八幡宮,コトサキハチマングウ,,,山口県宇部市上宇部大小路571,,33.992851,131.258057,,,,,,,貞観元（８５９）年、八幡宮の総本宮である大分の宇佐神宮から京都の石清水八幡宮へ御分霊を移す際、嵐を避けるため、宇部に立ち寄ったことが起源とされる。以来、毛利元就をはじめ、多くの藩主・領主に崇敬されてきた。また、昭和４１（１９６６）年には、全国８万社ある神社の内、特別な神社として別表神社（３５０社：平成２５年現在）に名を連ねることとなった。宇部の守り神として多くの市民に親しまれている。,,・山陽自動車道宇部ＩＣから車で3分,,,宇部市観光・グローバル推進課,0836-34-8353,,,,,
350001,3500150147,山口県,,宇部護国神社,ウベゴコクジンジャ,,,山口県宇部市維新山,,33.951511,131.246811,,,,,,,"宇部市の真締川沿いの維新山と呼ばれている地域にあり、禁門の変の責任を取って自刃した福原越後公が祀られています。越後公を顕彰する石碑が立ち、禁門の変において命を落とした21名の宇部の兵士をはじめ、近代以降の戦いの中で国に命を捧げた数多くの人の墓標が立っています。
また、市内でも有数の桜の名所としても知られており、多くの人がここを訪れ、昔日に思いをはせています。",,"・山陽自動車道宇部ＩＣから車で10分
・ＪＲ宇部新川駅から車で5分",,,宇部市観光・グローバル推進課,0836-34-8353,,,,,
350001,3500150148,山口県,,万倉護国神社,マグラゴコクジンジャ,,,山口県宇部市西万倉496,,34.082935,131.225784,,,,,,,"宇部市の万倉小学校に程近い山の上にあり、禁門の変の責任を取って自刃した国司信濃公が祀られており、禁門の変で命を落とした万倉の兵士の墓標が立っています。万倉の招魂場は、慶応3年に当時の国司家当主国司健之助純行によって昔の国司氏の練兵場であったところに創設され、垰招魂社と呼ばれていました。近代以降の万倉の人々の戦死者を祭神として追祀していましたが、平成18年に万倉護国神社にすべての墓碑が移管されました。
　現在200余りの墓碑が立っており、そのうち19の墓碑が禁門の変の戦死者の墓標です。
　敷地内には国司信濃の銅像が建立されています。",,・宇部ＩＣから車で30分,,,宇部市観光・グローバル推進課,0836-34-8353,,,,,
350001,3500150149,山口県,,天龍寺,テンリュウジ,,,山口県宇部市奥万倉,,34.106693,131.237045,,,,,,,国司家の菩提寺で国司家歴代の墓所があります。,,・山陽自動車道宇部ＩＣから車で30分,,,宇部市観光・グローバル推進課,0836-34-8353,,,,,
350001,3500150150,山口県,,福原史跡公園,フクハラシセキコウエン,,,山口県宇部市中尾一丁目,,33.968048,131.263809,,,,,,,宇部の領主福原家は毛利藩の永代家老として、萩堀内の屋敷に暮らし、宇部の邸は御田屋（おたや：遠方の田地を経営するために設けた建物）と呼ばれていました。1976年（昭和51年）、市の史跡公園として開放された園内には、井戸跡、屋敷神、樹木が残存しています。表門は、萩屋敷の正門（県有形文化財）を3分の2に縮小模造したもので、階段は、神原公園にあった福原越後公銅像の台座が使われています。3月下旬には、「福原まつり」が開かれます。,,"・山陽自動車道宇部ＩＣから車で5分
・JR琴芝駅からバスで分(中尾バス停下車)→中尾バス停から徒歩で5分",,,宇部市観光・グローバル推進課,0836-34-8353,,,,,
350001,3500150151,山口県,,ときわ公園　花いっぱい運動記念ガーデン,トキワコウエン　ハナイッパイウンドウキネンガーデン,,,山口県宇部市則貞三丁目4番1号　ときわ公園内,,33.945312,131.284943,,,,,,,"花いっぱい運動記念ガーデンは、花いっぱい運動から始まった花壇コンクールが100回を迎えたことを記念して平成26年4月に開園しました。

ガーデンでは「市民みんなでつくり、みんなで育てるガーデン」をコンセプトに、春と秋には約100本のバラが彩るほか、ハーブや一年草など四季折々に楽しめる空間を演出しています。",,・常盤駅から徒歩で１５分分→山口宇部道路宇部南ICから車で５分分,,,宇部市ときわ公園課,0836-54-551,,,,,
350001,3500150152,山口県,,十種ケ峰ウッドパーク,トクサガミネウッドパーク,,,山口県山口市嘉年下1505-1,,34.085941,131.369843,,,,"●休業　　火曜定休（祝祭日、夏休みは除く）、冬期（12月1日～翌年2月28日）

※冬期降雪時は、スキー場",,"●料金
　オートキャンプ１泊5,000円　ログキャビン（５人まで）7,500円
　モンゴルテント（10人まで）10,000円　
　水洗トイレ、温水シャワー完備、各サイトＡＣ電源・水道付き","標高600mにあるキャンプ場で、スキー場に隣接しています。
オートキャンプ53サイト、ログキャビン2棟、モンゴルテント（常設）4棟で冬場のキャンプも安心。
萩へ45分、津和野へは25分程度と、周辺観光の拠点としても最適です。

●問合せ　オートキャンプ場　TEL：083-958-0809／スキー場　TEL：083-958-0547",,"・中国自動車道鹿野I.Cから車で50分
・中国自動車道　小郡ＩＣから車で75分",,,オートキャンプ場,083-958-809,,,,,
350001,3500150153,山口県,,常徳寺庭園,ジョウトクジテイエン,,,山口県山口市阿東蔵目喜1498,,34.387344,131.568405,,,,,,,"庭園は常徳寺境内の東側にあり、室町時代後期ごろに築かれた池や水を観賞する庭園です。
庭につくった小川、滝に似せた石組み、池の中島などがよい状態で残っています。",,"・鹿野ＩＣから車で60分
・小郡ＩＣから車で60分",,,山口市阿東地域交流センター,083-956-116,,,,,
350001,3500150154,山口県,,北方八幡宮,キタカタハチマングウ,,,山口県山口市阿知須河内区1495,,34.017765,131.328384,,,,,,,"もとは東岐波に宇佐八幡宮の祭神を勧請したことにはじまり、1255年（鎌倉時代）これを南北に分神させた際に、北方を当地に神殿が移されました。
左右に突き出た部分をもつ優美な屋根が特徴の楼門は、大内時代の建築様式を残す県内でも珍しいものです。
毎年９月敬老の日には、秋季例祭が行われます。
",,・ＪＲ宇部線阿知須駅から車で8分,,,北方八幡宮,0836-65-2202,,,,,
350001,3500150155,山口県,,秋穂正八幡宮本殿・拝殿・楼門及び庁屋,アイオショウハチマングウホンデン・ハイデン・ロウモンオヨビチョウヤ,,,山口県山口市秋穂西宮之旦337,,34.02895,131.440475,,,,,,,"社伝によると、814年（弘仁5）に二島の古宮の地に創建されたといい、1501年（元亀1）に大内義興が現在地に社地を移したといわれています。
現在の社殿は、1740年（元文5）に長州藩主毛利宗広によって建立されたものです。
本社は山口県独特の楼拝殿造りを踏襲し、装飾部分がすぐれ、広大な屋根の全体を桧皮葺きとするなど、江戸時代中期を代表する立派な社殿といえます。",,・ＪＲ山陽本線新山口駅からバスで30分,,,秋穂正八幡宮,083-984-4256,,,,,
350001,3500150156,山口県,,其中庵,ゴチュウアン,,,山口県山口市小郡下郷１８１１,,34.098804,131.38829,,,,"●時間
　10月～4月　　9:00～17:00　
　5月～9月　　9:00～18:00　
●無休",,●料金無料,"漂泊の俳人種田山頭火が、最も長く落ち着いた庵で、昭和７年から１３年までここに住んでいました。
平成４年にこの場所に庵を復元し、休憩所、東屋、水琴窟などを設け公園として整備しました。",,・ＪＲ山陽本線新山口駅から徒歩で20分,,"砂利・砂敷き路面なし
車いす対応入口
車いす対応トイレ
低位置から鑑賞可能な展示
触察・音声ガイド等による展示",山口市小郡文化資料館,083-973-7071,,,,,
350001,3500150157,山口県,,百谷窯跡,モモタニカマアト,,,山口県山口市小郡下郷百谷,,34.109955,131.401154,,,,,,,"平安時代の須恵器窯跡。
窯体は全長7ｍ、両側壁、奥壁と煙道が残っているが、天井部は崩壊しています。",,・ＪＲ山口線周防下郷駅からバスで30分,,,山口市教育委員会文化財保護課,083-920-4111,,,,,
350001,3500150158,山口県,,新山口駅南口観光案内所,シンヤマグチエキミナミグチカンコウアンナイショ,,,山口県山口市小郡下郷1357　新山口駅新幹線口構内,,34.098976,131.392349,,09:00,18:00,年中無休,,,山口県の玄関口ともいえるJR新山口駅。新幹線口の改札隣りの分かりやすい位置に観光案内所があります。新幹線発着駅という場所がら、山口市のみならず、駅を拠点とした広範囲の案内にも案内員さんが丁寧に対応。また、外国人対応担当の方がおられ（常時ではありません）、英語でのご案内が可能です。改札の内外、両方から利用できるので、ぜひお気軽に声をかけてみてください。,,,,,新山口駅南口観光案内所,083-972-6373,,,,,
350001,3500150159,山口県,,滑峡,ナメラキョウ,,,山口県山口市徳地柚木,,34.3237,131.708633,,,,,,,佐波川の上流にあり、周囲は滑国有林という中国地方随一の大森林です。長門峡県立自然公園の一部をなす景勝地です。,,・中国自動車道徳地ＩＣから車で30分,,,山口市徳地総合支所総務課,0835-52-1118,,,,,
350001,3500150160,山口県,,才谷古墳,サイダニコフン,,,山口県山口市徳地深谷,,34.208027,131.695618,,,,,,,才谷古墳は横穴式石室を内部主体とする小円墳で、昭和51年中国自動車道の建設に伴い発見された徳地町唯一の古墳である。古墳時代の後期の小型横穴式石室で使用石材はすべて角のとれた河原石で丁寧に組んである。,,・中国自動車道徳地ＩＣから車で5分3km,,,山口市役所徳地総合支所社会教育課,0835-52-217,,,,,
350001,3500150161,山口県,,ふれあいパーク大原湖,フレアイパークオオハラコ,,,山口県山口市徳地野谷605,,34.291553,131.642426,,,,通年,,,"穏やかな大原湖のほとりのキャンプ場。初心者も安心のカヌー（１時間1000円）やマウンティンバイク（１時間300円）、釣り（入漁料が必要、フィッシングセット1,020円）など日帰りでもいろいろ楽しめる。キャンプサイトは一般（2000円）が21、オート（5500円）は23、ケビン（１万3000円）は５棟。いずれもシャワー代込み。

※入漁料：（市内）大人200円、子供100円
　　　　　（市外）大人300円、子供100円
●駐車場／70台
●設備／炊飯棟　トイレ　休憩所　売店　貸しテント　ケビン　駐車場",,"・中国自動車道徳地ＩＣから車で20分
・ＪＲ山口駅から車で50分",,"砂利・砂敷き路面なし
車いす対応入口
車いす対応トイレ
盲導犬の受け入れ",大原湖キャンプ場,0835-58-200,,,,,
350001,3500150162,山口県,,月輪寺薬師堂　附　厨子一基　棟札二枚,ガチリンジヤクシドウツケタリズシイッキムナフダニマイ,,,山口県山口市徳地上村572,,34.149212,131.710846,,,,,,,"県内最古の木造建築物といわれ、平屋建寄棟造りの簡素ながら調和のとれた様式で、オノによる荒削りの木材を利用しています。
月輪寺境内にある堂は、桁行五間（12.27ｍ）、梁間四間（9.82ｍ）、一重寄棟造り茅葺の建物です。
寺伝によると、1189年（文治5年）俊乗坊重源がこの地に来て、藤原兼実（月輪殿）の助力を得て薬師堂を再興したとされています。
",,"・徳地ＩＣから車で15分
・防府駅からバスで80分(堀方面行き防長バス、堀乗換え)→「上村」バス停から徒歩で15分
・徳山駅からバスで60分",,,月輪寺,0835-54-127,,,,,
350001,3500150163,山口県,,岸見の石風呂,キシミノイシブロ,,,山口県山口市徳地岸見,,34.154419,131.609421,,,,,,,"岸見の石風呂は、東大寺再建の用材を切り出した時の遺跡で、人夫の保養のため重源上人によって作られたものです。
地元の花崗岩石を積み上げた幅4.4ｍ、奥行3.6ｍ、高さ1.8ｍの石室からなり、土間には石が敷きつめられており、石室は木造茅葺きの覆屋により保護されています。
石室の中で小枝を燃やして石を焼き、火をかき出した後、ぬれたむしろを敷いて熱気浴をするサウナであり、同様の形式は佐波川流域に多く分布しています。
重源上人を「石風呂開山」と呼び、建物の休憩の間には、重源像を安置する祭壇があり、命日の6月5日を「石風呂開山忌」として、石風呂をたき、お祭りをして、その恩に感謝するのがならわしとなっています。",,・ＪＲ山陽本線「防府駅」からバスで30分(堀方面行き防長バス)→「土井」バス停から徒歩で5分,,,山口市岸見の石風呂保存会事務局,090-5708-1426,,,,,
350001,3500150164,山口県,,野谷の石風呂,ノタニノイシブロ,,,山口県山口市徳地野谷,,34.291553,131.642426,,,,,,,"1186年（文治2）ころ、俊乗房重源（しゅんじょうぼうちょうげん）が東大寺を建て直すための役割を担い、佐波郡の山中から多くの建築用材を奈良に送る仕事をしました。
野谷の石風呂は、作業をする人たちの病気治療のために重源がつくった施設の一つです。
石風呂は石を焼いて水をそそぎ、その湯気にあたるようにした岩穴を利用した蒸風呂（むしぶろ）です。",,・ＪＲ山陽本線防府駅からバスで70分(堀方面行き防長バス、堀乗り換え)→「愛鳥林入口」バス停から徒歩で2分,,,山口市徳地総合支所地域振興課,0835-52-1118,,,,,
350001,3500150165,山口県,,佐波川関水,サバガワセキミズ,,,山口県山口市徳地船路,,34.26215,131.667877,,,,,,,"1186年（文治2）、東大寺を建て直す役割を担った俊乗房重源（しゅんじょうぼうちょうげん）は、佐波郡の山で木を切りだし、佐波川をつかって海まで流し、奈良へと送りました。
このとき、川底が浅く木を流しにくいところでは、川をせきとめて水位をあげ､ その一部分を開いて細長い水路とし、材木がよく流れるように工夫をしたのが関水です。
当時の人の知恵を知ることができます。",,・ＪＲ山陽本線防府駅からバスで60分(堀方面行き防長バス、堀乗換え)→「屋敷」バス停から徒歩で5分,,,山口市徳地総合支所地域振興課,0835-52-1111,,,,,
