都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,イベント名,イベント名_カナ,イベント名_英語,開始日,終了日,開始時間,終了時間,開始日時特記事項,説明,料金(基本),料金(詳細),連絡先名称,連絡先電話番号,連絡先内線番号,主催者,場所名称,住所,方書,緯度,経度,アクセス方法,駐車場情報,定員,参加申込終了日,参加申込終了時間,参加申込方法,URL,備考
350001,3500151090,山口県,,周防大島のみかん狩り,スオウオオシマノミカンガリ,,2021-10-上旬,2021-12-中旬,,,,"園内食べ放題。瀬戸内の甘～いみかんをお楽しみ下さい。

※みかんの生育、収穫状況によって開園時期の変動があります。
",,,（一社）周防大島観光協会,0820-72-2134,,,,山口県大島郡周防大島町内各所,,33.919582,132.401825,"(1) 山陽本線大畠駅から車で5～30分
",,,,,,,
350001,3500151091,山口県,,みかん鍋,ミカンナベ,,2021-11-01,2022-03-31,,,,"山口県のみかん生産量８割を占める周防大島。
そんな島が誇る新鮮な魚介類と温州みかんがタッグを組んだ郷土料理「周防大島みかん鍋」。
ゆず胡椒ならぬみかん胡椒で、ピリリと効いたアクセントがクセになること間違いなし！シメはふわふわメレンゲの雑炊で、最後の一口まで鍋の旨味をご堪能ください。
",,,（一社）周防大島観光協会,0820-72-2134,,,"竜崎温泉～潮風の湯～ちどり
（0820-77-1234）
お侍茶屋彦右衛門
（0820-73-1511）
グリーンステイながうら
（0820-79-0021）
食在周防あらかわ
（0820-74-2225）
ちどり本店（0820-77-0321）
かわい寿し（0820-78-0011）
H&amp;Rサンシャインサザンセト
（0820-78-2121）
大島本陣茶屋（0820-74-1066）
道の駅サザンセトとうわ
（0820-78-0033）
お食事処慶（0820-78-2222）
",山口県大島郡周防大島町各所,,33.927502,132.195282,"(1) 山陽自動車道玖珂ＩＣから車で25分 → 大島大橋から車で10～30分
(2) 山陽本線大畠駅からバスで約10～60分
",,,,,,,
350001,3500151092,山口県,,般若寺厄除火祭り,ハンニャジヤクヨケヒマツリ,,2022-02-15,2022-02-15,,,,"厄除け・無病息災・所願成就を祈願する火祭り（柴燈護摩）が開かれます。残り火の上を裸足で歩くと一年間健康に過ごせると伝えられ、毎年、多くの参拝者で賑わいます。
",,,般若寺,0820-56-3636,,,"般若寺
",山口県熊毛郡平生町大字宇佐木1166番地,,33.94128,132.107208,"(1) 熊毛ICおよび玖珂ICから車で約40分
",,,,,,,
350001,3500151093,山口県,,「イモ堀り」体験＆ハロウィン祭り,「イモホリ」タイケン＆ハロウィンマツリ,,2021-10-24,2021-10-24,,,,"小さな子どもから大人まで楽しめる「イモ堀り」を体験し、袋に詰めて持ち帰ります。芋掘り後は、ハロウィンの仮装をして、クイズに答えます。詳しくは「阿東ふるさと交流農園」のHP　https://npo-ato.wixsite.com/ato-nouenでご確認ください。

募集人数　先着　30名
",,,阿東ふるさと交流促進センター,083-956-2194,,,"阿東ふるさと交流促進センター
",山口県山口市阿東徳地佐中3628,,34.400993,131.693039,"(1) ＪＲ山口線徳佐駅下車から徒歩で5分
(2) 中国自動車道鹿野ＩＣから車で約30分（国道315号線）
",,,,,,,
350001,3500151094,山口県,,『湯田温泉宿泊者様限定』ナイト観光バス（ほたるバス）,『ユダオンセンシュクハクシャサマゲンテイ』ナイトカンコウバス（ホタルバス）,,2021-05-28,2021-05-29,,,,"湯田温泉を出発し、ゲンジボタルの生息地一の坂川の他、国宝瑠璃光寺五重塔のライトアップを見学するバスツアーです。
19：45集合。予約は宿泊施設フロントへ当日18：00まで。

◆ほたるバス◆
●場所　湯田温泉→一の坂川（ほたる鑑賞→国宝瑠璃光寺五重塔→湯田温泉「狐の足あと」
●料金　無料
",,,山口観光コンベンション協会,083-933-0088,,,,山口県山口市,,34.178333,131.473892,,,,,,,,
350001,3500151095,山口県,,12月、山口市はクリスマス市になる。,１２ガツ、ヤマグチシハクリスマスシニナル。,,2021-12-01,2021-12-31,,,,"12月、山口市は、クリスマス市になります。
1552年12月9日、大内義隆はフランシスコ・サビエルの布教活動を寛容に受け入れ、日本で初めての降誕祭（クリスマス）が山口で祝われたと伝えられています。この歴史的史実をもとに「灯り」や「音楽」、「食」、その他のイベントを開催します。
歴史に抱かれた山口の街で、温故知新のメリークリスマス。
",,,日本のクリスマスは山口から実行委員会（山口商工会議所内）,083-925-2300,,,"亀山公園ほか市内各所
",山口県山口市一の坂川,,34.178333,131.473892,"(1) JR山口線山口駅から徒歩で10分
(2) 中国自動車道小郡ICから車で20分
",,,,,,,
350001,3500151096,山口県,,秋穂八十八ヶ所お大師まいり,アイオハチジュウハッカショオダイシマイリ,,2021-05-01,2021-05-02,,,,"四国八十八ヶ所に次ぐ古い歴史で知られる秋穂八十八ヶ所で、各札所においてお接待等が催される。
",,,山口観光コンベンション協会　秋穂支部,083-984-3741,,,"山口市秋穂及び名田島・秋穂二島
",山口県山口市秋穂及び名田島・秋穂二島各寺及び各札所,,34.043148,131.4189,"(1) ＪＲ新山口駅から車で20分
",,,,,,,
350001,3500151097,山口県,,あいお花火まつり,アイオハナビマツリ,,2021-11-07,2021-11-07,19:00,,,"市内で最も遅い花火大会です。晩秋の夜空に2500発（予定）の煌めく閃光が好評を博しています。山口市内で唯一の尺玉花火を打ち上げることのできる花火まつりで、その音は風向きによっては、遠く湯田温泉にまで届くともいわれている迫力のある花火まつりです。
※荒天の場合は、中止の予定です。
",,,山口県央商工会青年部秋穂支部,083-984-2738,,,,山口県山口市大海漁港,,34.179131,131.480103,"(1) ＪＲ大道駅からバスで10分
(2) 山陽自動車道山口南ＩＣから車で10分
",,,,,,,
350001,3500151098,山口県,,あいお祭り,アイオマツリ,,2021-11-03,2021-11-03,,,,"各種ステージイベントや地元の農水産品バザー等があり、多くの人で賑わいます。
",,,たのSEA秋穂づくり協議会,083-984-5333,,,"秋穂地域交流センター
",山口県山口市秋穂東6823-1　秋穂地域交流センター,,34.019203,131.433716,"(1) ＪＲ四辻駅から車で15分
(2) 山陽自動車道山口南ＩＣから車で15分
",,,,,,,
350001,3500151099,山口県,,あいお道の駅まつり,アイオミチノエキマツリ,,2021-12-28,2021-12-28,,,,"もちつきの実演販売やお正月用品、新鮮な魚介類などが販売される。
",,,秋穂産業振興協会（山口県央商工会秋穂支所）,083-984-2738,,,"道の駅　あいお
",山口県山口市道の駅あいお,,34.175529,131.475235,"(1) 山陽自動車道山口南ＩＣから車で10分
",,,,,,,
350001,3500151100,山口県,,あじすふれあいまつり,アジスフレアイマツリ,,2021-11-03,2021-11-03,,,,"ふれあいを深める住民参加の手作りイベント。ステージ・イベント、出店、バザーなどがある。
また商店街では街角ギャラリーやさげもん、フリーマーケットが開催される。
",,,阿知須地域づくり協議会,0836-65-4127,,,"JR阿知須駅前広場等
",山口県山口市ＪＲ阿知須駅前広場・駅通り,,34.178333,131.473892,"(1) ＪＲ阿知須駅から徒歩で1分
",,,,,,,
350001,3500151101,山口県,,一の坂川　桜のライトアップ,イチノサカガワ　サクラノライトアップ,,2022-03-下旬,2022-04-上旬,19:00,22:00,,"山口市内を流れる清流一の坂川の後河原沿い約600ｍの両岸には、約200本のソメイヨシノが植えられ、例年3月下旬から4月上旬にかけて綺麗な花を咲かせます。この期間中は、夜間に桜のライトアップを行っており、昼の桜とは異なる、夜桜の美しさをご鑑賞いただけます。
",,,山口観光案内所,083-933-0090,,,"一の坂川
",山口県山口市後河原一の坂川,,34.184097,131.476364,"(1) JR山口駅から徒歩で15分
(2) 中国自動車道山口ICから車で約20分
(3) 中国自動車道小郡ICから車で約20分
",,,,,,,
350001,3500151102,山口県,,一の坂川ほたる観賞Week！,イチノサカガワホタルカンショウウイーク！,,2021-05-29,2021-06-04,,,,"一の坂川のほたるが一年でもっとも乱舞する6月上旬を「ほたる観賞Week！」と題し、5月29日(土)の「ほたる祭り」では、さまざまなイベントが開催されます。祭り当日はゆっくりとほたるを観賞できるように、近隣駐車場の臨時開放や一の坂川両岸道路の交通規制も予定されています。
",,,山口市観光交流課,083-934-2810,,,"一の坂川
",山口県山口市後河原一の坂川一帯,,34.184097,131.476364,"(1) ＪＲ山口駅から徒歩で15分
(2) 中国自動車道小郡ICから車で20分
",,,,,,,
350001,3500151103,山口県,,岩戸神楽,イワトカグラ,,2021-10-09,2021-10-09,18:00,22:00,,"山口市指定の無形民俗文化財です。｢天の岩戸｣の神話に基づき神々を個性的に表現しており、１６の舞から構成されています。
",,,岩戸の舞保存会（山下様方）,083-972-6333,,,"熊野神社
",山口県山口市小郡上郷岩屋　熊野神社,,34.134544,131.395523,"(1) ＪＲ山口線仁保津駅から徒歩で10分
",,,,,,,
350001,3500151104,山口県,,HOLA！やまぐちスペインフィエスタ,オラ！ヤマグチスペインフィエスタ,,2021-11-03,2021-11-03,,,,"山口県と山口市が｢フランシスコ・サビエル｣の故郷であるスペイン・ナパラ州パンプローナ市と姉妹提携を結んでいることから｢スペイン｣をキーワードに開催されるイベントです。
大鍋パエリア、フラメンコ公演、フードコートなど、食べて、遊んで、スペインを楽しむ山口市ならではの多彩な催しが盛りだくさん！
",,,山口市商店街連合会（イベント担当：株式会社ＤＥＲＥＳＩ）,083-902-0892,,,"山口市中心商店街
",山口県山口市中心商店街,,34.169044,131.466766,"(1) JR山口線山口駅から徒歩で5分
(2) 中国自動車道山口ICから車で15分
(3) 中国自動車道小郡ICから車で20分
",,,,,,,
350001,3500151105,山口県,,音楽と花火の夕べ,オンガクトハナビノユウベ,,2021-08-08,2021-08-08,,,,"陸上自衛隊山口駐屯地が一般公開され、音楽フェスティバルや花火大会が行われます。山口の夏の風物詩として親しまれています。
",,,陸上自衛隊山口駐屯地広報室,083-922-2281,,,"陸上自衛隊山口駐屯地
",山口県山口市上宇野令　陸上自衛隊山口駐屯地内グランド,,34.2076,131.461365,"(1) ＪＲ上山口駅から車で5分
(2) 山口ＩＣから車で10分
",,,,,,,
350001,3500151106,山口県,,開山忌,カイザンキ,,2021-07-19,2021-07-20,,,,"7/19正午から7/20正午まで開山慶屋定紹の遺徳供養・施餓鬼が行われます。地元を始め遠来より多くの参詣があります。
",,,禅昌寺,083-927-0142,,,"禅昌寺
",山口県山口市下小鯖1170,,34.143028,131.51619,"(1) ＪＲ山口駅からバスで20分 → 「禅昌寺前」バス停から徒歩で5分
(2) 中国自動車道山口ＩＣから車で10分
(3) 山陽自動車道防府東ＪＣから車で15分（広島方面からの場合）
",,,,,,,
350001,3500151107,山口県,,嘉年土居神楽舞(嘉年森山八幡宮大祭）,カネドイカグラマイ,,2021-10-02,2021-10-02,,,,"土居神楽は石州舞に属するもので大正時代の初期、島根県畑ヶ迫村木毛より講師を招き、積み重ねられ定着したものといわれています。 嘉年土居部落の鎮守金峰神社、嘉年八幡宮の例祭には必ず奉納されてきた無形文化財。

※神事のみとなります。
",,,ＮＰＯあとう,083-956-2526,,,"嘉年八幡宮
",山口県山口市阿東嘉年,,34.444439,131.66835,(1) 中国自動車道鹿野ICから車で50分（国道315号経由）,,,,,,,
350001,3500151108,山口県,,企画展Ⅱ「中也の住んだ町ーー鎌倉」,キカクテン２「チュウヤノスンダマチーーカマクラ」,,2020-11-18,2021-04-11,09:00,17:00,,"昭和12年2月、中原中也は鎌倉の寿福寺境内に立つ借家に転居します。その3か月後、長男の文也を病で喪い、衝撃で心身を病み、約2か月間入院。鎌倉への転居は、愛児との思いでが色濃く残る東京での生活を望まぬゆえの決断でした。
鎌倉には友人たちが多く居を構えていたため、彼らとの行き来が盛んになります。
創作では、のちに「在りし日の歌」の「永訣の秋」パートに収録されることになる詩の多くを製作しました。しかし、10月に結核性脳膜炎を発病。山口への帰郷を望みながらも鎌倉で30歳の生涯を閉じました。
本展では、日記や書簡、友人たちの証言や、当時制作した詩などをもとに、「鎌倉」という視点から中也の多面的な魅力に迫ります。
",,,中原中也記念館,083-932-6430,,,"中原中也記念館
",山口県山口市湯田温泉一丁目11-21,,34.164482,131.457581,"(1) JR湯田温泉から徒歩で10分
(2) 中国自動車道小郡ICから車で15分
",,,,,,,
350001,3500151109,山口県,,奇才－江戸絵画の冒険者たち－,キサイーエドカイガノボウケンシャタチー,,2021-09-18,2021-11-07,09:00,17:00,,"巨大なピラミッドや神秘的なヒエログリフ、そして謎に包まれたミイラ。古代エジプト文明は、何世紀にもわたって世界中の人々を魅了してきました。本展では、オランダのライデン国立古代博物館のコレクションから、最新の科学技術を用いた研究の成果をもとに、かつてない切り口で古代エジプト文明の神秘をご紹介します。
",,,山口県立美術館,083-925-7788,,,山口県立美術館,山口県山口市亀山町3-1,,34.18,131.474411,"(1) JR山口から徒歩で約15分
(2) JR新山口駅からバスで約30分（防長バス山口方面行き美術館前、市役所前もしくは県庁前下車）
(3) 山陽自動車道防府東ICから車で約25分
(4) 中国自動車道山口ICから車で約15分（広島方面から）
(5) 中国自動車道小郡ICから車で約25分（九州方面から）
",,,,,,,
350001,3500151110,山口県,,木戸神社春季大祭,キドジンジャシュンキタイサイ,,2021-04-04,2021-04-04,,,,"明治維新の功臣で慶応年間に、この地に居を構えた木戸孝允をまつる木戸神社の例祭す。今年は剣道大会、子供相撲大会などの奉納行事は中止となりました。
",,,木戸神社氏子責任総代・能野,083-922-7209,,,"木戸神社
",山口県山口市糸米2-9,,34.17696,131.461349,"(1) ＪＲ山口駅から車で10分
",,,,,,,
350001,3500151111,山口県,,小村雪岱スタイル　江戸の粋から東京モダンへ,コムラセッタイスタイル　エドノイキカラトウキョウモダンヘ,,2021-07-08,2021-08-29,09:00,17:00,,"大正から昭和初期にかけて、挿絵や装幀、舞台装置画など、多彩なジャンルで繊細かつ洗練されたデザインを展開し、大衆を魅了した小村雪岱（せったい）（1887～1940）。江戸の粋を受け止め、東京のモダンを体現した「雪岱スタイル」を、その系譜に連なる作家の作品も交えて紹介します。
",,,山口県立美術館,083-925-7788,,,"山口県立美術館
",山口県山口市亀山町3-1,,34.18,131.474411,"(1) JR山口駅から徒歩で15分
(2) JR新山口駅からバスで30分（防長バス山口方面行き美術館前、市役所前もしくは県庁前下車）
(3) 山陽自動車道防府東ICから車で約25分
(4) 中国自動車道山口ICから車で約15分（広島方面から）
(5) 中国自動車道小郡ICから車で約25分（九州方面から）
",,,,,,,
350001,3500151112,山口県,,歳旦祭,サイタンサイ,,2022-01-01,2022-01-01,,,,"元旦に五穀豊穣の祈請する祭祀。大神宮は永正17年（1520）大内氏30代義興が勅許を得て伊勢神宮から分霊を勧請して創建した。
",,,山口大神宮,083-922-0718,,,"山口大神宮
",山口県山口市滝町4-4（山口大神宮）,,34.183846,131.469238,"(1) ＪＲ山陽本線新山口駅から列車で20分 → ＪＲ山口線「山口駅」からバスで5分 → 「県庁前」バス停から徒歩で5分
(2) ＪＲ山陽本線新山口駅からバスで30分 → 「県庁前」バス停から徒歩で5分
(3) 中国自動車道小郡ＩＣから車で20分
",,,,,,,
350001,3500151113,山口県,,桜びより,サクラビヨリ,,2022-03-20,2022-04-11,09:30,16:30,,"期間中の土日祝日は、ちょうげん汁他の販売があります。ギャラリーにおいて和モダン炭のアート展を開催いたします。
",,,重源の郷,0835-52-1250,,,"重源の郷
",山口県山口市徳地深谷1137,,34.208027,131.695618,"(1) 中国自動車道徳地ICから車で10分
",,,,,,,
350001,3500151114,山口県,,第74回山口県美術展覧会,ダイ74カイヤマグチケンビジュツテンランカイ,,2021-12-03,2021-12-19,,,,"ハートになかには、アートがある。ちょっといいコト、発見したでしょ？今年も山口県立美術館は、”芸術とは”なんて気難しい表情をやめて街にも飛び出し、山口の中心アートにします。”ものづくりとコミュニケーション”をテーマに、展覧会やマーケット、ワークショップといったプロジェクトを展開します。
「山口県立美術館展覧会」では、山口県在住の作家を中心に作品を公募し、厳しい審査によって、大賞と最優秀賞を選定。工芸、絵画、写真、書といったジャンルを超えた審査が、山口県立美術館展覧会の特徴です。出品者の力作が、技術や独自性はもちろん、鑑賞者を惹きつけるパワーを競い合います。
",,,山口県立美術館,083-925-7788,,,山口県立美術館,山口県山口市亀山町3-1,,34.18,131.474411,"(1) JR新山口駅から山口線に乗り換え山口駅で下車から徒歩で15分 → JR新山口駅から膨張バス山口方面行きからバスで30分（美術館前、市役所前もしくは、県庁前下車） → JR新山口駅からJRバス山口方面行きからバスで40分（県庁前下車）
(2) JR防府駅からJRバス山口方面行きからバスで35分（米屋町もしくは美術館前下車） → JR防府駅から膨張バス山口方面行きからバスで30分（米屋町下車）
(3) 広島バスセンターから防長バス山口方面行きからバスで180分（米屋町下車）
(4) 山陽自動車道　防府東ICから車で25分 → 中国自動車道(広島方面から）　山口ICから車で15分 → 中国自動車道(九州方面から）　小郡ICから宇部道路経由から車で15分
",,,,,,,
350001,3500151115,山口県,,第9回湯田温泉スリッパ卓球大会,ダイ9カイユダオンセンスリッパタッキュウタイカイ,,2021-05-30,2021-05-30,,,,"卓球女子日本代表石川佳純選手の出身地である卓球王国山口において、温泉地ならではの発想でラケットをスリッパに持ち替えて戦うB級スポーツ「湯田温泉スリッパ卓球大会」が開催されます。毎年、仮装して参加される方も多く、職場仲間や友人・知人と「遊びを極めた真剣勝負！？」を楽しんでください。湯田温泉入浴券もプレゼントします。
【参加申し込みなどの情報】
「湯田温泉スリッパ卓球大会Facebook」https://www.facebook.com/yudaonsen.slipper
",,,湯田温泉スリッパ卓球大会実行委員会,083-925-6843,,,"やまぐちリフレッシュパーク（予選）、湯田温泉内ホテル（決勝トーナメント）
",山口県山口市,,34.178333,131.473892,"(1) 山口ICから車で3分
(2) JR山口駅前よりJRバス防府行き「大内中学校前」下車から徒歩で10分
",,,,,,,
350001,3500151116,山口県,,第３回ふれあいパーク大原湖夏まつり,ダイサンカイフレアイパークオオハラコナツマツリ,,2021-07-中旬,2021-07-中旬,,,,"山口市徳地にあるキャンプ場、ふれあいパーク大原湖で夏まつりが開催されます。バーベキュー、カヌー体験のほか、イベント盛りだくさん。大原湖の夏を満喫してください。
",,,ふれあいパーク大原湖,0835-58-0200,,,"ふれあいパーク大原湖
",山口県山口市徳地野谷605,,34.291553,131.642426,"(1) 中国自動車道徳地ICから車で20分
(2) 山陽自動車道防府東・西ICから車で40分
",,,,,,,
350001,3500151117,山口県,,七夕祭,タナバタサイ,,2021-08-上旬,2021-08-上旬,,,,"それぞれの家庭・職場で使用された笹竹・神社で作成した笹竹を境内に飾り付けて祭典を行い、終了後笹竹に火をつけてお焚き上げをして願いの成就を祈願します。
またそうめん流しもあります。
",,,仁壁神社,083-923-0342,,,"仁壁神社
",山口県山口市三の宮2丁目6-22,,34.188221,131.491531,"(1) 中国自動車道山口ICから車で15分
",,,,,,,
350001,3500151118,山口県,,中也、この一篇――「正午」,ﾁｭｳﾔ　ｺﾉｲｯﾍﾟﾝ　ｼｮｳｺ,,2021-04-14,2021-07-25,09:00,18:00,,"中原中也の詩一篇に特化して深く掘り下げる企画展シリーズ、第3回目は「正午」を取り上げます。「正午」の詩としての魅力や読みどころについて、作品の舞台となっている「丸ビル」（丸の内ビルディング）の紹介などを交えて展示します。
",,,中原中也記念館,083-932-6430,,,中原中也記念館,山口県山口市湯田温泉一丁目11-21中原中也記念館,,34.164482,131.457581,"(1) JR湯田温泉駅から徒歩で10分
(2) 中国自動車道小郡ICから車で20分
(3) 中国自動車道山口ICから車で15分
(4) JR新山口駅からバスで20分 → 湯田温泉バス停留所から徒歩で1分
",,,,,,,
350001,3500151119,山口県,,中也詩集の装幀,チュウヤシシュウノソウテイ,,2021-07-30,2021-09-27,,,,"中原中也の詩集、翻訳詩集の装幀者である高村光太郎、青山二郎、秋朱之介らに焦点を当て、中也とのかかわりや装幀者の美意識、昭和初期の出版界などのトピックを通じて、「本」「美術」といった切り口で、中也の作品世界を紹介する。
",,,中原中也記念館,083-932-6430,,,中原中也記念館,山口県山口市湯田温泉1-11-21,,34.164482,131.457581,"(1) JR山口線湯田温泉から徒歩で10分
(2) JR新山口からバスで20分 → 湯田温泉バス停留所から徒歩で1分
",,,,,,,
350001,3500151120,山口県,,重源の郷　紅葉びより,チョウゲンノサト　コウヨウビヨリ,,2021-11-01,2021-11-30,,,,"期間中、土日祝はちょうげん汁やかに汁、焼き芋等の販売を行います。
",,,重源の郷,0835-52-1250,,,"重源の郷
",山口県山口市徳地深谷1137,,34.208027,131.695618,"(1) 中国自動車道徳地ＩＣから車で10分
",,,,,,,
350001,3500151121,山口県,,テーマ展示「「君に会ひたい。」――中原中也の友情」,テーマテンジ「「キミニアヒタイ。」ーーナカハラチュウヤノユウジョウ」,,2021-04-01,2022-02-13,09:00,18:00,,"中原中也にはたくさんの友人がいました。互いの文学観や芸術観をぶつけ合う仲間もいれば、ともに生活をしたり旅行したりする気の置けない友もいました。
酒の席で激しく喧嘩したり、友人たちを困惑させることも多かった中也ですが、一方では、非常に礼儀正しく、繊細な一面も持っていました。そんな中也の姿を、多くの友人たちが印象的に語っています。また、中也の詩の紹介に尽力したのも、友人たちでした。
寂しがり屋で、常に友人を求め、相手とより深く理解し合いたいと願っていた中也。本展では、様々な友人たちとの関係を紹介しながら、中也にとって「友情」とは何かを探ります。
",,,中原中也記念館,083-932-6430,,,"中原中也記念館
",山口県山口市湯田温泉1-11-21,,34.164482,131.457581,"(1) JR山口線湯田温泉駅から徒歩で10分
(2) 中国自動車道小郡ICから車で15分
(3) JR新山口駅からバスで20分 → 湯田温泉バス停留所から徒歩で1分
",,,,,,,
350001,3500151122,山口県,,とくぢ夏祭り花火大会,トクヂナツマツリハナビタイカイ,,2021-08-29,2021-08-29,,,,"佐波川の中州から約1500発の花火が夜空を彩ります。山に囲まれている会場では花火の破裂音が響き渡り、迫力ある花火が楽しめます。
",,,とくぢ夏祭り花火大会実行委員会,080-2916-8878,,,"徳地堀出雲橋付近
",山口県山口市徳地堀出雲合橋付近,,34.189011,131.636612,"(1) 中国自動車道徳地ＩＣから車で5分
(2) ＪＲ山口駅から車で30分
",,,,,,,
350001,3500151123,山口県,,特別企画展「書物の在る処――中也詩集とブックデザイン」,トクベツキカクテン「ショモツノアルドコローーチュウヤシシュウトブックデザイン」,,2021-07-29,2021-09-26,09:00,18:00,,"詩集には美しくデザインされた本が数多くあります。詩人たちは詩集を通じて自らの作品世界を表現するために、装幀にさまざまな工夫を凝らしてきました。
中原中也の詩集『山羊の歌』『在りし日の歌』、3冊のランボー翻訳詩集もまた、高村光太郎、青山二郎、秋(あき)朱(しゆ)之(の)介(すけ)らといった、個性豊かな装幀家、出版人の手によってかたちづくられました。それらの佇まいには中也と装幀家それぞれの思いが映し出されています。
本展では、中也と装幀家たちとの関わりや彼らの美意識、そして大正から昭和初期にかけて出版された詩集のブックデザインを紹介します。
",,,中原中也記念館,083-932-6430,,,"中原中也記念館
",山口県山口市湯田温泉一丁目11-21,,34.164482,131.457581,"(1) JR山口線湯田温泉駅から徒歩で10分
(2) JR新山口駅からバスで20分 → 湯田温泉バス停留所から徒歩で1分
(3) 中国自動車道小郡ICから車で15分
",,,,,,,
350001,3500151124,山口県,,中原中也記念館　学芸員とめぐる湯田温泉,ﾅｶﾊﾗﾁｭｳﾔｷﾈﾝｶﾝ　ｶﾞｸｹﾞｲｲﾝﾄﾒｸﾞﾙﾕﾀﾞｵﾝｾﾝ,,2021-09-18,2021-09-18,13:30,15:15,,"山口ゆめ回廊博覧会・ゆめ散歩として中原中也記念館学芸員によるガイドツアーを開催します。
記念館の展示を解説付きで見学した後、ゆかりの地を散策します。最後は足湯に浸かりながら、山口の素材を活かしたスイーツ・ドリンクや、地酒を味わいましょう。
",,,中原中也記念館,083-932-6430,,,"中原中也記念館
",山口県山口市湯田温泉1-11-21,,34.164482,131.457581,"(1) JR山口線湯田温泉駅から徒歩で10分
(2) 中国自動車道小郡ICから車で15分
(3) JR新山口駅からバスで20分 → 湯田温泉停留所から徒歩で1分
",,,,,,,
350001,3500151125,山口県,,中原中也生誕祭　空の下の朗読会,ナカハラチュウヤセイタンサイ　ソラノシタノロウドクカイ,,2021-04-29,2021-04-29,12:30,15:00,,"1907年4月29日、中原中也は山口市湯田温泉に生まれました。中也の生誕日であるこの日に、詩の朗読を好んだ中也にならい、一般の方々に自作や愛読の詩を朗読していただきます。併せてゲストによるコンサートもお楽しみください。
",,,中原中也記念館,083-923-6430,,,"中原中也記念館
",山口県山口市湯田温泉1-11-21,,34.164482,131.457581,"(1) ＪＲ湯田温泉駅から徒歩で10分
(2) ＪＲ新山口駅からバスで20分 → 湯田温泉バス停留所から徒歩で1分
",,,,,,,
350001,3500151126,山口県,,夏越（なごし）の大祓,ナゴシノオオハラエ,,2021-06-27,2021-06-27,,,,"茅の輪をくぐり罪・穢れを祓い健康を祈願します。
また小豆は邪悪ものを取り除くと古くから言われています。その小豆を使用した薬膳粥（小豆粥）の接待もあります。
",,,仁壁神社,083-923-0342,,,"仁壁神社
",山口県山口市三の宮2丁目6-22,,34.188221,131.491531,"(1) 中国自動車道山口ICから車で15分
",,,,,,,
350001,3500151127,山口県,,仁壁神社春祭・勧学祭,ニカベジンジャハルマツリ・カンガクサイ,,2021-04-04,2021-04-04,,,,"当地方の氏神様であり、表筒男命、中筒男命、底筒男命、下照姫命、味耕高彦根命等、水利農耕、機織などの守護の神様。豊作と民生の安定の祭り、感謝の祭りとして、記念樹の植樹など、今年のもちまきは手渡しでおもてなしします。
",,,仁壁神社,083-923-0342,,,"仁壁神社
",山口県山口市三の宮2丁目６－２２,,34.188221,131.491531,"(1) 中国自動車道山口ＩＣから車で15分
",,,,,,,
350001,3500151128,山口県,,野口哲哉展―THIS IS NOT A SAMURAI,ノグチテツヤテンーディス イズ ノットゥ ア サムライ,,2021-04-15,2021-06-13,09:00,17:00,,"人と鎧が語りかける声なき物語? 美術作家、野口哲哉（1980- ）は、甲冑に対する該博な知識と卓抜な造形力、そして人間に対する優しさに満ちた洞察力によって、時代を超えた普遍的人間像を生み出しました。本展では、新作を含む初期からの代表作約180点によって、野口哲哉の作品世界を紹介します。
",,,山口県立美術館,083-925-7788,,,"山口県立美術館
",山口県山口市亀山町3-1,,34.18,131.474411,"(1) JR山口駅から徒歩で約15分
(2) JR新山口駅からバスで約30分（防長バス山口方面行き美術館前、市役所前もしくは県庁前下車）
(3) 山陽自動車道防府東ICから車で約25分
(4) 中国自動車道山口ICから車で約15分（広島方面から）
(5) 中国自動車道小郡ICから車で約25分（九州方面から）
",,,,,,,
350001,3500151129,山口県,,初午祭,ハツウマサイ,,2022-03-18,2022-03-18,,,,"五穀豊穣などの祈願をする祭典
",,,山口大神宮,083-922-0718,,,"山口大神宮
",山口県山口市滝町4-4（高嶺稲荷神社）,,34.183846,131.469238,"(1) ＪＲ新山口駅からバスで30分 → 「県庁前」バス停から徒歩で5分
(2) ＪＲ新山口駅から列車で20分 → ＪＲ山口駅からバスで5分 → 「県庁前」バス停から徒歩で5分
(3) 中国自動車道小郡ＩＣから車で20分
",,,,,,,
350001,3500151130,山口県,,【中止】原っぱまつり,ハラッパマツリ,,2021-05-03,2021-05-05,11:00,,,"船方農場の牧草地で開催されるおまつり。
仔牛の体重当てクイズ、乳搾り、花つりゲーム、ちびっこスケッチ大会、ちびっこマラソン大会（5日、小学生のみ）などのイベントが開催されます。

※雨天時中止
※イベント進行状況により開始時間がずれる可能性があります。
※社会情勢によりイベントの変更もございます。
",,,㈱みるくたうん,083-957-0369,,,"船方農場
",山口県山口市阿東徳佐下11450-39船方農場,,34.400993,131.693039,"(1) 中国自動車道鹿野ICから車で40分
(2) JR徳佐駅から徒歩で30分
",,,,,,,
