都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,住所,方書,緯度,経度,設置位置,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,備考,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200096,山口県,岩国市,阿賀ふれあいセンター,アカフレアイセンター,山口県岩国市美和町阿賀1039番地,,34.279458,132.069325,１階ホール,0827-97-0010,,1000020352080,岩国市,月火水木金日,09:00,17:00,第1・3水曜、土曜、第2・4・5日曜、祝日を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200097,山口県,岩国市,いきみikiikiセンター,イキミイキイキセンター,山口県岩国市美和町生見1887番地４,,34.244659,132.083890,１階休憩室,0827-97-0500,,1000020352080,岩国市,月火水木金土日,07:30,17:00,特に定めなし（盆・年末・選挙日以外の7:30～17:00）,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200098,山口県,岩国市,秋掛構造改善センター,アキガケコウゾウカイゼンセンター,山口県岩国市美和町秋掛156番地２,,34.321350,132.088848,１階会議室,電話なし,,1000020352080,岩国市,,,,利用があるときのみ,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200099,山口県,岩国市,北門ふるさと交流館,ホクモンフルサトコウリュウカン,山口県岩国市美和町釜ヶ原378番地１,,34.284906,132.136242,１階ホール,電話なし,,1000020352080,岩国市,,,,利用があるときのみ,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200101,山口県,岩国市,レイクプラザやさか,レイクプラザヤサカ,山口県岩国市美和町百合谷10281番２,,34.236190,132.139681,１階風防室,0827-96-0569,,1000020352080,岩国市,月水木金土日,08:30,17:30,火曜・12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200102,山口県,岩国市,岩国市立錦中央病院,イワクニシリツニシキチュウオウビョウイン,山口県岩国市錦町広瀬1072番地１,,34.262297,131.954711,２階ナースセンター,0827-72-2321,,1000020352080,岩国市,月火水木金土日,08:30,17:15,入院患者見舞い可能時間,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200104,山口県,岩国市,玖珂幼稚園,クガヨウチエン,山口県岩国市玖珂町539番地,,34.095941,132.081775,玄関,0827-82-3084,,1000020352080,岩国市,月火水木金,08:30,17:15,12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200105,山口県,岩国市,岩国市立ひがし保育園,イワクニシリツヒガシホイクエン,山口県岩国市桂町二丁目４番56号,,34.171640,132.233296,新館事務室横,0827-21-0854,,1000020352080,岩国市,月火水木金土,07:30,19:00,日曜・祝日・12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200106,山口県,岩国市,岩国市立くろいそ保育園,イワクニシリツクロイソホイクエン,山口県岩国市黒磯町二丁目47番43号,,34.104062,132.193416,１階玄関奥,0827-31-6330,,1000020352080,岩国市,月火水木金土,07:30,19:00,日曜・祝日・12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200107,山口県,岩国市,岩国市立かわしも保育園,イワクニシリツカワシモホイクエン,山口県岩国市中津町二丁目７番20号,,34.151657,132.215853,１階正面玄関前,0827-21-1657,,1000020352080,岩国市,月火水木金土,07:30,19:00,日曜・祝日・12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200108,山口県,岩国市,岩国市立えきまえ保育園,イワクニシリツエキマエホイクエン,山口県岩国市麻里布町七丁目１番５号,,34.171383,132.219047,玄関,0827-22-5830,,1000020352080,岩国市,月火水木金土,07:30,19:00,日曜・祝日・12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200109,山口県,岩国市,岩国市立わかば保育園,イワクニシリツワカバホイクエン,山口県岩国市周東町上久原1100番地１,,34.078939,132.065047,玄関,0827-84-2932,,1000020352080,岩国市,月火水木金土,07:30,18:15,日曜・祝日・12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200111,山口県,岩国市,岩国市立ながの保育園,イワクニシリツナガノホイクエン,山口県岩国市周東町下須通429番地１,,34.092293,132.011307,玄関,0827-84-3665,,1000020352080,岩国市,月火水木金土,07:30,18:15,日曜・祝日・12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200112,山口県,岩国市,岩国市立そお保育園,イワクニシリツソオホイクエン,山口県岩国市周東町祖生4504番地４,,34.073051,132.115445,事務室,0827-85-0046,,1000020352080,岩国市,月火水木金土,07:30,18:15,日曜・祝日・12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200115,山口県,岩国市,岩国市立ほんごう保育園,イワクニシリツホンゴウホイクエン,山口県岩国市本郷町本郷2058番地１,,34.293517,132.042216,玄関,0827-75-2658,,1000020352080,岩国市,月火水木金土,07:45,18:00,日曜・祝日・12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200119,山口県,岩国市,岩国市立岩国小学校,イワクニシリツイワクニショウガッコウ,山口県岩国市岩国三丁目１番18号,,34.164421,132.185549,玄関,0827-41-0447,,1000020352080,岩国市,月火水木金,08:10,16:40,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200120,山口県,岩国市,岩国市立中洋小学校,イワクニシリツチュウヨウショウガッコウ,山口県岩国市青木町二丁目33番１号,,34.099615,132.201890,講堂の中の入口,0827-38-0338,,1000020352080,岩国市,月火水木金,08:10,16:40,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200121,山口県,岩国市,岩国市立小瀬小学校,イワクニシリツオゼショウガッコウ,山口県岩国市小瀬288番地１,,34.208950,132.193535,正面玄関内の事務室受付窓口横,0827-52-2813,,1000020352080,岩国市,月火水木金,08:05,16:35,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200122,山口県,岩国市,岩国市立愛宕小学校,イワクニシリツアタゴショウガッコウ,山口県岩国市尾津町一丁目１番11号,,34.145500,132.213312,１階正面玄関入口受付横,0827-31-7020,,1000020352080,岩国市,月火水木金,08:10,16:40,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200123,山口県,岩国市,岩国市立杭名小学校,イワクニシリツクイナショウガッコウ,山口県岩国市杭名18番地２,,34.172734,132.108996,玄関屋外,0827-47-3044,,1000020352080,岩国市,月火水木金,08:10,16:40,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200124,山口県,岩国市,岩国市立川下小学校,イワクニシリツカワシモショウガッコウ,山口県岩国市車町一丁目１番43号,,34.158208,132.213755,玄関,0827-22-1533,,1000020352080,岩国市,月火水木金,08:10,16:40,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200125,山口県,岩国市,岩国市立装港小学校,イワクニシリツショウコウショウガッコウ,山口県岩国市新港町四丁目16番30号,,34.192575,132.229731,講堂右後方,0827-21-5052,,1000020352080,岩国市,月火水木金,08:15,16:45,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200126,山口県,岩国市,岩国市立藤河小学校,イワクニシリツフジカワショウガッコウ,山口県岩国市多田1365番地２,,34.185659,132.160087,職員玄関入ってすぐ右側,0827-41-0774,,1000020352080,岩国市,月火水木金,08:10,16:40,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200127,山口県,岩国市,岩国市立通津小学校,イワクニシリツツヅショウガッコウ,山口県岩国市通津2720番地,,34.074045,132.204395,正面玄関内,0827-38-1011,,1000020352080,岩国市,月火水木金,08:10,16:40,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200128,山口県,岩国市,岩国市立河内小学校,イワクニシリツコウチショウガッコウ,山口県岩国市土生82番地,,34.152310,132.102329,１階玄関内,0827-47-2005,,1000020352080,岩国市,月火水木金,08:10,16:40,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200129,山口県,岩国市,岩国市立柱野小学校,イワクニシリツハシラノショウガッコウ,山口県岩国市柱野1092番地３,,34.131735,132.148839,体育館玄関横,0827-46-1006,,1000020352080,岩国市,月火水木金,08:10,16:40,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200130,山口県,岩国市,岩国市立平田小学校,イワクニシリツヒラタショウガッコウ,山口県岩国市平田三丁目５番１号,,34.144311,132.183355,正面玄関内,0827-31-7312,,1000020352080,岩国市,月火水木金,08:10,16:40,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200131,山口県,岩国市,岩国市立御庄小学校,イワクニシリツミショウショウガッコウ,山口県岩国市御庄1362番地,,34.162461,132.147352,玄関内,0827-46-0016,,1000020352080,岩国市,月火水木金,08:10,16:40,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200132,山口県,岩国市,岩国市立灘小学校,イワクニシリツナダショウガッコウ,山口県岩国市南岩国町五丁目60番１号,,34.121317,132.198353,正面玄関内,0827-31-7233,,1000020352080,岩国市,月火水木金,08:10,16:40,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200133,山口県,岩国市,岩国市立東小学校,イワクニシリツヒガシショウガッコウ,山口県岩国市三笠町二丁目１番９号,,34.168035,132.227621,２階事務室前,0827-21-2611,,1000020352080,岩国市,月火水木金,08:00,16:30,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200134,山口県,岩国市,岩国市立麻里布小学校,イワクニシリツマリフショウガッコウ,山口県岩国市山手町一丁目７番41号,,34.169263,132.216588,正面玄関内側,0827-21-7111,,1000020352080,岩国市,月火水木金,08:10,16:40,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200135,山口県,岩国市,岩国市立由西小学校,イワクニシリツユセイショウガッコウ,山口県岩国市由宇町3300番地１,,34.036311,132.176060,１階玄関,0827-63-0920,,1000020352080,岩国市,月火水木金,08:10,16:40,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200136,山口県,岩国市,岩国市立神東小学校,イワクニシリツシントウショウガッコウ,山口県岩国市由宇町神東10448番地１,,34.002861,132.212001,職員玄関内側,0827-63-2269,,1000020352080,岩国市,月火水木金,08:00,16:30,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200137,山口県,岩国市,岩国市立由宇小学校,イワクニシリツユウショウガッコウ,山口県岩国市由宇町中央二丁目10番１号,,34.044519,132.208980,１階正面玄関,0827-63-0410,,1000020352080,岩国市,月火水木金,08:10,16:40,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200139,山口県,岩国市,岩国市立玖珂小学校,イワクニシリツクガショウガッコウ,山口県岩国市玖珂町527番地２,,34.096198,132.081079,正面玄関,0827-82-2039,,1000020352080,岩国市,月火水木金,08:05,16:35,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200140,山口県,岩国市,岩国市立修成小学校,イワクニシリツシュウセイショウガッコウ,山口県岩国市周東町西長野1141番地,,34.090416,132.007293,正面玄関受付,0827-84-0614,,1000020352080,岩国市,月火水木金,08:10,16:40,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200141,山口県,岩国市,岩国市立周北小学校,イワクニシリツシュウホクショウガッコウ,山口県岩国市周東町獺越2161番地,,34.124594,132.004971,校舎玄関（受付横）,0827-86-0212,,1000020352080,岩国市,月火水木金,08:00,16:30,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200142,山口県,岩国市,岩国市立高森小学校,イワクニシリツタカモリショウガッコウ,山口県岩国市周東町下久原1176番地,,34.091183,132.052205,事務室横　正面玄関　下駄箱上,0827-84-0014,,1000020352080,岩国市,月火水木金,08:10,16:40,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200143,山口県,岩国市,岩国市立川上小学校,イワクニシリツカワカミショウガッコウ,山口県岩国市周東町下久原3032番地,,34.108714,132.047149,体育館玄関　下駄箱の中,0827-84-0507,,1000020352080,岩国市,月火水木金,08:10,16:40,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200144,山口県,岩国市,岩国市立そお小学校,イワクニシリツソオショウガッコウ,山口県岩国市周東町祖生5856番地,,34.074331,132.104955,体育館玄関左側靴箱の上,0827-85-0207,,1000020352080,岩国市,月火水木金,08:05,16:35,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200146,山口県,岩国市,岩国市立米川小学校,イワクニシリツヨネガワショウガッコウ,山口県岩国市周東町西長野574番地,,34.087675,132.030513,玄関内のガラス越しに設置,0827-84-0607,,1000020352080,岩国市,月火水木金,08:10,16:40,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200147,山口県,岩国市,岩国市立錦清流小学校,イワクニシリツニシキセイリュウショウガッコウ,山口県岩国市錦町広瀬247番地,,34.262542,131.955921,１階職員玄関,0827-72-2301,,1000020352080,岩国市,月火水木金,08:00,16:30,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200148,山口県,岩国市,岩国市立宇佐川小学校,イワクニシリツウサガワショウガッコウ,山口県岩国市錦町宇佐郷1019番地,,34.374271,132.021087,玄関内,0827-74-0020,,1000020352080,岩国市,月火水木金,08:05,16:35,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200149,山口県,岩国市,岩国市立本郷小学校,イワクニシリツホンゴウショウガッコウ,山口県岩国市本郷町本郷1510番地,,34.295882,132.037737,玄関内,0827-75-2014,,1000020352080,岩国市,月火水木金,08:05,16:35,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200150,山口県,岩国市,岩国市立美川小学校,イワクニシリツミカワショウガッコウ,山口県岩国市美川町南桑2365番地,,34.209139,132.025536,１階職員玄関（入ってすぐ右）,0827-77-0202,,1000020352080,岩国市,月火水木金,08:00,16:30,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200151,山口県,岩国市,岩国市立美和小学校,イワクニシリツミワショウガッコウ,山口県岩国市美和町生見739番地１,,34.226615,132.077781,玄関入って左側,0827-95-0111,,1000020352080,岩国市,月火水木金,08:10,16:40,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200152,山口県,岩国市,岩国市立美和東小学校,イワクニシリツミワヒガシショウガッコウ,山口県岩国市美和町佐坂241番地,,34.229805,132.112294,正面玄関　下駄箱横（入ってすぐ左）,0827-95-0100,,1000020352080,岩国市,月火水木金,08:10,16:40,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200153,山口県,岩国市,岩国市立岩国西中学校,イワクニシリツイワクニニシチュウガッコウ,山口県岩国市角77番地１,,34.1668575,132.1050326,生徒玄関,0827-47-2009,,1000020352080,岩国市,月火水木金,08:00,16:30,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200154,山口県,岩国市,岩国市立通津中学校,イワクニシリツツヅチュウガッコウ,山口県岩国市通津2701番地,,34.0721773,132.2037603,玄関入って左側,0827-38-1019,,1000020352080,岩国市,月火水木金,08:10,16:40,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200155,山口県,岩国市,岩国市立川下中学校,イワクニシリツカワシモチュウガッコウ,山口県岩国市中津町二丁目22番25号,,34.1523559,132.2172436,Ａ棟１階玄関,0827-21-5168,,1000020352080,岩国市,月火水木金,08:00,16:30,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200156,山口県,岩国市,岩国市立岩国中学校,イワクニシリツイワクニチュウガッコウ,山口県岩国市錦見二丁目５番80号,,34.16747087,132.1923545,第１校舎正面玄関内（入ってすぐ左）,0827-43-4400,,1000020352080,岩国市,月火水木金,08:05,16:35,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200157,山口県,岩国市,岩国市立平田中学校,イワクニシリツヒラタチュウガッコウ,山口県岩国市平田六丁目10番33号,,34.1387784,132.1855009,正面玄関,0827-32-1111,,1000020352080,岩国市,月火水木金,08:00,16:30,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200158,山口県,岩国市,岩国市立灘中学校,イワクニシリツナダチュウガッコウ,山口県岩国市藤生町二丁目25番１号,,34.1091823,132.1975717,正面玄関内,0827-32-0211,,1000020352080,岩国市,月火水木金,08:05,16:35,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200159,山口県,岩国市,岩国市立東中学校,イワクニシリツヒガシチュウガッコウ,山口県岩国市三笠町二丁目１番９号,,34.1680349,132.2276212,２階保健室前,0827-22-0108,,1000020352080,岩国市,月火水木金,08:00,16:30,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200160,山口県,岩国市,岩国市立麻里布中学校,イワクニシリツマリフチュウガッコウ,山口県岩国市室の木町二丁目７番11号,,34.1739053,132.2126178,１階受付前,0827-22-2234,,1000020352080,岩国市,月火水木金,08:05,16:35,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200161,山口県,岩国市,岩国市立由宇中学校,イワクニシリツユウチュウガッコウ,山口県岩国市由宇町北五丁目２番１号,,34.04660673,132.2004342,職員玄関入ってすぐ左側,0827-63-0950,,1000020352080,岩国市,月火水木金,08:00,16:30,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200162,山口県,岩国市,岩国市立玖珂中学校,イワクニシリツクガチュウガッコウ,山口県岩国市玖珂町6345番地,,34.0990491,132.0757448,来客用玄関,0827-82-2054,,1000020352080,岩国市,月火水木金,08:05,16:35,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200163,山口県,岩国市,岩国市立周東中学校,イワクニシリツシュウトウチュウガッコウ,山口県岩国市周東町下久原483番地,,34.08936753,132.0601132,玄関,0827-84-1271,,1000020352080,岩国市,月火水木金,08:05,16:35,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200164,山口県,岩国市,岩国市立錦中学校,イワクニシリツニシキチュウガッコウ,山口県岩国市錦町広瀬942番地,,34.2597401,131.9526229,１階玄関,0827-72-2310,,1000020352080,岩国市,月火水木金,08:05,16:35,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200165,山口県,岩国市,岩国市立本郷中学校,イワクニシリツホンゴウチュウガッコウ,山口県岩国市本郷町本郷1488番地,,34.29542875,132.0370684,１階玄関受付の左横,0827-75-2014,,1000020352080,岩国市,月火水木金,08:05,16:35,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200167,山口県,岩国市,岩国市立美和中学校,イワクニシリツミワチュウガッコウ,山口県岩国市美和町生見585番地,,34.2243415,132.0800165,生徒玄関,0827-96-0074,,1000020352080,岩国市,月火水木金,08:05,16:35,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200168,山口県,岩国市,総合センター奏,ソウゴウセンターカナデ,山口県岩国市玖珂町4933番地2,,34.090966,132.083644,１階管理事務室前,0827-82-2511,,1000020352080,岩国市,月火水木金土日,00:00,00:00,勤務時間以外は警備会社社員が宿直室に常駐しているので24時間利用可能。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200169,山口県,岩国市,総合センター奏,ソウゴウセンターカナデ,山口県岩国市玖珂町4933番地2,,34.090966,132.083644,１階教育委員会事務所,0827-82-5445,,1000020352080,岩国市,月火水木金土日,08:30,22:00,12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200170,山口県,岩国市,周東総合支所,シュウトウソウゴウシショ,山口県岩国市周東町下久原1208番地１,,34.093171,132.051797,総合センター日向　交流ラウンジ,0827-84-1112,,1000020352080,岩国市,月火水木金土日,00:00,00:00,執務時間以外は守衛が守衛室に常駐しているので24時間利用可能。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200171,山口県,岩国市,周東南総合センター,シュウトウミナミソウゴウセンター,山口県岩国市周東町上久原1075番地2,,34.078408,132.064613,１F入口付近,0827-84-0213,,1000020352080,岩国市,月火水木金,08:30,17:15,,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200173,山口県,岩国市,牛野谷供用会館,ウシノヤキョウヨウカイカン,山口県岩国市牛野谷町二丁目24番４号,,34.154200,132.200261,玄関,電話なし,,1000020352080,岩国市,月火水木金土日,09:00,22:00,12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200175,山口県,岩国市,愛宕スポーツコンプレックス,アタゴスポーツコンプレックス,山口県岩国市愛宕町2丁目地内,,34.144061,132.199098,陸上競技場、カルチャーセンター、野球場,0827-35-5089,,1000020352080,岩国市,月火水木金土日,08:00,22:00,12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200176,山口県,岩国市,岩国市リサイクルプラザ,イワクニシリサイクルプラザ,山口県岩国市平田二丁目12番30号,,34.143900,132.172164,２階エコフレンズいわくに事務室付近,0827-32-5303,,1000020352080,岩国市,月火水木金土,08:30,16:30,日曜・12/31～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200177,山口県,岩国市,サンライズクリーンセンター,サンライズクリーンセンター,山口県岩国市日の出町２番75号,,34.169161,132.247746,玄関ホール、研修室、中央制御室,0827-23-5389,,1000020352080,岩国市,月火水木金,08:30,17:00,土曜は 9:00～12:00。12/31～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200178,山口県,岩国市,岩国市日の出公園　,イワクニシヒノデコウエン,山口県岩国市日の出町２番74号,,34.169621,132.248697,温浴施設スパ・サンライズ受付,0827-23-1126,,1000020352080,岩国市,月火木金土日,10:00,21:00,水曜・12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352080,0000200179,山口県,岩国市,岩国市由宇保健センター,イワクニシユウホケンセンター,山口県岩国市由宇町中央一丁目10-11,,34.045760,132.210999,１階ロビー,0827-63-3111,,1000020352080,岩国市,月火水木金,08:30,17:15,12/29～1/3を除く。,,,令和７年１月時点の情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
