都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,医療機関の種類,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,医療機関コード,診療曜日,診療開始時間,診療終了時間,診療日時特記事項,時間外における対応,診療科目,病床数,URL,備考
350001,,山口県,,森田病院,モリタビョウイン,病院,山陽小野田市赤崎２－１０－１,,33.962437,131.173874,0836-88-0137,,,,,,,,,,,リハビリテーション科;外科;小児科;整形外科;内科;放射線科;麻酔科,36,,
350001,,山口県,,美祢市立美東病院,ミネシリツミトウビョウイン,病院,美祢市美東町大田３８００,,34.232838,131.357422,08396-2-0515,,,,,,,,,,,リハビリテーション科;外科;眼科;耳鼻いんこう科;整形外科;内科;皮膚科;婦人科,100,,
350001,,山口県,,田代台病院,タシロダイビョウイン,病院,美祢市美東町真名２９４１,,34.158138,131.350876,08396-5-0301,,,,,,,,,,,神経内科;精神科;内科,302,,
350001,,山口県,,美祢市立病院,ミネシリツビョウイン,病院,美祢市大嶺町東分１１３１３－１,,34.181473,131.208405,0837-52-1700,,,,,,,,,,,外科;眼科;耳鼻咽喉科;小児科;整形外科;精神科;内科;脳神経外科;泌尿器科;皮膚科;放射線科;麻酔科,138,,
350001,,山口県,,下関病院,シモノセキビョウイン,病院,下関市冨任町６－１８－１８,,34.017822,130.922577,083-258-0338,,,,,,,,,,,心療内科;神経内科;精神科;内科,300,,
350001,,山口県,,長門一ノ宮病院,ナガトイチノミヤビョウイン,病院,下関市形山みどり町１７－３５,,34.01289,130.953766,083-256-2011,,,,,,,,,,,児童精神科;小児科;心療内科;精神科,189,,
350001,,山口県,,稗田病院,ヒエダビョウイン,病院,下関市稗田中町８－１８,,33.995308,130.927109,083-251-2121,,,,,,,,,,,精神科;内科,188,,
350001,,山口県,,光風園病院,コウフウエンビョウイン,病院,下関市長府才川２－２１－２,,34.024475,130.999954,083-248-0254,,,,,,,,,,,リハビリテーション科;内科;皮膚科,285,,
350001,,山口県,,国立病院機構　関門医療センター,コクリツビョウインキコウカンモンイリョウセンター,病院,下関市長府外浦町１－１,,33.9897,130.992935,083-241-1199,,,,,,,,,,,リウマチ科;リハビリテーション科;外科;肝臓内科;眼科;救急科;形成外科;呼吸器外科;呼吸器内科;産婦人科;歯科口腔外科;耳鼻咽喉科;腫瘍内科;循環器内科;女性内科;小児科;消化器外科;消化器内科;心臓血管外科;整形外科;精神科;糖尿病・血液内科;内科;内視鏡外科;乳腺外科;脳神経外科;脳神経内科;泌尿器科;皮膚科;病理診断科;放射線治療科;放射線診断科;麻酔科;臨床検査科,400,,
350001,,山口県,,下関医療センター,シモノセキイリョウセンター,病院,下関市上新地町３－３－８,,33.959072,130.92009,083-231-5811,,,,,,,,,,,アイセンター（眼科）;リハビリテーション科;緩和ケア内科;肝臓病センター;喫煙外来;血液内科;血管外科;呼吸器内科;歯科口腔外科;耳鼻咽喉科;循環器内科;消化器外科;消化器内科（消化器・肝担膵）;整形外科;精神科;総合診療科;糖尿病内分泌内科;脳神経センター（脳外・脳内）;脳神経外科;脳神経内科;泌尿器科;皮膚科;病理診断科;婦人科;放射線科;麻酔科,315,,
350001,,山口県,,西尾病院,ニシオビョウイン,病院,下関市竹崎町１－１６－３,,33.951744,130.926758,083-223-8138,,,,,,,,,,,リハビリテーション科;血液内科;呼吸器内科;内科,75,,
350001,,山口県,,長府病院,チョウフビョウイン,病院,下関市長府中之町２－４,,33.999958,130.991257,083-245-1131,,,,,,,,,,,リハビリテーション科;外科;呼吸器内科;循環器内科;消化器内科（胃腸内科）;神経内科;整形外科;内科;放射線科,60,,
350001,,山口県,,あずま病院,アズマビョウイン,病院,下関市吉見新町１－６－１７,,34.069504,130.899628,083-286-2137,,,,,,,,,,,内科,80,,
350001,,山口県,,森山病院,モリヤマビョウイン,病院,下関市宮田町２－８－２０,,33.963692,130.946213,083-231-0781,,,,,,,,,,,リハビリテーション科;消化器内科（胃腸内科）;内科;脳神経外科,86,,
350001,,山口県,,桃崎病院,モモサキビョウイン,病院,下関市田中町１－１０,,33.961121,130.940903,083-232-2533,,,,,,,,,,,リハビリテーション科;胃腸内科;外科;循環器内科;整形外科;内科;肛門外科,122,,
350001,,山口県,,下関リハビリテーション病院,シモノセキリハビリテーションビョウイン,病院,下関市今浦町９－６,,33.953362,130.921341,083-232-5811,,,,,,,,,,,リハビリテーション科;循環器内科;内科;放射線科,165,,
350001,,山口県,,武久病院,タケヒサビョウイン,病院,下関市武久町２－５３－８,,33.981216,130.917114,083-252-2124,,,,,,,,,,,リハビリテーション科;歯科;循環器内科;内科;泌尿器科;皮膚科,267,,
350001,,山口県,,岡病院,オカビョウイン,病院,下関市小月本町２－１５－２０,,34.070522,131.036469,083-282-0070,,,,,,,,,,,リハビリテーション科;外科;整形外科;内科;脳神経外科,92,,
350001,,山口県,,昭和病院,ショウワビョウイン,病院,下関市汐入町３５－１,,33.971992,130.91655,083-231-3888,,,,,,,,,,,リハビリテーション科;外科;歯科;循環器科;消化器科;神経内科;整形外科;内科;泌尿器科;皮膚科;放射線科,338,,
350001,,山口県,,安岡病院,ヤスオカビョウイン,病院,下関市横野町３－１６－３５,,34.034851,130.909927,083-258-3711,,,,,,,,,,,リハビリテーション科;緩和ケア内科;呼吸器内科;整形外科;内科;脳神経内科,234,,
350001,,山口県,,王司病院,オウジビョウイン,病院,下関市王司本町１－１８－２７,,34.040752,131.014725,083-248-3631,,,,,,,,,,,リハビリテーション科;歯科;循環器内科;消化器内科;整形外科;精神科;内科;泌尿器科;皮膚科,247,,
350001,,山口県,,豊関会記念病院,ホウカンカイキネンビョウイン,病院,下関市長府江下町２－１０,,34.012035,130.99707,083-245-2222,,,,,,,,,,,リハビリテーション科;内科,53,,
350001,,山口県,,野村病院,ノムラビョウイン,病院,下関市横野岡の下１０３８－１,,34.03598,130.916412,083-258-2737,,,,,,,,,,,,147,,
350001,,山口県,,下関市立市民病院,シモノセキシリツシミンビョウイン,病院,下関市向洋町１－１３－１,,33.966194,130.930145,083-231-4111,,,,,,,,,,,アレルギー科;ペインクリニック内科;リウマチ膠原病内科;リハビリテーション科;外科;緩和ケア内科;眼科;救急科;血液内科;呼吸器外科;呼吸器内科;産婦人科;歯科;歯科口腔外科;耳鼻咽喉科;循環器内科;小児科;小児外科;消化器外科;消化器内科;心臓血管外科;神経内科;腎臓内科;整形外科;精神科;糖尿病内分泌代謝内科;内科;乳腺外科;脳神経外科;泌尿器科;皮膚科;病理診断科;放射線治療科;放射線診断科;麻酔科,382,,
350001,,山口県,,前田内科病院,マエダナイカビョウイン,病院,下関市川中豊町７－１－３９,,33.994308,130.939896,083-254-1110,,,,,,,,,,,循環器内科;腎臓内科（人工透析）;内科,43,,
350001,,山口県,,済生会下関総合病院,サイセイカイシモノセキソウゴウビョウイン,病院,下関市安岡町８－５－１,,34.031532,130.930984,083-262-2300,,,,,,,,,,,リエゾン科（精神科）;リハビリテーション科;外科;緩和ケア内科;眼科;形成外科;呼吸器科;呼吸器外科;産婦人科;歯科口腔外科;耳鼻咽喉科;循環器科;小児科;小児外科;消化器科;消化器外科;心臓血管外科;神経内科;腎臓内科;整形外科;内科;脳神経外科;泌尿器科;皮膚科;美容外科;病理診断科;放射線科;麻酔科;肛門科;膠原病内科,373,,
350001,,山口県,,下関市立豊田中央病院,シモノセキシリツトヨタチュウオウビョウイン,病院,下関市豊田町大字矢田３６５－１,,34.202244,131.070801,083-766-1012,,,,,,,,,,,リハビリテーション科;外科;眼科;小児科;整形外科;内科;脳神経外科;泌尿器科;皮膚科,71,,
350001,,山口県,,豊北病院,ホウホクビョウイン,病院,下関市豊北町大字粟野２３９７,,34.330067,130.986771,083-785-0222,,,,,,,,,,,,58,,
350001,,山口県,,済生会豊浦病院,サイセイカイトヨウラビョウイン,病院,下関市豊浦町大字小串１０００７－３,,34.176769,130.937637,083-774-0511,,,,,,,,,,,リハビリテーション科;外科;眼科;産婦人科;耳鼻いんこう科;小児科;心療内科;神経内科;整形外科;内科;脳神経外科;泌尿器科;皮膚科,275,,
350001,,山口県,,重本病院,シゲモトビョウイン,病院,下関市豊浦町大字黒井１００９７－５０,,34.119259,130.920685,083-772-0014,,,,,,,,,,,心療内科;精神科;内科,214,,
350001,,山口県,,斎木病院,サイキ　ビョウイン,病院,長門市東深川西新開１３４,,34.388309,131.196503,0837-26-1211,,,,,,,,,,,外科;血液内科;消化器内科（胃腸内科）;整形外科;糖尿病内科（代謝内科）;内科;脳神経外科;泌尿器科;婦人科,90,,
350001,,山口県,,長門総合病院,ナガトソウゴウビョウイン,病院,長門市東深川８５,,34.385899,131.197113,0837-22-2220,,,,,,,,,,,リウマチ科;リハビリテーション科;外科;眼科;産婦人科;耳鼻いんこう科;小児科;神経内科;整形外科;内科;脳神経外科;泌尿器科;皮膚科;放射線科,305,,
350001,,山口県,,岡田病院,オカダビョウイン,病院,長門市東深川８８８,,34.377045,131.186584,0837-23-0033,,,,,,,,,,,リウマチ科;リハビリテーション科;外科;循環器内科;消化器内科;神経内科;整形外科;内科;脳神経外科;泌尿器科;皮膚科;放射線科;麻酔科;肛門外科,121,,
350001,,山口県,,三隅病院,ミスミビョウイン,病院,長門市三隅中３２４２,,34.374702,131.259842,0837-43-0711,,,,,,,,,,,歯科;精神科;内科,180,,
350001,,山口県,,福永病院,フクナガビョウイン,病院,長門市日置中２４９０,,34.374348,131.098846,0837-37-3911,,,,,,,,,,,心療内科;精神科;内科,138,,
350001,,山口県,,玉木病院,タマキビョウイン,病院,萩市瓦町１,,34.412094,131.39595,0838-22-0030,,,,,,,,,,,リハビリテーション科;外科;耳鼻いんこう科;循環器内科;消化器内科（胃腸内科）;心療内科;整形外科;内科;脳神経外科;泌尿器科;皮膚科;放射線科;肛門外科,151,,
350001,,山口県,,萩慈生病院,ハギジセイビョウイン,病院,萩市大字山田４１４７－１,,34.397305,131.382416,0838-25-6622,,,,,,,,,,,リハビリテーション科;神経内科;内科,144,,
350001,,山口県,,都志見病院,ツシミビョウイン,病院,萩市江向４１３－１,,34.406353,131.401016,0838-22-2811,,,,,,,,,,,リウマチ外来;リハビリテーション科;外科;眼科;形成外科;呼吸器外科;産婦人科;耳鼻いんこう科;循環器内科;消化器外科（胃腸外科）;消化器内科（胃腸内科）;心臓血管外科;神経内科;整形外科;内科;脳神経外科;泌尿器科;皮膚科;物忘れ外来;放射線科;麻酔科,234,,
350001,,山口県,,萩市民病院,ハギシミンビョウイン,病院,萩市大字椿３４６０－３,,34.397156,131.393066,0838-25-1200,,,,,,,,,,,リハビリテーション科;外科;呼吸器内科;循環器内科;小児科;消化器内科（胃腸内科）;神経内科;整形外科;内科;放射線科,100,,
350001,,山口県,,全眞会病院,ゼンシンカイビョウイン,病院,萩市山田西沖田４８０７－３,,34.406094,131.382889,0838-22-4106,,,,,,,,,,,リハビリテーション科;呼吸器内科;循環器内科;消化器内科（胃腸内科）;内科;放射線科,54,,
350001,,山口県,,萩病院,ハギビョウイン,病院,萩市大字堀内２７８,,34.411121,131.389343,0838-25-1498,,,,,,,,,,,心療内科;神経内科;精神科;内科,188,,
350001,,山口県,,萩むらた病院,ハギムラタビョウイン,病院,萩市大字今古萩町３０－１,,34.416702,131.402084,0838-25-9170,,,,,,,,,,,リハビリテーション科;外科;循環器内科;消化器外科（胃腸外科）;整形外科;内科;泌尿器科;肛門外科,78,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
