警察署,本票番号,事故内容,死者数,負傷者数,路線,市町村名,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,天候,地形,路面状態,道路形状,信号機,一時停止規制標識（当事者A）,一時停止規制表示（当事者A）,一時停止規制標識（当事者B）,一時停止規制表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,緯度,経度,曜日,祝日
下松,16,負傷,0,1,市道,下松市,2023,2,8,20,7,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.02772778,131.8680111,水曜,その他
防府,27,負傷,0,1,県道,防府市,2023,2,9,10,48,2昼,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,65～74歳,45～54歳,中型貨物,軽二輪　126～250cc,自家用,自家用,損傷なし,負傷,34.12175361,131.6003972,木曜,その他
長府,16,負傷,0,1,県道,下関市,2023,2,9,14,49,2昼,晴,非市街地,舗装　乾燥,交差点付近,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.04525361,131.0149614,木曜,その他
周南,35,負傷,0,1,県道,周南市,2023,2,9,14,53,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　大　小,直路,交差点内,規制なし,車両相互,75歳以上,25～34歳,普通乗用,自転車,自家用,自転車,損傷なし,負傷,34.04316806,131.8164219,木曜,その他
防府,30,負傷,0,2,県道,防府市,2023,2,9,16,48,2昼,曇,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,65～74歳,準中型貨物,普通乗用,自家用,自家用,損傷なし,損傷なし,34.04683361,131.6328294,木曜,その他
山口,21,負傷,0,1,県道,山口市,2023,2,9,17,28,3昼暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,01～24歳,軽乗用,自転車,自家用,自転車,損傷なし,負傷,34.14968167,131.494155,木曜,その他
周南,38,負傷,0,1,市道,周南市,2023,2,9,18,10,4夜暮,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,対象外当事者,対象外当事者,交差点　中　小,直路,交差点内,ゾーン３０,人対車両,01～24歳,45～54歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.04836611,131.8299142,木曜,その他
山口,29,負傷,0,1,国道９号,山口市,2023,2,9,19,53,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　13.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,65～74歳,普通貨物,軽乗用,自家用,自家用,負傷,損傷なし,34.17928361,131.4665147,木曜,その他
岩国,47,負傷,0,2,県道,岩国市,2023,2,9,20,6,5夜,晴,市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,45～54歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.10518056,132.0998336,木曜,その他
下関,26,負傷,0,1,県道,下関市,2023,2,9,20,49,5夜,曇,市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,対象外当事者,交差点　大　中,直路,交差点内,規制なし,人対車両,35～44歳,35～44歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.98357361,130.9201119,木曜,その他
宇部,43,負傷,0,1,国道490号,宇部市,2023,2,9,21,0,5夜,雨,市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,45～54歳,01～24歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.9564325,131.258665,木曜,その他
防府,28,負傷,0,1,市道,防府市,2023,2,9,21,10,5夜,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,45～54歳,55～64歳,軽乗用,自転車,自家用,自転車,損傷なし,負傷,34.057675,131.5646961,木曜,その他
下関,27,負傷,0,2,一般の交通の用に供するその他の道路,下関市,2023,2,9,21,37,5夜,雨,市街地,舗装　湿潤,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,35～44歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.00556611,130.9323431,木曜,その他
柳井,28,負傷,0,1,国道437号,周防大島町,2023,2,10,6,13,6夜明,雨,非市街地,舗装　湿潤,カーブ,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,75歳以上,軽乗用,軽貨物,自家用,自家用,損傷なし,負傷,33.94890861,132.1989517,金曜,前日
防府,24,負傷,0,1,県道,防府市,2023,2,10,9,47,2昼,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,01～24歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.02336028,131.5524653,金曜,前日
岩国,34,負傷,0,1,国道２号,岩国市,2023,2,10,14,17,2昼,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,65～74歳,軽乗用,軽乗用,自家用,自家用,損傷なし,損傷なし,34.10088222,132.0906492,金曜,前日
山陽小野田,14,負傷,0,2,国道190号,山陽小野田市,2023,2,10,17,24,3昼暮,曇,非市街地,舗装　湿潤,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,55～64歳,軽乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.0176575,131.1570194,金曜,前日
萩,4,負傷,0,1,国道191号,萩市,2023,2,10,17,47,3昼暮,雨,非市街地,舗装　湿潤,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,45～54歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.41601722,131.4078253,金曜,前日
周南,44,負傷,0,1,市道,周南市,2023,2,10,18,6,4夜暮,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　標準　反射式,表示あり,交差点　中　小,直路,交差点内,規制なし,車両相互,25～34歳,45～54歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.04706944,131.8121083,金曜,前日
宇部,49,負傷,0,1,国道190号,宇部市,2023,2,11,17,45,3昼暮,晴,市街地,舗装　乾燥,交差点付近,点灯３灯式,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,65～74歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,33.96114028,131.3169706,土曜,当日
防府,31,負傷,0,1,県道,防府市,2023,2,12,10,30,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,25～34歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.04306639,131.6119928,日曜,その他
柳井,20,負傷,0,1,国道437号,周防大島町,2023,2,13,7,55,1昼明,雨,非市街地,舗装　湿潤,橋,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,45～54歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.95498528,132.1851911,月曜,その他
周南,37,負傷,0,1,国道２号,周南市,2023,2,13,13,39,2昼,雨,市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　小,直路,交差点内,規制なし,車両相互,65～74歳,45～54歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.0474875,131.8326003,月曜,その他
山口,27,負傷,0,1,市道,山口市,2023,2,13,15,48,2昼,曇,非市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示なし,標識　規制なし,表示あり,交差点　小　小,直路,交差点内,規制なし,車両相互,35～44歳,25～34歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.16104333,131.4945408,月曜,その他
下関,41,負傷,0,1,一般の交通の用に供するその他の道路,下関市,2023,2,13,17,23,3昼暮,曇,市街地,舗装　湿潤,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,車両相互,75歳以上,65～74歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.00601056,130.9333919,月曜,その他
山口,23,負傷,0,1,市道,山口市,2023,2,14,7,3,1昼明,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,25～34歳,準中型貨物,軽乗用,自家用,自家用,損傷なし,負傷,34.16210889,131.5175458,火曜,その他
長府,21,負傷,0,1,県道,下関市,2023,2,14,7,34,1昼明,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,65～74歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.09233389,130.9620894,火曜,その他
防府,38,負傷,0,1,県道,防府市,2023,2,14,7,40,1昼明,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,01～24歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.06742389,131.5469869,火曜,その他
山陽小野田,20,負傷,0,1,一般の交通の用に供するその他の道路,山陽小野田市,2023,2,14,8,27,2昼,晴,非市街地,舗装　乾燥,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.044575,131.0693772,火曜,その他
宇部,57,負傷,0,1,国道190号,宇部市,2023,2,14,9,33,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,対象外当事者,交差点　中　小,直路,交差点内,規制なし,人対車両,35～44歳,75歳以上,軽貨物,歩行者,自家用,対象外当事者,損傷なし,負傷,33.94331556,131.2803144,火曜,その他
柳井,36,負傷,0,1,国道188号,柳井市,2023,2,14,9,49,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示あり,交差点　中　中,直路,交差点内,規制なし,車両相互,55～64歳,01～24歳,普通乗用,原付一種,事業用,自家用,損傷なし,負傷,33.96006806,132.0995028,火曜,その他
山陽小野田,18,負傷,0,1,一般の交通の用に供するその他の道路,山陽小野田市,2023,2,14,15,45,2昼,晴,非市街地,舗装　乾燥,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,人対車両,75歳以上,75歳以上,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.95535083,131.1752675,火曜,その他
防府,25,負傷,0,1,市道,防府市,2023,2,14,17,12,3昼暮,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,規制なし,車両相互,45～54歳,45～54歳,普通乗用,自転車,自家用,自転車,損傷なし,負傷,34.02853111,131.5412781,火曜,その他
宇部,65,負傷,0,1,国道190号,宇部市,2023,2,14,19,14,5夜,曇,非市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　大,直路,交差点内,規制なし,車両相互,25～34歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.94242944,131.2906683,火曜,その他
周南,58,負傷,0,1,一般の交通の用に供するその他の道路,周南市,2023,2,14,23,55,5夜,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,人対車両,35～44歳,75歳以上,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.05503111,131.8235353,火曜,その他
周南,36,負傷,0,1,国道２号,周南市,2023,2,15,6,43,6夜明,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,25～34歳,普通乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.06441583,131.8024678,水曜,その他
山陽小野田,16,負傷,0,3,一般の交通の用に供するその他の道路,山陽小野田市,2023,2,15,8,13,2昼,雪,市街地,舗装　乾燥,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,45～54歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.01491639,131.1836703,水曜,その他
柳井,27,負傷,0,1,一般の交通の用に供するその他の道路,柳井市,2023,2,15,11,40,2昼,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,人対車両,75歳以上,75歳以上,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.96699361,132.1079092,水曜,その他
周南,34,負傷,0,1,国道２号,周南市,2023,2,15,12,5,2昼,曇,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,45～54歳,大型貨物,軽乗用,事業用,自家用,損傷なし,負傷,34.07750556,131.726415,水曜,その他
下関,43,負傷,0,1,市道,下関市,2023,2,15,17,8,3昼暮,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　標準　反射式,表示あり,交差点　中　小,直路,交差点内,規制なし,車両相互,65～74歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.99805861,130.9228542,水曜,その他
下関,44,負傷,0,1,町道,下関市,2023,2,15,19,13,5夜,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,対象外当事者,対象外当事者,交差点　中　中,直路,交差点内,規制なし,人対車両,55～64歳,65～74歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.98593917,130.924215,水曜,その他
柳井,23,負傷,0,1,市道,柳井市,2023,2,15,21,1,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,人対車両,55～64歳,55～64歳,普通貨物,歩行者,自家用,対象外当事者,損傷なし,負傷,33.96276,132.1037017,水曜,その他
下関,32,負傷,0,1,県道,下関市,2023,2,15,21,24,5夜,晴,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,25～34歳,軽乗用,軽貨物,自家用,自家用,損傷なし,負傷,33.93199056,130.9119719,水曜,その他
周南,54,負傷,0,1,国道２号,周南市,2023,2,16,6,1,6夜明,晴,非市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,55～64歳,25～34歳,大型貨物,準中型貨物,事業用,自家用,損傷なし,負傷,34.07716667,131.7306956,木曜,その他
宇部,46,負傷,0,1,市道,宇部市,2023,2,16,7,20,1昼明,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,75歳以上,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.98380722,131.2180647,木曜,その他
下関,34,負傷,0,1,その他,下関市,2023,2,16,10,40,2昼,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,75歳以上,軽貨物,原付二種　51～125cc,自家用,自家用,損傷なし,負傷,34.01292083,130.9619081,木曜,その他
岩国,36,負傷,0,1,県道,岩国市,2023,2,16,16,57,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,規制なし,車両相互,35～44歳,25～34歳,準中型貨物,小型二輪　251～400cc,自家用,自家用,損傷なし,負傷,34.08499333,132.0536014,木曜,その他
長府,31,負傷,0,1,国道９号,下関市,2023,2,16,18,34,4夜暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　13.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,01～24歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.99506667,130.9909008,木曜,その他
下関,37,負傷,0,1,県道,下関市,2023,2,16,19,40,5夜,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,対象外当事者,交差点　小　小,直路,交差点内,規制なし,車両単独,45～54歳,不明,大型乗用,相手なし,事業用,対象外当事者,損傷なし,対象外当事者,33.99778639,130.9251736,木曜,その他
柳井,39,負傷,0,1,県道,柳井市,2023,2,16,21,29,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,25～34歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,33.96854111,132.0964144,木曜,その他
高速隊,11,負傷,0,2,高速道路,周南市,2023,2,17,8,54,2昼,曇,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,65～74歳,準中型貨物,普通乗用,事業用,自家用,損傷なし,負傷,34.04675389,131.8497833,金曜,その他
下関,47,負傷,0,1,一般の交通の用に供するその他の道路,下関市,2023,2,17,10,55,2昼,曇,市街地,舗装　乾燥,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,人対車両,65～74歳,55～64歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.95882583,130.9185847,金曜,その他
山口,35,負傷,0,1,国道435号,山口市,2023,2,17,16,17,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示あり,標識　規制なし,表示あり,交差点　中　中,直路,交差点内,ゾーン３０,車両相互,45～54歳,01～24歳,軽貨物,自転車,事業用,自転車,損傷なし,負傷,34.16704972,131.4337328,金曜,その他
長府,19,負傷,0,1,市道,下関市,2023,2,17,18,15,4夜暮,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,01～24歳,軽乗用,原付二種　51～125cc,自家用,自家用,損傷なし,負傷,34.00793444,130.9967722,金曜,その他
長門,5,負傷,0,1,市道,長門市,2023,2,17,19,17,5夜,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,人対車両,45～54歳,01～24歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.37106833,131.1872761,金曜,その他
防府,32,負傷,0,1,県道,防府市,2023,2,17,19,24,5夜,曇,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.045365,131.5229183,金曜,その他
山陽小野田,24,負傷,0,1,国道190号,山陽小野田市,2023,2,18,7,8,1昼明,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.02507806,131.1291486,土曜,その他
宇部,63,負傷,0,2,市道,宇部市,2023,2,18,9,0,2昼,雨,市街地,舗装　湿潤,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,35～44歳,25～34歳,普通乗用,普通乗用,自家用,自家用,負傷,負傷,33.98379417,131.2631361,土曜,その他
光,14,負傷,0,1,一般の交通の用に供するその他の道路,光市,2023,2,18,12,9,2昼,雨,市街地,舗装　湿潤,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,人対車両,65～74歳,45～54歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.9692875,131.9347361,土曜,その他
宇部,50,負傷,0,2,国道190号,宇部市,2023,2,18,13,20,2昼,雨,市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　大,直路,交差点内,規制なし,車両相互,55～64歳,75歳以上,軽乗用,軽貨物,自家用,自家用,負傷,損傷なし,33.94286444,131.2678447,土曜,その他
高速隊,9,負傷,0,1,高速道路,美祢市,2023,2,18,13,20,2昼,雨,非市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両単独,25～34歳,不明,普通貨物,物件等,自家用,対象外当事者,負傷,対象外当事者,34.10805583,131.1427781,土曜,その他
宇部,52,負傷,0,4,県道,宇部市,2023,2,18,20,52,5夜,雨,市街地,舗装　湿潤,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,25～34歳,55～64歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.00338833,131.2168161,土曜,その他
高速隊,8,死亡,1,0,高速道路,美祢市,2023,2,18,21,8,5夜,雨,非市街地,舗装　湿潤,カーブ,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　13.0m以上,カーブ右,単独（交差点付近を含む）,規制なし,車両単独,01～24歳,不明,普通乗用,物件等,自家用,対象外当事者,損傷なし,対象外当事者,34.1167575,131.1981047,土曜,その他
山口,37,負傷,0,1,県道,山口市,2023,2,18,21,58,5夜,雨,市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,対象外当事者,交差点　中　中,直路,交差点内,規制なし,人対車両,45～54歳,35～44歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.16293944,131.4545372,土曜,その他
長府,29,負傷,0,3,県道,下関市,2023,2,19,18,48,4夜暮,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,35～44歳,65～74歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.04717778,130.9907422,日曜,その他
宇部,55,負傷,0,2,市道,宇部市,2023,2,19,22,20,5夜,晴,市街地,舗装　乾燥,交差点,点滅３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,45～54歳,55～64歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.98172361,131.2128147,日曜,その他
長府,30,負傷,0,1,市道,下関市,2023,2,20,6,26,6夜明,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示なし,対象外当事者,対象外当事者,交差点　中　小,直路,交差点内,規制なし,人対車両,25～34歳,65～74歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.01611889,130.9983078,月曜,その他
長門,6,負傷,0,1,県道,長門市,2023,2,20,8,55,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,65～74歳,45～54歳,普通乗用,自転車,自家用,自転車,損傷なし,負傷,34.37175861,131.1818286,月曜,その他
柳井,25,負傷,0,1,県道,柳井市,2023,2,20,11,36,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　13.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,55～64歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,33.96551972,132.0995806,月曜,その他
下松,17,負傷,0,1,市道,下松市,2023,2,20,12,27,2昼,晴,非市街地,舗装　乾燥,交差点,点滅１灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,75歳以上,55～64歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.02411917,131.8629011,月曜,その他
宇部,53,負傷,0,1,国道190号,宇部市,2023,2,20,15,49,2昼,晴,非市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　大,直路,交差点内,規制なし,車両相互,75歳以上,01～24歳,軽乗用,自転車,自家用,自転車,損傷なし,負傷,33.94218028,131.2906156,月曜,その他
山口,31,負傷,0,1,県道,山口市,2023,2,20,16,25,2昼,晴,市街地,舗装　乾燥,交差点付近,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,65～74歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.13715806,131.4391311,月曜,その他
岩国,35,負傷,0,1,市道,岩国市,2023,2,20,17,7,3昼暮,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,25～34歳,55～64歳,軽乗用,軽乗用,自家用,自家用,損傷なし,損傷なし,34.14490333,132.2030536,月曜,その他
