警察署,本票番号,事故内容,死者数,負傷者数,路線,市町村名,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,天候,地形,路面状態,道路形状,信号機,一時停止規制標識（当事者A）,一時停止規制表示（当事者A）,一時停止規制標識（当事者B）,一時停止規制表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,緯度,経度,曜日,祝日
下松,0012,負傷,000,001,県道,下松市,2021,01,27,17,27,3昼暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,45～54歳,準中型貨物,軽乗用,自家用,自家用,損傷なし,負傷,33.99627778,131.8759722,水曜,その他
山口南,0009,負傷,000,001,市道,山口市,2021,01,27,17,42,4夜暮,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,対象外当事者,その他,交差点　中　小,直路,交差点内,規制なし,人対車両,55～64歳,35～44歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.03534306,131.3637656,水曜,その他
柳井,0013,負傷,000,002,国道437号,周防大島町,2021,01,27,17,50,4夜暮,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,55～64歳,普通乗用,軽乗用,自家用,自家用,損傷なし,損傷なし,33.95577778,132.247,水曜,その他
周南,0032,負傷,000,002,国道２号,周南市,2021,01,27,18,59,5夜,晴,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,01～24歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.05527778,131.8207778,水曜,その他
防府,0040,負傷,000,001,県道,防府市,2021,01,27,20,59,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,35～44歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.05558333,131.5605556,水曜,その他
山陽小野田,0011,負傷,000,001,市道,山陽小野田市,2021,01,27,21,05,5夜,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,規制なし,車両相互,35～44歳,01～24歳,軽貨物,軽二輪　126～250cc,自家用,自家用,損傷なし,負傷,34.01791778,131.1843256,水曜,その他
下松,0013,負傷,000,001,県道,下松市,2021,01,28,08,00,1昼明,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,35～44歳,普通乗用,原付二種　51～125cc,自家用,自家用,損傷なし,負傷,34.00269444,131.8711944,木曜,その他
防府,0032,負傷,000,002,県道,防府市,2021,01,28,08,01,1昼明,晴,市街地,舗装　乾燥,交差点,点灯押ボ式,標識　規制なし,表示なし,標識　標準　自発光式,表示あり,交差点　中　中,直路,交差点内,規制なし,車両相互,25～34歳,65～74歳,普通乗用,軽乗用,自家用,自家用,負傷,負傷,34.05263889,131.5531667,木曜,その他
宇部,0048,負傷,000,001,市道,宇部市,2021,01,28,09,00,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,35～44歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.97086111,131.2318889,木曜,その他
下関,0045,負傷,000,001,県道,下関市,2021,01,28,10,15,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,35～44歳,軽乗用,原付一種,自家用,自家用,損傷なし,負傷,33.94430556,130.9173056,木曜,その他
岩国,0018,負傷,000,001,市道,岩国市,2021,01,28,11,39,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,25～34歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.14336111,132.2122778,木曜,その他
宇部,0063,負傷,000,001,市道,宇部市,2021,01,28,16,45,3昼暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,人対車両,65～74歳,01～24歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.95372222,131.3074167,木曜,その他
長府,0023,負傷,000,001,国道491号,下関市,2021,01,28,17,20,3昼暮,曇,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,35～44歳,軽貨物,小型二輪　251～400cc,自家用,自家用,損傷なし,負傷,34.03416667,131.0091667,木曜,その他
柳井,0009,負傷,000,001,町道,田布施町,2021,01,28,18,23,4夜暮,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,25～34歳,普通乗用,原付二種　51～125cc,自家用,自家用,損傷なし,負傷,33.95558333,132.0467222,木曜,その他
周南,0021,負傷,000,001,市道,周南市,2021,01,28,19,32,5夜,曇,市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　中　中,直路,交差点内,規制なし,人対車両,01～24歳,45～54歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.05758333,131.8082778,木曜,その他
下関,0040,負傷,000,001,県道,下関市,2021,01,28,19,47,5夜,晴,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,75歳以上,01～24歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.96858333,130.9205,木曜,その他
宇部,0038,負傷,000,001,市道,宇部市,2021,01,28,22,00,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,01～24歳,軽乗用,原付一種,自家用,自家用,損傷なし,負傷,33.97283333,131.2673611,木曜,その他
下関,0085,負傷,000,001,県道,下関市,2021,01,29,08,05,1昼明,晴,市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　19.5m以上,カーブ右,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,65～74歳,普通乗用,軽貨物,自家用,自家用,損傷なし,負傷,33.93555556,130.91,金曜,その他
山口,0023,負傷,000,001,県道,山口市,2021,01,29,12,20,2昼,晴,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,01～24歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.14975,131.4656944,金曜,その他
山口南,0011,負傷,000,001,その他(幅員測定可),山口市,2021,01,29,13,38,2昼,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,65～74歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.01027778,131.3595,金曜,その他
下関,0038,負傷,000,001,国道２号,下関市,2021,01,29,16,52,3昼暮,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,25～34歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.00294444,130.9706389,金曜,その他
山口,0019,負傷,000,001,市道,山口市,2021,01,29,17,30,3昼暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,01～24歳,軽貨物,自転車,自家用,対象外当事者,損傷なし,負傷,34.16361111,131.45625,金曜,その他
下関,0041,負傷,000,001,県道,下関市,2021,01,29,18,41,5夜,晴,市街地,舗装　乾燥,交差点,点滅３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,45～54歳,01～24歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.99585444,130.9526231,金曜,その他
周南,0027,負傷,000,001,国道315号,周南市,2021,01,29,19,10,5夜,雪,非市街地,舗装　凍結,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,35～44歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.21940806,131.8164475,金曜,その他
宇部,0029,負傷,000,001,市道,宇部市,2021,01,29,20,00,5夜,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　大,直路,交差点内,規制なし,車両相互,75歳以上,01～24歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.94108333,131.2555833,金曜,その他
周南,0026,負傷,000,001,市道,周南市,2021,01,30,00,06,5夜,曇,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　大　大,直路,交差点内,規制なし,人対車両,55～64歳,65～74歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.05242306,131.8111133,土曜,その他
宇部,0047,負傷,000,001,市道,宇部市,2021,01,30,07,43,1昼明,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,01～24歳,45～54歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.98527778,131.2273889,土曜,その他
岩国,0024,負傷,000,001,国道２号,岩国市,2021,01,30,07,49,1昼明,晴,市街地,舗装　乾燥,交差点付近,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,35～44歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.16519444,132.1932222,土曜,その他
下関,0044,負傷,000,001,国道191号,下関市,2021,01,30,08,31,2昼,曇,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,55～64歳,01～24歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.02048167,130.917415,土曜,その他
周南,0033,負傷,000,001,県道,周南市,2021,01,30,11,10,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,25～34歳,55～64歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.07269444,131.74125,土曜,その他
下関,0042,負傷,000,001,市道,下関市,2021,01,30,13,05,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,規制なし,車両相互,45～54歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.92955556,130.9172222,土曜,その他
宇部,0099,負傷,000,001,市道,宇部市,2021,01,30,14,18,2昼,曇,市街地,舗装　湿潤,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,01～24歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.96818,131.2321308,土曜,その他
宇部,0036,負傷,000,002,県道,宇部市,2021,01,30,17,26,3昼暮,曇,非市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,規制なし,車両相互,75歳以上,65～74歳,普通乗用,軽乗用,自家用,自家用,負傷,負傷,33.98174667,131.2385936,土曜,その他
柳井,0020,負傷,000,001,国道188号,田布施町,2021,01,31,01,25,5夜,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,規制なし,車両相互,45～54歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.93075,132.05325,日曜,その他
周南,0030,負傷,000,001,国道２号,周南市,2021,01,31,07,45,1昼明,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,35～44歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.07662944,131.7366356,日曜,その他
柳井,0012,負傷,000,003,県道,田布施町,2021,01,31,09,28,2昼,晴,非市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,カーブ右,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,25～34歳,軽乗用,軽貨物,自家用,自家用,負傷,負傷,33.98455556,132.057,日曜,その他
長府,0016,負傷,000,001,私道,下関市,2021,01,31,11,50,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,人対車両,55～64歳,35～44歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.02883333,131.0129722,日曜,その他
長府,0017,負傷,000,002,国道491号,下関市,2021,01,31,12,55,2昼,晴,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,25～34歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.06341667,131.0271389,日曜,その他
小串,0007,負傷,000,006,国道191号,下関市,2021,01,31,14,45,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,65～74歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.17947222,130.9333056,日曜,その他
岩国,0028,負傷,000,001,市道,岩国市,2021,02,01,06,41,6夜明,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,75歳以上,25～34歳,普通乗用,原付二種　51～125cc,自家用,自家用,損傷なし,負傷,34.17086111,132.2065,月曜,その他
宇部,0039,負傷,000,001,国道190号,宇部市,2021,02,01,07,33,1昼明,曇,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.97570083,131.1906333,月曜,その他
柳井,0011,負傷,000,002,県道,周防大島町,2021,02,01,07,37,1昼明,晴,非市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,カーブ右,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,45～54歳,軽乗用,軽貨物,自家用,自家用,負傷,負傷,33.94454556,132.4371839,月曜,その他
宇部,0030,負傷,000,001,国道190号,宇部市,2021,02,01,14,12,2昼,曇,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,65～74歳,55～64歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,33.94594444,131.2527222,月曜,その他
宇部,0043,負傷,000,001,市道,宇部市,2021,02,01,14,58,2昼,雨,市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,45～54歳,35～44歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.9815,131.2048611,月曜,その他
周南,0038,負傷,000,001,県道,周南市,2021,02,01,17,40,3昼暮,雨,市街地,舗装　湿潤,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,規制なし,車両相互,65～74歳,45～54歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.06261111,131.7995,月曜,その他
光,0009,負傷,000,001,国道188号,光市,2021,02,01,18,00,4夜暮,雨,市街地,舗装　湿潤,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,25～34歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,33.97186111,131.9237222,月曜,その他
防府,0037,負傷,000,001,国道２号,防府市,2021,02,02,07,40,1昼明,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,35～44歳,普通乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.04774083,131.5087117,火曜,その他
防府,0044,負傷,000,001,市道,防府市,2021,02,02,11,49,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　中　中,直路,交差点内,規制なし,人対車両,25～34歳,75歳以上,軽貨物,歩行者,自家用,対象外当事者,損傷なし,負傷,34.05596083,131.5793272,火曜,その他
下関,0050,負傷,000,001,県道,下関市,2021,02,02,11,53,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　小　小,直路,交差点内,規制なし,人対車両,75歳以上,55～64歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.99956917,130.9517831,火曜,その他
下関,0047,負傷,000,001,県道,下関市,2021,02,02,14,35,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,35～44歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.99844444,130.9253333,火曜,その他
宇部,0034,負傷,000,001,市道,宇部市,2021,02,02,15,22,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,01～24歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.96231139,131.2441436,火曜,その他
下関,0052,負傷,000,001,国道２号,下関市,2021,02,02,18,23,4夜暮,晴,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,35～44歳,普通貨物,軽乗用,自家用,自家用,損傷なし,負傷,33.99838889,130.9603889,火曜,その他
柳井,0015,死亡,002,000,その他(広場等),周防大島町,2021,02,03,14,54,2昼,晴,非市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,車両単独,65～74歳,不明,普通乗用,物件等,自家用,対象外当事者,死亡,対象外当事者,33.95088861,132.4383072,水曜,その他
下松,0015,負傷,000,001,市道,下松市,2021,02,03,17,20,3昼暮,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,45～54歳,65～74歳,普通乗用,原付一種,自家用,自家用,損傷なし,負傷,34.02155806,131.8833367,水曜,その他
山陽小野田,0018,負傷,000,002,県道,山陽小野田市,2021,02,03,18,01,4夜暮,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,25～34歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.02725,131.1786944,水曜,その他
宇部,0052,負傷,000,001,市道,宇部市,2021,02,03,18,17,4夜暮,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,01～24歳,01～24歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.00294444,131.2108611,水曜,その他
岩国,0029,負傷,000,001,国道２号,和木町,2021,02,04,06,27,6夜明,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,25～34歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.20381111,132.2300714,木曜,その他
長府,0024,負傷,000,001,国道491号,下関市,2021,02,04,07,42,1昼明,曇,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　標準　反射式,表示あり,交差点　中　小,直路,交差点内,規制なし,車両相互,35～44歳,65～74歳,準中型貨物,軽乗用,事業用,自家用,損傷なし,損傷なし,34.05997222,131.0262778,木曜,その他
光,0010,負傷,000,001,国道188号,光市,2021,02,04,08,05,1昼明,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,01～24歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,33.9375,131.9694456,木曜,その他
柳井,0017,負傷,000,001,県道,田布施町,2021,02,04,09,43,2昼,晴,非市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　中　中,直路,交差点内,規制なし,人対車両,55～64歳,75歳以上,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.96797222,132.0200278,木曜,その他
長府,0018,負傷,000,001,国道491号,下関市,2021,02,04,10,45,2昼,曇,非市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,45～54歳,01～24歳,普通乗用,普通貨物,自家用,自家用,負傷,損傷なし,34.11402778,131.0331111,木曜,その他
宇部,0040,負傷,000,001,市道,宇部市,2021,02,04,11,21,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,25～34歳,普通乗用,軽貨物,自家用,自家用,損傷なし,負傷,33.95461111,131.2474722,木曜,その他
下関,0055,負傷,000,001,県道,下関市,2021,02,04,11,50,2昼,晴,非市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,35～44歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.98013889,130.9505556,木曜,その他
宇部,0035,負傷,000,001,市道,宇部市,2021,02,04,12,20,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　標準　反射式,表示あり,交差点　中　小,直路,交差点内,規制なし,車両相互,25～34歳,75歳以上,普通乗用,駆動補助装置付自転車,自家用,対象外当事者,損傷なし,負傷,33.94477778,131.2491667,木曜,その他
下関,0056,負傷,000,001,その他(幅員測定可),下関市,2021,02,04,12,30,2昼,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,人対車両,65～74歳,65～74歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.0060425,130.9351972,木曜,その他
下関,0057,負傷,000,001,その他(幅員測定可),下関市,2021,02,04,14,42,2昼,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,人対車両,55～64歳,45～54歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.01327778,130.9219167,木曜,その他
岩国,0023,死亡,001,000,市道,岩国市,2021,02,04,17,08,3昼暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,ゾーン３０,車両相互,45～54歳,75歳以上,普通乗用,駆動補助装置付自転車,自家用,対象外当事者,損傷なし,死亡,34.17184389,132.211165,木曜,その他
宇部,0042,負傷,000,001,国道490号,宇部市,2021,02,04,17,16,3昼暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,65～74歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.95736111,131.2596389,木曜,その他
柳井,0019,負傷,000,001,市道,柳井市,2021,02,04,17,33,3昼暮,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,25～34歳,01～24歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.96861111,132.1000556,木曜,その他
山口,0024,負傷,000,002,国道262号,山口市,2021,02,04,18,24,4夜暮,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,01～24歳,01～24歳,軽乗用,軽二輪　126～250cc,自家用,自家用,損傷なし,負傷,34.15244444,131.5184722,木曜,その他
山口,0020,負傷,000,001,市道,山口市,2021,02,04,19,40,5夜,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　中　中,直路,交差点内,規制なし,人対車両,65～74歳,01～24歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.14483333,131.4695278,木曜,その他
萩,0007,負傷,000,001,県道,萩市,2021,02,05,17,36,3昼暮,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,35～44歳,軽乗用,軽貨物,自家用,自家用,損傷なし,負傷,34.40780722,131.4120389,金曜,その他
長府,0020,負傷,000,001,国道２号,下関市,2021,02,05,19,31,5夜,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.02658333,131.0079167,金曜,その他
光,0011,負傷,000,001,県道,周南市,2021,02,05,22,27,5夜,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.06066667,132.0106111,金曜,その他
山口,0025,負傷,000,001,県道,山口市,2021,02,06,12,00,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,人対車両,65～74歳,75歳以上,普通乗用,歩行者,事業用,対象外当事者,損傷なし,負傷,34.15657944,131.465085,土曜,その他
