警察署,本票番号,事故内容,死者数,負傷者数,路線,市町村名,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,天候,地形,路面状態,道路形状,信号機,一時停止規制標識（当事者A）,一時停止規制表示（当事者A）,一時停止規制標識（当事者B）,一時停止規制表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,緯度,経度,曜日,祝日
下松,0026,負傷,000,001,国道２号,下松市,2020,03,05,16,03,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,55～64歳,普通乗用,駆動補助装置付自転車,自家用,対象外当事者,損傷なし,負傷,34.03202667,131.9006956,木曜,その他
長府,0037,負傷,000,001,市道,下関市,2020,03,06,08,00,2昼,晴,市街地,舗装　乾燥,交差点,点滅１灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,55～64歳,01～24歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.0161375,130.9983197,金曜,その他
宇部,0071,負傷,000,001,市道,宇部市,2020,03,06,08,01,2昼,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,規制なし,車両相互,25～34歳,35～44歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.96515639,131.243055,金曜,その他
光,0029,負傷,000,001,市道,光市,2020,03,06,10,35,2昼,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,75歳以上,75歳以上,軽貨物,駆動補助装置付自転車,自家用,対象外当事者,損傷なし,負傷,33.99129583,131.94088,金曜,その他
宇部,0055,負傷,000,001,市道,宇部市,2020,03,06,11,00,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,35～44歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.97092806,131.2319169,金曜,その他
宇部,0065,負傷,000,001,県道,宇部市,2020,03,06,11,37,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,45～54歳,普通乗用,軽貨物,自家用,自家用,負傷,損傷なし,33.9856575,131.2349422,金曜,その他
山口南,0020,負傷,000,001,県道,山口市,2020,03,06,12,20,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,25～34歳,65～74歳,大型貨物,駆動補助装置付自転車,事業用,対象外当事者,損傷なし,負傷,34.02799139,131.4184447,金曜,その他
下関,0062,負傷,000,001,市道,下関市,2020,03,06,13,43,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,人対車両,65～74歳,75歳以上,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.96244861,130.9407006,金曜,その他
防府,0071,負傷,000,001,県道,防府市,2020,03,06,14,25,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,55～64歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.04829167,131.5628283,金曜,その他
宇部,0062,負傷,000,001,市道,宇部市,2020,03,06,14,28,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,45～54歳,65～74歳,軽貨物,原付一種,自家用,自家用,損傷なし,負傷,33.9574175,131.265225,金曜,その他
光,0035,負傷,000,001,市道,光市,2020,03,06,15,42,2昼,晴,市街地,舗装　湿潤,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,35～44歳,75歳以上,軽乗用,原付二種　51～125cc,自家用,自家用,損傷なし,負傷,33.97810333,131.9099003,金曜,その他
岩国,0064,負傷,000,001,市道,岩国市,2020,03,06,16,28,2昼,晴,市街地,舗装　乾燥,交差点,点灯押ボ式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,65～74歳,45～54歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.15492056,132.2232903,金曜,その他
宇部,0075,負傷,000,001,国道190号,宇部市,2020,03,06,17,41,3昼暮,曇,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,45～54歳,軽乗用,原付二種　51～125cc,自家用,自家用,損傷なし,負傷,33.97716639,131.3377308,金曜,その他
宇部,0094,負傷,000,002,市道,宇部市,2020,03,07,02,31,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両単独,01～24歳,不明,普通乗用,物件等,自家用,対象外当事者,損傷なし,対象外当事者,33.97354056,131.2567103,土曜,その他
下関,0064,負傷,000,001,県道,下関市,2020,03,07,07,13,1昼明,晴,市街地,舗装　乾燥,交差点付近,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.97714556,130.9208428,土曜,その他
山陽小野田,0039,負傷,000,001,県道,山陽小野田市,2020,03,07,08,35,2昼,曇,市街地,舗装　乾燥,交差点,点灯３灯式,標識　標準　反射式,表示なし,標識　標準　反射式,表示なし,交差点　大　大,直路,交差点内,規制なし,車両相互,45～54歳,35～44歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.01491917,131.1843497,土曜,その他
長府,0054,負傷,000,001,市道,下関市,2020,03,07,11,36,2昼,雨,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,55～64歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.99687917,130.9875306,土曜,その他
周南,0068,負傷,000,001,県道,周南市,2020,03,07,12,15,2昼,雨,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,45～54歳,普通乗用,軽貨物,自家用,事業用,負傷,損傷なし,34.04327028,131.8159806,土曜,その他
下関,0068,負傷,000,001,県道,下関市,2020,03,07,22,55,5夜,雨,市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　大　中,直路,交差点内,規制なし,人対車両,35～44歳,25～34歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.00850583,130.9528825,土曜,その他
宇部,0069,負傷,000,002,市道,宇部市,2020,03,08,08,14,2昼,晴,市街地,舗装　湿潤,交差点,点滅１灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,35～44歳,01～24歳,普通乗用,軽乗用,自家用,自家用,負傷,負傷,34.00373917,131.2251358,日曜,その他
小串,0011,負傷,000,001,その他(幅員測定可),下関市,2020,03,08,09,15,2昼,曇,非市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,人対車両,65～74歳,65～74歳,自転車,歩行者,対象外当事者,対象外当事者,損傷なし,負傷,34.13783389,130.9445361,日曜,その他
山口,0053,負傷,000,001,県道,山口市,2020,03,08,09,30,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,35～44歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.15710306,131.4954014,日曜,その他
美祢,0005,死亡,001,000,県道,美祢市,2020,03,08,12,38,2昼,曇,非市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両単独,01～24歳,不明,軽二輪　126～250cc,物件等,自家用,対象外当事者,死亡,対象外当事者,34.25412611,131.3160619,日曜,その他
宇部,0073,負傷,000,001,市道,宇部市,2020,03,08,13,37,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,規制なし,車両相互,75歳以上,55～64歳,普通乗用,軽乗用,自家用,自家用,損傷なし,損傷なし,34.00074056,131.3495147,日曜,その他
岩国,0071,負傷,000,003,県道,岩国市,2020,03,08,17,37,3昼暮,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,01～24歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.13303667,132.1496217,日曜,その他
防府,0069,負傷,000,001,県道,防府市,2020,03,09,09,51,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,55～64歳,普通乗用,普通貨物,自家用,自家用,損傷なし,負傷,34.03834472,131.5683089,月曜,その他
周南,0075,負傷,000,001,県道,周南市,2020,03,09,10,17,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,25～34歳,軽乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.06853611,131.7906561,月曜,その他
長府,0048,負傷,000,003,市道,下関市,2020,03,09,10,24,2昼,曇,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,75歳以上,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.04498583,131.0156336,月曜,その他
長府,0035,負傷,000,001,国道491号,下関市,2020,03,09,10,54,2昼,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,65～74歳,75歳以上,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.04112528,131.0130519,月曜,その他
宇部,0072,負傷,000,001,市道,宇部市,2020,03,09,16,59,2昼,曇,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,規制なし,車両相互,65～74歳,35～44歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.94440806,131.2662078,月曜,その他
柳井,0035,負傷,000,001,市道,柳井市,2020,03,09,18,04,3昼暮,曇,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,01～24歳,普通乗用,軽二輪　126～250cc,自家用,自家用,損傷なし,負傷,33.96346056,132.1047314,月曜,その他
柳井,0036,負傷,000,001,市道,柳井市,2020,03,09,18,05,3昼暮,曇,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,規制なし,車両単独,35～44歳,不明,普通乗用,物件等,自家用,対象外当事者,損傷なし,対象外当事者,33.96343028,132.1047258,月曜,その他
小串,0010,負傷,000,001,国道191号,下関市,2020,03,09,18,27,4夜暮,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,75歳以上,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.1714625,130.9291264,月曜,その他
山陽小野田,0038,負傷,000,001,国道190号,山陽小野田市,2020,03,09,18,38,4夜暮,雨,市街地,舗装　湿潤,交差点付近,点灯押ボ式,対象外当事者,その他,対象外当事者,その他,単路　19.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,45～54歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.003115,131.1804414,月曜,その他
下関,0102,負傷,000,001,県道,下関市,2020,03,09,22,19,5夜,雨,市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,01～24歳,35～44歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.960575,130.9416125,月曜,その他
下松,0032,負傷,000,001,市道,下松市,2020,03,09,23,05,5夜,雨,市街地,舗装　湿潤,交差点付近,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,25～34歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.00831194,131.8663989,月曜,その他
下関,0076,負傷,000,001,国道９号,下関市,2020,03,10,01,04,5夜,雨,市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　大,直路,交差点内,規制なし,車両相互,45～54歳,25～34歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.95087306,130.9259467,火曜,その他
山陽小野田,0040,負傷,000,001,市道,山陽小野田市,2020,03,10,05,52,6夜明,雨,非市街地,舗装　湿潤,交差点,施設なし,標識　標準　反射式,表示あり,標識　標準　反射式,表示あり,交差点　中　中,カーブ左,交差点内,規制なし,車両相互,25～34歳,01～24歳,軽乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.03584667,131.0976789,火曜,その他
下関,0086,負傷,000,001,市道,下関市,2020,03,10,10,39,2昼,雨,市街地,舗装　湿潤,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,65～74歳,普通貨物,軽貨物,自家用,自家用,損傷なし,負傷,34.00564028,130.9193558,火曜,その他
岩国,0059,負傷,000,001,市道,岩国市,2020,03,10,17,30,3昼暮,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　標準　反射式,表示あり,交差点　小　小,直路,交差点内,規制なし,車両相互,65～74歳,35～44歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.15518889,132.2223672,火曜,その他
下関,0094,負傷,000,002,国道191号,下関市,2020,03,10,21,12,5夜,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.95350417,130.9205356,火曜,その他
宇部,0076,負傷,000,001,市道,宇部市,2020,03,11,08,11,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,55～64歳,25～34歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.95694722,131.2491092,水曜,その他
岩国,0065,負傷,000,001,国道188号,岩国市,2020,03,11,09,04,2昼,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,65～74歳,軽乗用,軽乗用,自家用,自家用,損傷なし,損傷なし,34.12948972,132.1997183,水曜,その他
山口,0049,負傷,000,001,県道,山口市,2020,03,11,09,04,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,65～74歳,01～24歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.16144056,131.4563267,水曜,その他
宇部,0158,負傷,000,001,その他(幅員測定可),宇部市,2020,03,11,10,08,2昼,曇,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,55～64歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.98325306,131.2099328,水曜,その他
光,0034,負傷,000,001,県道,光市,2020,03,11,10,55,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,65～74歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.99105667,132.0188619,水曜,その他
山口,0055,負傷,000,003,県道,山口市,2020,03,11,10,59,2昼,晴,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,25～34歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.14974194,131.4655931,水曜,その他
防府,0072,負傷,000,001,県道,防府市,2020,03,11,16,04,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,35～44歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.0562375,131.5643456,水曜,その他
防府,0066,負傷,000,001,県道,防府市,2020,03,11,17,47,3昼暮,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,25～34歳,55～64歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.05207889,131.5634578,水曜,その他
宇部,0078,負傷,000,001,国道190号,宇部市,2020,03,11,18,28,4夜暮,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,35～44歳,35～44歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.96105806,131.3167694,水曜,その他
山口南,0021,負傷,000,001,県道,山口市,2020,03,12,08,17,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,01～24歳,準中型貨物,軽乗用,自家用,自家用,損傷なし,負傷,34.02691889,131.3351436,木曜,その他
岩国,0063,負傷,000,001,県道,岩国市,2020,03,12,09,55,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　中　小,直路,交差点内,規制なし,人対車両,75歳以上,75歳以上,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.16243611,132.2011456,木曜,その他
光,0031,負傷,000,001,県道,光市,2020,03,12,09,58,2昼,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,対象外当事者,その他,交差点　大　小,直路,交差点内,規制なし,人対車両,75歳以上,55～64歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.98230889,131.9485375,木曜,その他
山陽小野田,0041,負傷,000,004,国道190号,山陽小野田市,2020,03,12,13,25,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,55～64歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.99612528,131.1826358,木曜,その他
岩国,0079,負傷,000,002,国道２号,岩国市,2020,03,12,13,35,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,35～44歳,軽乗用,軽貨物,自家用,事業用,負傷,損傷なし,34.17750417,132.1664356,木曜,その他
柳井,0025,負傷,000,002,その他(幅員測定可),平生町,2020,03,12,20,20,5夜,晴,非市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,25～34歳,普通乗用,普通乗用,自家用,自家用,負傷,負傷,33.91015694,132.0591017,木曜,その他
光,0030,負傷,000,001,国道188号,光市,2020,03,12,20,22,5夜,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,75歳以上,55～64歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.97240278,131.9124147,木曜,その他
柳井,0019,負傷,000,001,県道,田布施町,2020,03,13,00,27,5夜,晴,市街地,舗装　乾燥,交差点,点滅３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,35～44歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.95601639,132.0469231,金曜,その他
周南,0070,負傷,000,001,国道２号,周南市,2020,03,13,01,00,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,01～24歳,大型貨物,自転車,事業用,対象外当事者,損傷なし,負傷,34.07789278,131.7244069,金曜,その他
山口,0051,負傷,000,001,国道９号,山口市,2020,03,13,06,26,6夜明,曇,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,25～34歳,75歳以上,普通乗用,軽貨物,自家用,自家用,損傷なし,負傷,34.16700417,131.4481908,金曜,その他
柳井,0020,負傷,000,001,市道,柳井市,2020,03,13,09,50,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　その他,表示なし,標識　その他,表示なし,交差点　小　小,直路,交差点内,規制なし,車両相互,65～74歳,65～74歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.97011778,132.0978503,金曜,その他
防府,0070,負傷,000,001,県道,防府市,2020,03,13,12,02,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,65～74歳,65～74歳,軽乗用,軽貨物,自家用,自家用,損傷なし,負傷,34.06321556,131.5579956,金曜,その他
長府,0038,負傷,000,001,市道,下関市,2020,03,13,14,37,2昼,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,65～74歳,25～34歳,普通貨物,軽乗用,自家用,自家用,損傷なし,負傷,34.01745333,131.0134281,金曜,その他
宇部,0070,負傷,000,001,市道,宇部市,2020,03,13,16,09,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,カーブ右,交差点内,規制なし,車両相互,55～64歳,75歳以上,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.95654583,131.3014883,金曜,その他
宇部,0074,負傷,000,001,市道,宇部市,2020,03,13,16,24,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,01～24歳,軽乗用,軽二輪　126～250cc,自家用,自家用,損傷なし,負傷,33.94973972,131.2613939,金曜,その他
山口,0054,負傷,000,001,市道,山口市,2020,03,13,16,56,2昼,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,対象外当事者,その他,交差点　小　小,直路,交差点内,規制なし,人対車両,65～74歳,01～24歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.15942417,131.4996739,金曜,その他
下関,0074,負傷,000,001,市道,下関市,2020,03,13,17,57,3昼暮,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,01～24歳,65～74歳,普通乗用,原付一種,自家用,自家用,損傷なし,負傷,33.97900639,130.9441089,金曜,その他
長府,0046,負傷,000,002,国道９号,下関市,2020,03,14,04,20,5夜,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,35～44歳,普通乗用,普通貨物,自家用,自家用,負傷,損傷なし,33.99203833,130.9909644,土曜,その他
下松,0039,負傷,000,001,県道,下松市,2020,03,14,06,47,1昼明,晴,非市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,45～54歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.02414833,131.9297542,土曜,その他
山口南,0023,負傷,000,001,市道,山口市,2020,03,14,07,32,2昼,雨,市街地,舗装　湿潤,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　大　小,直路,交差点内,規制なし,車両相互,25～34歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.08158056,131.3969928,土曜,その他
防府,0073,負傷,000,001,県道,防府市,2020,03,14,12,40,2昼,晴,非市街地,舗装　乾燥,交差点,点灯押ボ式,標識　標準　反射式,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,65～74歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.0251725,131.5563978,土曜,その他
柳井,0021,負傷,000,003,国道437号,周防大島町,2020,03,14,14,54,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,65～74歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.92745972,132.3009953,土曜,その他
防府,0074,負傷,000,001,国道２号,防府市,2020,03,14,16,52,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,45～54歳,25～34歳,軽乗用,軽貨物,自家用,自家用,損傷なし,負傷,34.04774667,131.5089433,土曜,その他
宇部,0130,負傷,000,001,市道,宇部市,2020,03,14,19,32,5夜,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,25～34歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.95684528,131.2491081,土曜,その他
防府,0078,負傷,000,001,市道,防府市,2020,03,15,10,28,2昼,曇,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,65～74歳,軽乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.05476139,131.560145,日曜,その他
