警察署,本票番号,事故内容,死者数,負傷者数,路線,市町村名,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,天候,地形,路面状態,道路形状,信号機,一時停止規制標識（当事者A）,一時停止規制表示（当事者A）,一時停止規制標識（当事者B）,一時停止規制表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,緯度,経度,曜日,祝日
下松,0028,負傷,000,002,県道,下松市,2022,04,11,09,32,2昼,曇,市街地,舗装　乾燥,交差点付近,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,25～34歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.01422222,131.8703489,月曜,その他
周南,0051,負傷,000,001,市道,周南市,2022,04,11,11,36,2昼,曇,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直線,交差点内,規制なし,車両相互,75歳以上,75歳以上,軽乗用,自転車,自家用,自転車,損傷なし,負傷,34.05747528,131.8080039,月曜,その他
宇部,0096,負傷,000,001,その他,宇部市,2022,04,11,13,10,2昼,曇,市街地,舗装　乾燥,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,人対車両,35～44歳,01～24歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.99426778,131.2079839,月曜,その他
周南,0058,負傷,000,001,国道２号,周南市,2022,04,11,14,25,2昼,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,対象外当事者,対象外当事者,交差点　中　中,直線,交差点内,規制なし,車両相互,01～24歳,不明,原付一種,対象外当事者,自家用,対象外当事者,負傷,対象外当事者,34.0621925,131.8088208,月曜,その他
宇部,0098,負傷,000,001,国道490号,宇部市,2022,04,12,08,03,2昼,雨,市街地,舗装　湿潤,交差点,施設なし,標識　標準　反射式,表示なし,標識　規制なし,表示なし,交差点　大　中,直線,交差点内,規制なし,車両相互,35～44歳,45～54歳,普通乗用,自転車,自家用,自転車,損傷なし,負傷,33.96091972,131.2619994,火曜,その他
山口,0056,負傷,000,001,市道,山口市,2022,04,12,08,15,2昼,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,25～34歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.15726972,131.4585933,火曜,その他
宇部,0095,負傷,000,001,県道,宇部市,2022,04,12,09,15,2昼,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,65～74歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.99794944,131.2202247,火曜,その他
下関,0112,負傷,000,001,市道,下関市,2022,04,12,10,25,2昼,曇,非市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直線,交差点内,規制なし,車両相互,55～64歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.97253972,130.9230769,火曜,その他
宇部,0092,負傷,000,001,市道,宇部市,2022,04,12,11,32,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m未満,直線,単独（交差点付近を含む）,規制なし,車両相互,75歳以上,75歳以上,軽乗用,原付一種,自家用,自家用,損傷なし,負傷,34.04402778,131.2060039,火曜,その他
周南,0074,負傷,000,001,市道,周南市,2022,04,12,14,59,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m未満,直線,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.04011111,131.8208056,火曜,その他
山陽小野田,0026,負傷,000,001,国道190号,山陽小野田市,2022,04,12,15,03,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　19.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,55～64歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.97746722,131.1871975,火曜,その他
柳井,0026,負傷,000,001,市道,田布施町,2022,04,12,18,07,3昼暮,晴,非市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,65～74歳,軽乗用,原付一種,自家用,自家用,損傷なし,負傷,33.94709389,132.0310017,火曜,その他
防府,0057,負傷,000,002,県道,防府市,2022,04,12,19,13,4夜暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,25～34歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.0286075,131.5611278,火曜,その他
下松,0032,負傷,000,001,市道,下松市,2022,04,13,12,50,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m未満,直線,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,65～74歳,軽乗用,原付二種　51～125cc,自家用,自家用,損傷なし,負傷,34.032655,131.9009247,水曜,その他
下関,0125,負傷,000,001,市道,下関市,2022,04,13,14,18,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示なし,標識　規制なし,表示なし,交差点　小　小,カーブ左,交差点内,規制なし,車両相互,65～74歳,65～74歳,軽乗用,自転車,自家用,自転車,損傷なし,負傷,34.01571472,130.9230411,水曜,その他
柳井,0033,負傷,000,001,県道,柳井市,2022,04,13,19,58,5夜,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,カーブ左,交差点内,規制なし,車両相互,45～54歳,65～74歳,軽乗用,自転車,自家用,自転車,損傷なし,負傷,33.96693111,132.0992789,水曜,その他
下関,0119,負傷,000,001,県道,下関市,2022,04,14,05,24,6夜明,雨,非市街地,舗装　湿潤,交差点付近,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m未満,直線,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,25～34歳,軽乗用,原付一種,自家用,自家用,損傷なし,負傷,33.94380278,130.9170017,木曜,その他
光,0031,負傷,000,001,県道,周南市,2022,04,14,09,06,2昼,雨,市街地,舗装　湿潤,カーブ,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,01～24歳,大型貨物,軽乗用,事業用,自家用,損傷なし,負傷,34.02879361,131.9430711,木曜,その他
山口,0085,負傷,000,001,県道,山口市,2022,04,14,12,08,2昼,雨,非市街地,舗装　湿潤,カーブ,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,カーブ右,単独（交差点付近を含む）,規制なし,車両単独,75歳以上,不明,軽乗用,物件等,自家用,対象外当事者,負傷,対象外当事者,34.41536556,131.6345947,木曜,その他
下関,0114,負傷,000,001,国道９号,下関市,2022,04,14,12,33,2昼,雨,市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直線,交差点内,規制なし,車両相互,55～64歳,55～64歳,軽貨物,軽貨物,自家用,事業用,損傷なし,負傷,33.96034639,130.9513789,木曜,その他
周南,0061,負傷,000,001,県道,周南市,2022,04,14,18,28,3昼暮,曇,市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直線,交差点内,規制なし,車両相互,35～44歳,55～64歳,軽乗用,自転車,自家用,自転車,損傷なし,負傷,34.05237056,131.8109878,木曜,その他
光,0030,負傷,000,001,国道188号,光市,2022,04,14,21,20,5夜,曇,市街地,舗装　湿潤,交差点付近,点灯押ボ式,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,01～24歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.96943361,131.9328431,木曜,その他
山口,0055,負傷,000,001,県道,山口市,2022,04,15,09,17,2昼,曇,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　13.0m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,55～64歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.15431278,131.4630942,金曜,その他
柳井,0028,負傷,000,001,一般の交通の用に供するその他の道路,柳井市,2022,04,15,12,15,2昼,晴,非市街地,舗装　乾燥,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,車両相互,75歳以上,不明,軽乗用,対象外当事者,自家用,対象外当事者,損傷なし,対象外当事者,33.95863111,132.0964444,金曜,その他
柳井,0029,負傷,000,001,国道188号,田布施町,2022,04,15,13,27,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　13.0m以上,直線,単独（交差点付近を含む）,規制なし,車両単独,75歳以上,不明,駆動補助装置付自転車,相手なし,自転車,対象外当事者,負傷,対象外当事者,33.93576778,132.0604619,金曜,その他
萩,0019,負傷,000,003,国道191号,阿武町,2022,04,15,14,41,2昼,雨,非市街地,舗装　湿潤,直路,点灯３灯式,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,35～44歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.5031575,131.4723514,金曜,その他
周南,0064,負傷,000,001,県道,周南市,2022,04,16,09,59,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示なし,対象外当事者,対象外当事者,交差点　小　小,直線,交差点内,規制なし,人対車両,45～54歳,75歳以上,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.03792306,131.8244225,土曜,その他
長府,0056,負傷,000,001,市道,下関市,2022,04,16,10,00,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直線,交差点内,規制なし,車両相互,65～74歳,65～74歳,軽乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.08393583,131.1004692,土曜,その他
柳井,0027,負傷,000,002,国道188号,柳井市,2022,04,16,13,03,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,65～74歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,33.96268028,132.1122583,土曜,その他
下関,0148,負傷,000,001,国道２号,下関市,2022,04,16,13,17,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,25～34歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.9999775,130.9627006,土曜,その他
宇部,0099,負傷,000,001,国道190号,宇部市,2022,04,16,13,18,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,65～74歳,準中型貨物,軽乗用,自家用,自家用,損傷なし,負傷,33.94847028,131.3019111,土曜,その他
下関,0116,負傷,000,001,市道,下関市,2022,04,16,17,50,3昼暮,晴,市街地,舗装　乾燥,交差点付近,点灯３灯式,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m未満,直線,単独（交差点付近を含む）,規制なし,車両相互,75歳以上,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.00783972,130.9440033,土曜,その他
下関,0120,負傷,000,001,国道９号,下関市,2022,04,16,20,11,5夜,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,対象外当事者,交差点　大　大,直線,交差点内,規制なし,人対車両,65～74歳,55～64歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.96038639,130.9511472,土曜,その他
岩国,0071,負傷,000,001,県道,岩国市,2022,04,17,08,05,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m未満,直線,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,35～44歳,大型貨物,普通乗用,事業用,自家用,損傷なし,負傷,34.25855694,132.0334117,日曜,その他
周南,0060,負傷,000,001,国道２号,周南市,2022,04,17,08,44,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直線,交差点内,規制なし,車両相互,45～54歳,25～34歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.06131917,131.8109711,日曜,その他
美祢,0011,負傷,000,001,県道,美祢市,2022,04,17,10,20,2昼,晴,非市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直線,交差点内,規制なし,車両相互,35～44歳,35～44歳,普通貨物,小型二輪　751cc以上,自家用,自家用,損傷なし,負傷,34.16754167,131.3277142,日曜,その他
下関,0115,負傷,000,002,国道９号,下関市,2022,04,17,10,20,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　小,直線,交差点内,規制なし,車両相互,45～54歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.95734944,130.9461022,日曜,その他
長門,0008,負傷,000,003,その他,長門市,2022,04,17,11,25,2昼,晴,非市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,65～74歳,普通乗用,普通乗用,自家用,自家用,損傷なし,損傷なし,34.37057333,131.0295553,日曜,その他
周南,0055,負傷,000,001,県道,周南市,2022,04,17,13,32,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直線,交差点内,規制なし,車両相互,25～34歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.0754575,131.7716772,日曜,その他
小串,0009,負傷,000,004,国道191号,下関市,2022,04,17,13,45,2昼,晴,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,55～64歳,普通乗用,軽貨物,自家用,自家用,損傷なし,負傷,34.12739389,130.913045,日曜,その他
宇部,0093,負傷,000,001,国道190号,宇部市,2022,04,17,20,04,5夜,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,直線,単独（交差点付近を含む）,規制なし,人対車両,25～34歳,75歳以上,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.94264361,131.2615856,日曜,その他
宇部,0103,負傷,000,001,市道,宇部市,2022,04,18,06,50,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　標準　反射式,表示あり,交差点　小　小,直線,交差点内,規制なし,車両相互,01～24歳,45～54歳,普通乗用,軽貨物,自家用,自家用,負傷,損傷なし,33.95737056,131.2374278,月曜,その他
下関,0113,負傷,000,001,県道,下関市,2022,04,18,08,07,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m未満,直線,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,55～64歳,準中型貨物,軽乗用,事業用,自家用,損傷なし,負傷,34.04364278,130.9630919,月曜,その他
周南,0083,負傷,000,001,市道,周南市,2022,04,18,09,30,2昼,曇,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,対象外当事者,対象外当事者,交差点　中　中,直線,交差点内,規制なし,人対車両,35～44歳,55～64歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.06463111,131.8291425,月曜,その他
周南,0054,死亡,001,000,国道315号,周南市,2022,04,18,12,52,2昼,曇,非市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,カーブ左,単独（交差点付近を含む）,規制なし,人対車両,01～24歳,75歳以上,普通乗用,歩行者,自家用,対象外当事者,損傷なし,死亡,34.21078056,131.8156181,月曜,その他
宇部,0097,負傷,000,001,国道190号,宇部市,2022,04,18,18,55,4夜暮,晴,市街地,舗装　乾燥,交差点付近,点灯３灯式,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,35～44歳,普通貨物,軽貨物,自家用,自家用,損傷なし,負傷,33.97613722,131.2017233,月曜,その他
宇部,0104,負傷,000,001,国道２号,宇部市,2022,04,18,22,22,5夜,晴,非市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.05103167,131.1974567,月曜,その他
高速隊,0016,負傷,000,002,高速道路,美祢市,2022,04,19,00,11,5夜,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,55～64歳,大型貨物,大型貨物,事業用,事業用,負傷,負傷,34.10936111,131.1385278,火曜,その他
下関,0130,負傷,000,001,国道２号,下関市,2022,04,19,11,15,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　大,直線,交差点内,規制なし,車両相互,45～54歳,55～64歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.98841667,130.9507222,火曜,その他
宇部,0107,負傷,000,001,市道,宇部市,2022,04,19,13,28,2昼,晴,非市街地,舗装　乾燥,交差点付近,点灯３灯式,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,65～74歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.96394833,131.2902069,火曜,その他
山口,0061,負傷,000,001,国道262号,山口市,2022,04,20,07,02,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,25～34歳,軽乗用,自転車,自家用,自転車,損傷なし,負傷,34.18609528,131.4977281,水曜,その他
宇部,0121,負傷,000,001,市道,宇部市,2022,04,20,12,25,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m未満,直線,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,65～74歳,普通貨物,原付一種,自家用,自家用,損傷なし,負傷,33.95847111,131.2557636,水曜,その他
岩国,0072,負傷,000,001,町道,和木町,2022,04,20,15,36,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,対象外当事者,対象外当事者,交差点　小　小,直線,交差点内,規制なし,人対車両,35～44歳,35～44歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.20323556,132.2223442,水曜,その他
宇部,0123,負傷,000,001,国道490号,宇部市,2022,04,20,15,55,2昼,晴,市街地,舗装　乾燥,交差点付近,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,25～34歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.95979333,131.2611683,水曜,その他
山陽小野田,0027,負傷,000,001,国道190号,山陽小野田市,2022,04,20,17,37,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,25～34歳,普通貨物,軽乗用,自家用,自家用,損傷なし,負傷,34.01794444,131.1563889,水曜,その他
宇部,0122,負傷,000,001,県道,宇部市,2022,04,21,04,35,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m未満,直線,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,01～24歳,大型貨物,普通乗用,事業用,自家用,負傷,損傷なし,34.01066722,131.2362992,木曜,その他
宇部,0116,負傷,000,001,市道,宇部市,2022,04,21,16,30,2昼,雨,市街地,舗装　湿潤,交差点付近,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,35～44歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,33.96088278,131.2576908,木曜,その他
下関,0121,負傷,000,001,市道,下関市,2022,04,21,17,59,3昼暮,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　13.0m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,不明,普通乗用,対象外当事者,自家用,対象外当事者,損傷なし,対象外当事者,33.97179028,130.9232111,木曜,その他
山口,0084,負傷,000,001,その他,山口市,2022,04,21,21,10,5夜,雨,市街地,舗装　湿潤,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,01～24歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.1448325,131.4496928,木曜,その他
下松,0030,負傷,000,001,国道２号,下松市,2022,04,22,07,16,2昼,晴,市街地,舗装　湿潤,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　9.0m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,01～24歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.03169056,131.9235522,金曜,その他
柳井,0035,負傷,000,002,県道,周防大島町,2022,04,22,08,40,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m未満,直線,単独（交差点付近を含む）,規制なし,人対車両,75歳以上,55～64歳,自転車,歩行者,自転車,対象外当事者,負傷,負傷,33.91344444,132.3026594,金曜,その他
光,0032,負傷,000,001,その他,周南市,2022,04,22,10,15,2昼,晴,非市街地,舗装　乾燥,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,25～34歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.02922639,131.9518606,金曜,その他
宇部,0106,負傷,000,001,市道,宇部市,2022,04,22,10,53,2昼,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直線,交差点内,規制なし,車両相互,65～74歳,25～34歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.99780833,131.2192569,金曜,その他
柳井,0034,負傷,000,001,市道,柳井市,2022,04,22,15,26,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,75歳以上,55～64歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.97417222,132.0952814,金曜,その他
岩国,0093,負傷,000,001,一般の交通の用に供するその他の道路,岩国市,2022,04,22,15,35,2昼,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,25～34歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.17065472,132.2126619,金曜,その他
宇部,0108,負傷,000,001,国道190号,宇部市,2022,04,22,17,25,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　5.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,75歳以上,45～54歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.96134056,131.3173019,金曜,その他
高速隊,0014,負傷,000,001,高速道路,岩国市,2022,04,23,01,33,5夜,晴,非市街地,舗装　乾燥,橋,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,01～24歳,大型貨物,普通乗用,事業用,自家用,損傷なし,負傷,34.22512306,132.2038181,土曜,その他
山陽小野田,0028,負傷,000,001,市道,山陽小野田市,2022,04,23,08,40,2昼,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　標準　反射式,表示あり,交差点　中　小,直線,交差点内,規制なし,車両相互,45～54歳,01～24歳,軽乗用,自転車,自家用,自転車,損傷なし,負傷,33.97965639,131.1793228,土曜,その他
宇部,0111,負傷,000,001,市道,宇部市,2022,04,23,11,36,2昼,曇,非市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,対象外当事者,対象外当事者,交差点　大　中,直線,交差点内,規制なし,人対車両,75歳以上,75歳以上,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.96048306,131.2431539,土曜,その他
宇部,0109,負傷,000,001,市道,宇部市,2022,04,23,12,10,2昼,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m未満,直線,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,25～34歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.94994778,131.2692767,土曜,その他
下関,0126,負傷,000,002,国道191号,下関市,2022,04,23,14,30,2昼,曇,非市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,対象外当事者,対象外当事者,対象外当事者,単路　3.5m以上,直線,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,35～44歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.06998,130.9025692,土曜,その他
宇部,0119,負傷,000,001,国道190号,宇部市,2022,04,23,15,10,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,カーブ左,交差点内,規制なし,車両相互,55～64歳,01～24歳,普通乗用,自転車,自家用,自転車,損傷なし,負傷,33.96634056,131.2320169,土曜,その他
防府,0066,死亡,001,000,一般の交通の用に供するその他の道路,防府市,2022,04,23,21,30,5夜,曇,非市街地,舗装　乾燥,その他,施設なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,一般交通の場所,一般交通の場所,単独（交差点付近を含む）,規制なし,車両単独,65～74歳,不明,軽乗用,相手なし,自家用,対象外当事者,死亡,対象外当事者,34.03994667,131.5897044,土曜,その他
