全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,種別,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,アクセス方法,駐車場情報,電話番号,内線番号,FAX番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,認可等年月日,収容定員,受入年齢,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,一時預かりの有無,子供預かり料金種別,子供預かり料金,子供預かり料金備考,子供預かり開所時間,子供預かり閉所時間,病児保育の有無,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
352039,DD1402000062,山口県山口市,愛児園乳児保育所,,,認可私立保育所,352039,38000,山口県山口市大手町6ｰ17 ,山口県,山口市,大手町,6ｰ17, ,34.18372611,131.47348,,,,,(083)922ｰ7126,,(083)922ｰ7127,,,,7530072,,,,,,月火水木金土,7:00,18:00,平日のみ延長保育ｰ19:00,,,,,,,,,,,,,http://aijien-nyuuji.com/,,,
352039,DD1402000063,山口県山口市,大内なかよしこども園,,,認可私立保育所,352039,34000,山口県山口市大内長野1573ｰ1 ,山口県,山口市,大内長野,1573ｰ1, ,34.16408911,131.5148793,,,,,(083)902ｰ3366,,(083)927ｰ0654,,,,7530211,,,,,,月火水木金土,7:00,18:00,延長保育ｰ19:00【12ヶ月から】、土は7:30ｰ17:30【0歳児クラスは13時まで】,,,,,,,,,,,,,http://www.c-able.ne.jp/~sukoyaka/nakayoshi/nakayoshi.html,,,
352039,DD1402000064,山口県山口市,ヤクルト保育園プティット平川,,,地域型保育事業所,352039,139000,山口県山口市平井201ｰ1 ,山口県,山口市,平井,201ｰ1, ,34.15937592,131.4675483,,,,,(083)929ｰ3381,,(083)929ｰ3132,,,,7530831,,,,,,月火水木金土,7:00,18:00,平日のみ延長保育ｰ19:00,,,,,,,,,,,,,http://petit.gr.jp/room_hirakawa.html,,,
352039,DD1402000065,山口県山口市,中央ココモ保育園,,,地域型保育事業所,352039,139000,山口県山口市平井226ｰ8 ,山口県,山口市,平井,226ｰ8, ,34.1608341,131.4684361,,,,,(083)902ｰ6850,,(083)927ｰ0559,,,,7530831,,,,,,月火水木金土,7:00,18:00,平日のみ延長保育ｰ19:00,,,,,,,,,,,,,https://y-cocomo.co.jp/chuo/,,,
352039,DD1402000066,山口県山口市,認定こども園菅内幼稚園,,,認定こども園（幼稚園型）,352039,178000,山口県山口市大内御堀3654-6,山口県,山口市,大内御堀,3654ｰ6, ,34.13924639,131.5009734,,,,,(083)927ｰ0303,,(083)927ｰ0559,,,,7530214,,,,,,月火水木金土,7:30,18:30,土は7:30ｰ17:00【0歳児クラスは1歳の誕生日を迎えてから】,,,,,,,,,,,,,https://sugeuchi-y.com/,,,
352039,DD1402000067,山口県山口市,亀山幼稚園,,,私立幼稚園,352039,105001,山口県山口市道場門前二丁目9-14,山口県,山口市,道場門前二丁目,9ｰ14, ,34.17321588,131.4758685,,,,,(083)924ｰ7571,,,,,,7530047,,,,,,,,,詳しくは幼稚園へお問い合わせください。,,,,,,,,,,,,,http://kame-yo.com/,,,
352039,DD1402000068,山口県山口市,山口天使幼稚園,,,私立幼稚園,352039,73000,山口県山口市亀山町4-2,山口県,山口市,亀山町,4ｰ2, ,34.18004324,131.472733,,,,,(083)922ｰ2614,,,,,,7530089,,,,,,,,,詳しくは幼稚園へお問い合わせください。,,,,,,,,,,,,,https://www.yamaguchitenshi.com/,,,
352039,DD1402000069,山口県山口市,小郡幼稚園,,,私立幼稚園,352039,51000,山口県山口市小郡下郷1889,山口県,山口市,小郡下郷,1889, ,34.09647563,131.3898037,,,,,(083)972ｰ0198,,,,,,7540002,,,,,,,,,詳しくは幼稚園へお問い合わせください。,,,,,,,,,,,,,https://ogoori-youchien.com/,,,
352039,DD1402000070,山口県山口市,西円寺幼稚園,,,私立幼稚園,352039,95000,山口県山口市陶2963-1,山口県,山口市,陶,2963ｰ1, ,34.09207612,131.4294142,,,,,(083)973ｰ7370,,,,,,7540891,,,,,,,,,詳しくは幼稚園へお問い合わせください。,,,,,,,,,,,,,https://www.ans.co.jp/k/saienji/,,,
352039,DD1402000071,山口県山口市,山口大学教育学部附属幼稚園,,,国立幼稚園,352039,93003,山口県山口市白石三丁目1-2,山口県,山口市,白石三丁目,1ｰ2, ,34.18091193,131.4699659,,,,,(083)933ｰ5960,,,,,,7530070,,,,,,,,,詳しくは幼稚園へお問い合わせください。,,,,,,,,,,,,,http://ymg-kg.com/,,,
