都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
352012,0000000101,山口県,下関市,大村家練塀,オオムラケネリベイ,,,"下関市指定文化財
有形文化財（建造物）",建造物,大村家練塀,山口県下関市長府侍町二丁目,,,,,,,,,大村家,1982-04-15,,,,,,,,,,,,
352012,0000000102,山口県,下関市,磯谷家表門及び練塀,イソヤケオモテモンオヨビネリベイ,,,"下関市指定文化財
有形文化財（建造物）",建造物,磯谷家表門及び練塀,山口県下関市長府古江小路町,,,,,,,,,磯谷家,1983-03-30,,,,,,,,,,,,
352012,0000000103,山口県,下関市,引接寺三門,インジョウジサンモン,,,"下関市指定文化財
有形文化財（建造物）",建造物,引接寺,山口県下関市中之町１１番９号,,,,083-222-0575,,,,,引接寺,1983-05-26,,,,,,,,,,,,
352012,0000000104,山口県,下関市,佐藤家練塀,サトウケネリベイ,,,"下関市指定文化財
有形文化財（建造物）",建造物,佐藤家練塀,山口県下関市長府古江小路町,,,,,,,,,佐藤家,1984-03-30,,,,,,,,,,,,
352012,0000000105,山口県,下関市,西尾家練塀,ニシオケネリベイ,,,"下関市指定文化財
有形文化財（建造物）",建造物,西尾家練塀,山口県下関市長府古江小路町,,,,,,,,,西尾家,1984-03-30,,,,,,,,,,,,
352012,0000000106,山口県,下関市,阿山家練塀,アヤマヤネリベイ,,,"下関市指定文化財
有形文化財（建造物）",建造物,阿山家練塀,山口県下関市長府古江小路町,,,,,,,,,阿山家,1984-03-30,,,,,,,,,,,,
352012,0000000107,山口県,下関市,沖田家練塀,オキタケネリベイ,,,"下関市指定文化財
有形文化財（建造物）",建造物,沖田家練塀,山口県下関市長府古江小路町,,,,,,,,,沖田家,1984-03-30,,,,,,,,,,,,
352012,0000000108,山口県,下関市,広江家練塀,ヒロエケネリベイ,,,"下関市指定文化財
有形文化財（建造物）",建造物,広江家練塀,山口県下関市長府古江小路町,,,,,,,,,広江家,1984-03-30,,,,,,,,,,,,
352012,0000000109,山口県,下関市,覚苑寺本堂,カクオンジホンドウ,,,"下関市指定文化財
有形文化財（建造物）",建造物,覚苑寺,山口県下関市長府安養寺三丁目３番８号,,,,083-245-0649,,,,,覚苑寺,1986-05-10,,,,,,,,,,,,
352012,0000000110,山口県,下関市,王司山田自然石板碑,オウジヤマダシゼンセキイタビ,,,"下関市指定文化財
有形文化財（建造物）",建造物,王司山田自然石板碑,山口県下関市大字山田,,,,,,,,,片山家,1991-05-09,,,,,,,,,,,,
352012,0000000112,山口県,下関市,旧逓信省下関郵便局電話課庁舎,キュウテイシンショウシモノセキユウビンキョクデンワカチョウシャ,,,"下関市指定文化財
有形文化財（建造物）",建造物,下関市立近代先人顕彰館 田中絹代ぶんか館,山口県下関市田中町５?７,,,,083-250-7666,,,,,下関市,2002-02-15,,,,,,,,,,,,
352012,0000000114,山口県,下関市,旧内務省下関土木出張所　下関機械工場乾船渠,キュウナイムショウシモノセキドボクシュッチョウショ　シモノセキキカイコウジョウカンセンキョ,,,"下関市指定文化財
有形文化財（建造物）",建造物,旧四建ドック,山口県下関市阿弥陀寺町,,,,,,,,,下関市,2015-10-27,,,,,,,,,,,,
352012,0000000115,山口県,下関市,旧秋田商会ビル,キュウアキタショウカイビル,,,"下関市指定文化財
有形文化財（建造物）",建造物,旧秋田商会ビル,山口県下関市南部町２３－１１,,,,083-231-4141,,,,,下関市,2015-10-27,,,,,,,,,,,,
352012,0000000116,山口県,下関市,絹本著色仏涅槃図,ケンポンチャクショクブツネハンズ,,,"下関市指定文化財
有形文化財（絵画）",美術工芸品,功山寺,山口県下関市長府川端一丁目２番３号,,,,083-245-0258,,,,,功山寺,1997-10-15,,,,,,,,,,,,下関市立歴史博物館寄託
352012,0000000117,山口県,下関市,木造十一面観音座像,モクゾウジュウイチメンカンノンザゾウ,,,"下関市指定文化財
有形文化財（彫刻）",美術工芸品,蓮台寺,山口県下関市大字吉田地方,,,,,,,,,蓮台寺,1969-06-13,,,,,,,,,,,,
352012,0000000118,山口県,下関市,西楽寺木造阿弥陀如来坐像,サイラクジモクゾウアミダニョライザゾウ,,,"下関市指定文化財
有形文化財（彫刻）",美術工芸品,西楽寺,山口県下関市彦島本村町五丁目３-１,,,,083-266－4646,,,,,西楽寺,1985-12-20,,,,,,,,,,,,
352012,0000000119,山口県,下関市,竹生寺木造十一面千手観音立像,タケオジモクゾウジュウイチメンセンジュカンノンリュウゾウ,,,"下関市指定文化財
有形文化財（彫刻）",美術工芸品,竹生寺,山口県下関市大字有冨５８７番地,,,,083-258-5177,,,,,竹生寺,1985-12-20,,,,,,,,,,,,
352012,0000000120,山口県,下関市,功山寺千手観音菩薩坐像,コウザンジセンジュカンノンボサツザゾウ,,,"下関市指定文化財
有形文化財（彫刻）",美術工芸品,功山寺,山口県下関市長府川端一丁目２番３号,,,,083-245-0258,,,,,功山寺,1986-11-10,,,,,,,,,,,,
352012,0000000121,山口県,下関市,功山寺韋駄天立像,コウザンジイダテンリュウゾウ,,,"下関市指定文化財
有形文化財（彫刻）",美術工芸品,功山寺,山口県下関市長府川端一丁目２番３号,,,,083-245-0258,,,,,功山寺,1986-11-10,,,,,,,,,,,,
352012,0000000122,山口県,下関市,功山寺二十八部衆立像,コウザンジニジュウハチブシュウリュウゾウ,,,"下関市指定文化財
有形文化財（彫刻）",美術工芸品,功山寺,山口県下関市長府川端一丁目２番３号,,,,083-245-0258,,,,,功山寺,1986-11-10,,,,,,,,,,,,2躯：下関市立歴史博物館寄託
352012,0000000123,山口県,下関市,海蔵寺木造聖観音菩薩立像,カイゾウジモクゾウセイカンノンボサツリュウゾウ,,,"下関市指定文化財
有形文化財（彫刻）",美術工芸品,海蔵寺,山口県下関市垢田町三丁目３-１,,,,083-254-1161,,,,,海蔵寺,1988-06-15,,,,,,,,,,,,
352012,0000000124,山口県,下関市,法専寺銅造阿弥陀如来立像,ホウセンジドウゾウアミダニョライリュウゾウ,,,"下関市指定文化財
有形文化財（彫刻）",美術工芸品,法専寺,山口県下関市大字吉田地方,,,,,,,,,法専寺,1989-11-01,,,,,,,,,,,,
352012,0000000125,山口県,下関市,銅製鰐口,ドウセイワニグチ,,,"下関市指定文化財
有形文化財（工芸品）",美術工芸品,蓮台寺,山口県下関市大字吉田地方,,,,,,,,,蓮台寺,1969-06-13,,,,,,,,,,,,
352012,0000000126,山口県,下関市,太刀　銘　備州住正廣,タチメイ　ビシュウジュウマサヒロ,,,"下関市指定文化財
有形文化財（工芸品）",美術工芸品,忌宮神社,山口県下関市長府宮の内町,,,,083-245-1093,,,,,忌宮神社,1970-10-26,,,,,,,,,,,,
352012,0000000127,山口県,下関市,"萌葱絲威肩白胴丸
付筋兜、大袖、頬当、喉輪、篭手、脛当","モエギイトオドシカタシロドウマル
ツケタリ　スジカブト、オオソデ、ホホアテ、ノドワ、コテ、スネアテ",,,"下関市指定文化財
有形文化財（工芸品）",美術工芸品,住吉神社,山口県下関市一の宮住吉一丁目１１番１号,,,,083-256-2656,,,,,住吉神社,1971-07-24,,,,,,,,,,,,
352012,0000000128,山口県,下関市,銅鐘,ドウショウ,,,"下関市指定文化財
有形文化財（工芸品）",美術工芸品,若宮神社,山口県下関市大字吉母,,,,,,,,,若宮神社,1971-11-16,,,,,,,,,,,,
352012,0000000129,山口県,下関市,銅製鰐口,ドウセイワニグチ,,,"下関市指定文化財
有形文化財（工芸品）",美術工芸品,若宮神社,山口県下関市大字吉母,,,,,,,,,若宮神社,1971-11-16,,,,,,,,,,,,
352012,0000000130,山口県,下関市,銅製鰐口,ドウセイワニグチ,,,"下関市指定文化財
有形文化財（工芸品）",美術工芸品,専念寺,山口県下関市大字阿内１３８９,,,,083-282-4454,,,,,専念寺,1972-11-09,,,,,,,,,,,,
352012,0000000131,山口県,下関市,打刀銘　長州住顕国　応永四年二月吉日,ウチカタナメイ　チョウシュウジュウアキクニ,,,"下関市指定文化財
有形文化財（工芸品）",美術工芸品,下関市立歴史博物館,山口県下関市長府川端二丁目２番２７号,,,,083-241-1080,,,,,下関市立歴史博物館,1973-03-27,,,,,,,,,,,,
352012,0000000132,山口県,下関市,"金山長福禅寺開山虚菴和尚行録
景泰五年孟春　南浦如幻書","キンザンチョウフクゼンジカイザンコアンオショウコウロク
ケイタイゴネンモウシュン　ナンポニュゲンショ",,,"下関市指定文化財
有形文化財（書跡）",その他,功山寺,山口県下関市長府川端一丁目２番３号,,,,083-245-0258,,,,,功山寺,2000-11-17,,,,,,,,,,,,下関市立歴史博物館寄託
352012,0000000133,山口県,下関市,白石家文書,シライシケモンジョ,,,"下関市指定文化財
有形文化財（古文書）",その他,下関市立歴史博物館,山口県下関市長府川端二丁目２番２７号,,,,083-241-1080,,,,,白石家,1969-10-01,,,,,,,,,,,,下関市立歴史博物館寄託
352012,0000000134,山口県,下関市,亀屋伊藤家文書,カメヤイトウケモンジョ,,,"下関市指定文化財
有形文化財（古文書）",その他,,山口県下関市唐戸町,,,,,,,,,伊藤家,1996-03-21,,,,,,,,,,,,
352012,0000000135,山口県,下関市,"日頼寺文書
附毛利元就遺品",ニチライジモンジョ　ツケタリ　モウリモトナリイヒン,,,"下関市指定文化財
有形文化財（古文書）",その他,日頼寺,山口県下関市長府川端二丁目２番２７号,,,,083-241-1080,,,,,日頼寺,2014-03-26,,,,,,,,,,,,下関市立歴史博物館寄託
352012,0000000136,山口県,下関市,彦島杉田岩刻画,ヒコシマスギタガンコクガ,,,"下関市指定文化財
有形文化財（考古資料）",その他,三菱重工江の浦3号社宅,山口県下関市彦島江の浦町五丁目,,,,,,,,,三菱重工業,1991-05-09,,,,,,,,,,,,
352012,0000000137,山口県,下関市,旧長府毛利家遺品,キュウチョウフモウリケイヒン,,,"下関市指定文化財
有形文化財（歴史資料）",その他,毛利家・下関市立歴史博物館,山口県下関市長府川端二丁目２番２７号,,,,083-241-1080,,,,,毛利家・下関市立歴史博物館,1977-02-16,,,,,,,,,,,,下関市立歴史博物館寄託（毛利家）
352012,0000000138,山口県,下関市,"赤間関朝鮮通信使関係資料
朝鮮通信使壇ノ浦懐古詩
波田嵩山朝鮮通信使唱酬詩
並筆語",アカマガセキチョウセンツウシンシカンケイシリョウ,,,"下関市指定文化財
有形文化財（歴史資料）",その他,下関市立歴史博物館,山口県下関市長府川端二丁目２番２７号,,,,083-241-1080,,,,,赤間神宮・波田家,2015-04-21,,,,,,,,,,,,下関市立歴史博物館寄託
352012,0000000139,山口県,下関市,"亀山八幡宮「亀山能」
付能面三面・能面筥一合",カメヤマハチマングウ「カメヤマノウ」,,,"下関市指定文化財
無形文化財",その他,亀山能楽会,山口県下関市中之町１-１,,,,083-231－1323,,,,,亀山能楽会・亀山八幡宮,1969-10-01,,,,,,,,,,,,
352012,0000000140,山口県,下関市,蓋井島「山ノ神」神事記録,フタオイジマ「ヤマノカミ」シンジキロク,,,"下関市指定文化財
有形民俗文化財",その他,下関市大字蓋井島,山口県下関市大字蓋井島,,,,,,,,,藤永家他,1972-03-25,,,,,,,,,,,,
352012,0000000141,山口県,下関市,"能面・狂言面
付忌宮神社神事能規則書
旧長府藩能舞台桟敷割図","ノウメン・キョウゲンメン
ツケタリ　イミノミヤジンジャシンジノウキソクショ
キュウチョウフハンノウブタイサジキワリズ",,,"下関市指定文化財
有形民俗文化財",その他,"忌宮神社
下関市立歴史博物館","山口県下関市長府宮の内町１番１８号 
山口県下関市長府川端二丁目２番２７号",,,,,,,,,"忌宮神社
下関市立歴史博物館",1972-05-11,,,,,,,,,,,,
352012,0000000142,山口県,下関市,安養寺宝篋印塔,アンヨウジホウキョウイントウ,,,"下関市指定文化財
有形民俗文化財",その他,安養寺,山口県下関市大字吉見上１３７７,,,,083-286-5095,,,,,安養寺,1975-02-27,,,,,,,,,,,,
352012,0000000143,山口県,下関市,「内日五年神」の森,「ウツイゴネンガミ」ノモリ,,,"下関市指定文化財
有形民俗文化財",その他,「内日五年神」の森,山口県下関市大字内日上の後,,,,,,,,,上田家,1981-02-18,,,,,,,,,,,,
352012,0000000144,山口県,下関市,能面　付面箱,ノウメン　ツケタリ　メンバコ,,,"下関市指定文化財
有形民俗文化財",その他,忌宮神社,山口県下関市長府宮の内町１番１８号 ,,,,083-245-1093,,,,,忌宮神社,1983-12-10,,,,,,,,,,,,
352012,0000000145,山口県,下関市,先帝祭,センテイサイ,,,"下関市指定文化財
無形民俗文化財",その他,赤間神宮,山口県下関市阿弥陀寺町４番１号,,,,083-231-4138,,,,,赤間神宮奉賛会,1970-03-04,,,,,,,,,,,,
352012,0000000146,山口県,下関市,蓋井島「山ノ神」神事,フタオイジマ「ヤマノカミ」シンジ,,,"下関市指定文化財
無形民俗文化財",その他,下関市大字蓋井島,山口県下関市大字蓋井島,,,,,,,,,,1970-10-26,,,,,,,,,,,,
352012,0000000147,山口県,下関市,彦島八幡宮「サイ上り」神事,ヒコシマハチマングウ「サイアガリ」シンジ,,,"下関市指定文化財
無形民俗文化財",その他,彦島八幡宮,山口県下関市彦島迫町五丁目１２－９,,,,083-266－0700,,,,,彦島八幡宮,1978-10-19,,,,,,,,,,,,
352012,0000000148,山口県,下関市,「内日五年神」神事,「ウツイゴネンガミ」シンジ,,,"下関市指定文化財
無形民俗文化財",その他,「内日五年神」の森,山口県下関市大字内日上,,,,,,,,,,1981-02-18,,,,,,,,,,,,
352012,0000000149,山口県,下関市,小野一里塚,オノイチリヅカ,,,"下関市指定文化財
史跡",その他,小野一里塚,山口県下関市大字小野,,,,,,,,,西川家（管理）,1973-03-27,,,,,,,,,,,,
352012,0000000150,山口県,下関市,"功山寺旧境内地付
伝大内義長の墓","コウザンジキュウケイダイチ
ツケタリ　デンオオウチヨシナガノハカ",,,"下関市指定文化財
史跡",その他,功山寺他,"山口県下関市長府川端一丁目２番３号
山口県下関市長府川端二丁目２番２７号",,,,,,,,,功山寺・下関市立歴史博物館,1974-03-25,,,,,,,,,,,,
352012,0000000151,山口県,下関市,功山寺書院,コウザンジショイン,,,"下関市指定文化財
史跡",その他,功山寺,山口県下関市長府川端一丁目２番３号,,,,083-245-0258,,,,,功山寺,1979-03-01,,,,,,,,,,,,
352012,0000000152,山口県,下関市,宮山古墳,ミヤヤマコフン,,,"下関市指定文化財
史跡",その他,生野神社,山口県下関市幡生宮の下町１６－１８,,,,083-252-1568,,,,,生野神社,1979-08-07,,,,,,,,,,,,
352012,0000000153,山口県,下関市,有富古墳,アリドミコフン,,,"下関市指定文化財
史跡",その他,有富古墳,山口県下関市大字有冨,,,,,,,,,専徳寺,1979-08-07,,,,,,,,,,,,
352012,0000000154,山口県,下関市,秋根1号墳,アキネイチゴウフン,,,"下関市指定文化財
史跡",その他,秋根八幡宮,山口県下関市秋根西町一丁目,,,,,,,,,秋根八幡宮,1979-08-07,,,,,,,,,,,,
352012,0000000155,山口県,下関市,櫻山招魂場,サクラヤマショウコンジョウ,,,"下関市指定文化財
史跡",その他,櫻山神社,山口県下関市上新地二丁目,,,,083-222―6735,,,,,櫻山神社,2015-04-21,,,,,,,,,,,,
352012,0000000156,山口県,下関市,吉母海岸植物群落,ヨシモカイガンショクブツグンラク,,,"下関市指定文化財
天然記念物",その他,西光寺・吉母海水浴場ほか,山口県下関市大字吉母,,,,,,,,,西光寺・山口県漁業協同組合,1969-10-01,,,,,,,,,,,,
352012,0000000157,山口県,下関市,彦島西山の化石層,ヒコシマニシヤマノカセキソウ,,,"下関市指定文化財
天然記念物",その他,,山口県下関市彦島西山町2丁目,,,,,,,,,山口県,1971-07-24,,,,,,,,,,,,
352012,0000000158,山口県,下関市,"紙本着色八幡大菩薩縁起
付納箱",シホンチャクショクハチマンダイボサツエンギ,,,"下関市指定文化財
有形文化財（絵画）",美術工芸品,下関市立歴史博物館,山口県下関市長府川端二丁目２番２７号,,,,083-241-1080,,,,,吉賀八幡宮,2000-06-12,,,,,,,,,,,,下関市立歴史博物館寄託
352012,0000000159,山口県,下関市,"操り人形面一対
付納箱",アヤツリニンギョウメンイッツイ,,,"下関市指定文化財
有形文化財（彫刻）",美術工芸品,豊北歴史民俗資料館（太翔館）,山口県下関市豊北町大字滝部３１５３-１,,,,083-782-1651,,,,,小河家,2003-03-14,,,,,,,,,,,,
352012,0000000160,山口県,下関市,厳島・浅間神社の梵鐘,イツクシマ・センゲンジンジャノボンショウ,,,"下関市指定文化財
有形文化財（工芸品）",美術工芸品,轡井自治会,山口県下関市菊川町大字轡井,,,,,,,,,轡井自治会,1999-03-18,,,,,,,,,,,,
352012,0000000161,山口県,下関市,西光寺文書,サイコウジモンジョ,,,"下関市指定文化財
有形文化財（古文書）",その他,西光寺,山口県下関市菊川町大字下保木５０５,,,,083-287-1382,,,,,西光寺,2000-06-12,,,,,,,,,,,,
352012,0000000162,山口県,下関市,上原遺跡出土品,ウエハライセキシュツドヒン,,,"下関市指定文化財
有形文化財（考古資料）",その他,菊川ふれあい会館,山口県下関市菊川町大字下岡枝117 番地,,,,083-287-3050,,,,,下関市,2001-04-25,,,,,,,,,,,,
352012,0000000163,山口県,下関市,ガラス製勾玉鎔范,ガラスセイマガタマヨウハン,,,"下関市指定文化財
有形文化財（考古資料）",その他,菊川ふれあい会館,山口県下関市菊川町大字下岡枝117 番地,,,,083-287-3050,,,,,下関市,2001-12-20,,,,,,,,,,,,
352012,0000000164,山口県,下関市,植松古墳群,ウエマツコフングン,,,"下関市指定文化財
史跡",その他,植松古墳群,山口県下関市菊川町大字吉賀,,,,,,,,,下関市・笹尾家,2004-03-12,,,,,,,,,,,,
352012,0000000165,山口県,下関市,河内神社の夫婦杉,コウチジンジャノメオトスギ,,,"下関市指定文化財
天然記念物",その他,河内神社,山口県下関市菊川町大字道市,,,,,,,,,道市自治会,2001-04-25,,,,,,,,,,,,
352012,0000000166,山口県,下関市,快友寺のイヌマキ巨樹群,カイユウジノイヌマキキョジュグン,,,"下関市指定文化財
天然記念物",その他,快友寺,山口県下関市菊川町大字吉賀２２４,,,,083-287-0168,,,,,快友寺,2001-04-25,,,,,,,,,,,,
352012,0000000167,山口県,下関市,若宮石造宝塔,ワカミヤセキゾウホウトウ,,,"下関市指定文化財
有形文化財（建造物）",建造物,若宮石造宝塔,山口県下関市豊田町大字中村,,,,,,,,,下関市,1976-03-31,,,,,,,,,,,,
352012,0000000168,山口県,下関市,吉敷毛利氏の祖　毛利秀包夫人引地の墓,ヨシキモウリシノソ　モウリヒデカネフジンヒキジノハカ,,,"下関市指定文化財
有形文化財（建造物）",建造物,引地君の墓,山口県下関市豊田町大字江良,,,,,,,,,松田家,1976-03-31,,,,,,,,,,,,
352012,0000000169,山口県,下関市,石造豊田種長供養板碑,セキゾウトヨタタネナガクヨウイタビ,,,"下関市指定文化財
有形文化財（建造物）",建造物,石造豊田種長供養板碑,山口県下関市豊田町大字殿敷,,,,,,,,,一の瀬部落,1976-03-31,,,,,,,,,,,,
352012,0000000170,山口県,下関市,紙本着色涅槃像及八相図,シホンチャクショクネハンゾウオヨビハッソウズ,,,"下関市指定文化財
有形文化財（絵画）",美術工芸品,,山口県下関市豊田町大字日野,,,,,,,,,日野自治会,1979-05-01,,,,,,,,,,,,
352012,0000000171,山口県,下関市,木造阿弥陀如来立像,モクゾウアミダニョライリツゾウ,,,"下関市指定文化財
有形文化財（彫刻）",美術工芸品,神上寺,山口県下関市豊田町大字江良６２４番地,,,,083-766-0286,,,,,神上寺,1977-10-05,,,,,,,,,,,,
352012,0000000172,山口県,下関市,木造阿弥陀如来坐像,モクゾウアミダニョライザゾウ,,,"下関市指定文化財
有形文化財（彫刻）",美術工芸品,,山口県下関市豊田町大字鷹子,,,,,,,,,鷹子自治会,1979-05-01,,,,,,,,,,,,
352012,0000000173,山口県,下関市,木造薬師如来坐像,モクゾウヤクシニョライザゾウ,,,"下関市指定文化財
有形文化財（彫刻）",美術工芸品,宇内藥師堂,山口県下関市豊田町大字宇内,,,,,,,,,宇内藥師堂,1980-05-10,,,,,,,,,,,,
352012,0000000174,山口県,下関市,木造阿弥陀如来立像,モクゾウアミダニョライリツゾウ,,,"下関市指定文化財
有形文化財（彫刻）",美術工芸品,光明寺,山口県下関市豊田町大字浮石,,,,,,,,,光明寺,1980-05-10,,,,,,,,,,,,
352012,0000000175,山口県,下関市,木造阿弥陀如来立像,モクゾウアミダニョライリツゾウ,,,"下関市指定文化財
有形文化財（彫刻）",美術工芸品,舜青寺,山口県下関市豊田町大字浮石２５８３,,,,083-766-0536,,,,,舜青寺,1981-05-11,,,,,,,,,,,,
352012,0000000176,山口県,下関市,木造不動明王立像,モクゾウフドウミョウオウリツゾウ,,,"下関市指定文化財
有形文化財（彫刻）",美術工芸品,修禅寺,山口県下関市豊田町大字杢路子２６４３番地,,,,083-768-0331,,,,,修禅寺,1982-04-08,,,,,,,,,,,,
352012,0000000177,山口県,下関市,木造聖観音立像,モクゾウショウカンノンリュウゾウ,,,"下関市指定文化財
有形文化財（彫刻）",美術工芸品,修禅寺,山口県下関市豊田町大字杢路子２６４３番地,,,,083-768-0331,,,,,修禅寺,1982-04-08,,,,,,,,,,,,
352012,0000000178,山口県,下関市,木造愛染明王坐像,モクゾウアイゼンミョウオウザゾウ,,,"下関市指定文化財
有形文化財（彫刻）",美術工芸品,神上寺,山口県下関市豊田町大字江良６２４番地,,,,083-766-0286,,,,,神上寺,1984-04-10,,,,,,,,,,,,
352012,0000000179,山口県,下関市,"木造神像及び本地仏像8?
（木造男神坐像２? 木造男女神坐像２?、木造十一面観音坐像１? 、木造阿弥陀如来坐像1?、木造阿弥陀如来坐像1?、木造虚空蔵菩薩坐像1?）",モクゾウシンゾウオヨビホンジブツゾウ8タイ,,,"下関市指定文化財
有形文化財（彫刻）",美術工芸品,厳島神社,山口県下関市豊田町大字殿居,,,,,,,,,厳島神社,1986-07-10,,,,,,,,,,,,
352012,0000000180,山口県,下関市,"懸仏残欠2?
（銅造阿弥陀如来坐像1?、銅造如意輪観音半跏像1?）",カケボトケザンケツ２タイ,,,"下関市指定文化財
有形文化財（工芸品）",美術工芸品,日幡神社,山口県下関市豊田町大字一ノ俣１６４５,,,,083-768-0122,,,,,日幡神社,1981-05-11,,,,,,,,,,,,
352012,0000000181,山口県,下関市,鰐口,ワニグチ,,,"下関市指定文化財
有形文化財（工芸品）",美術工芸品,宇内藥師堂,山口県下関市豊田町大字宇内,,,,,,,,,宇内藥師堂,1985-04-22,,,,,,,,,,,,
352012,0000000182,山口県,下関市,日幡神社棟札,ヒノハタジンジャムナフダ,,,"下関市指定文化財
有形文化財（歴史資料）",その他,日幡神社,山口県下関市豊田町大字一ノ俣１６４５,,,,083-768-0122,,,,,日幡神社,1985-04-22,,,,,,,,,,,,
352012,0000000183,山口県,下関市,厳島神社棟札,イツクシマジンジャムナフダ,,,"下関市指定文化財
有形文化財（歴史資料）",その他,厳島神社,山口県下関市豊田町大字殿居,,,,,,,,,厳島神社,1987-09-25,,,,,,,,,,,,
352012,0000000184,山口県,下関市,浮石の赤崎神社楽踊,ウキイシノアカサキジンジャガクオドリ,,,"下関市指定文化財
無形民俗文化財",その他,亀尾山神社,山口県下関市豊田町大字浮石,,,,,,,,,亀尾山神社,1980-05-10,,,,,,,,,,,,
352012,0000000185,山口県,下関市,佐野の岩戸神楽舞,サノノイワトカグラマイ,,,"下関市指定文化財
無形民俗文化財",その他,日幡神社,山口県下関市豊田町大字一ノ俣１６４５,,,,083-768-0122,,,,,日幡神社,1980-05-10,,,,,,,,,,,,
352012,0000000186,山口県,下関市,栄長院墓所,エイチョウインボショ,,,"下関市指定文化財
史跡",その他,栄長院墓所,山口県下関市豊田町大字高山,,,,,,,,,高山自治会,1984-04-10,,,,,,,,,,,,
352012,0000000187,山口県,下関市,台の変花崗岩,ダイノヘンカコウガン,,,"下関市指定文化財
天然記念物",その他,台の変花崗岩,山口県下関市豊田町大字今出,,,,,,,,,渡辺家,1983-04-18,,,,,,,,,,,,
352012,0000000188,山口県,下関市,殿敷、トロニエム岩,トノシキ、トロニエムガン,,,"下関市指定文化財
天然記念物",その他,殿敷、トロニエム岩,山口県下関市豊田町大字殿敷,,,,,,,,,福本・藤本家,1983-04-18,,,,,,,,,,,,
352012,0000000189,山口県,下関市,狗留孫山修禅寺の一本スギ,クルソンザンシュゼンジノイッポンスギ,,,"下関市指定文化財
天然記念物",その他,修禅寺,山口県下関市豊田町大字杢路子２６４３番地,,,,083-768-0331,,,,,修禅寺,1989-01-12,,,,,,,,,,,,
352012,0000000190,山口県,下関市,館ヶ浴のツバキ,ヤカタガエキノツバキ,,,"下関市指定文化財
天然記念物",その他,館ヶ浴のツバキ,山口県下関市豊田町大字殿敷,,,,,,,,,柳瀬家,1991-11-01,,,,,,,,,,,,
352012,0000000191,山口県,下関市,日幡神社のナギノキ,ヒノハタジンジャノナギノキ,,,"下関市指定文化財
天然記念物",その他,日幡神社,山口県下関市豊田町大字一ノ俣１６４５,,,,083-768-0122,,,,,日幡神社,1993-02-26,,,,,,,,,,,,
352012,0000000192,山口県,下関市,西八幡宮のイチイガシ,ニシハチマングウノイチイガシ,,,"下関市指定文化財
天然記念物",その他,西八幡宮,山口県下関市豊田町大字矢田１２６,,,,083-232-7281,,,,,西八幡宮,1993-03-02,,,,,,,,,,,,
352012,0000000193,山口県,下関市,華山のアセビ群生林,ゲサンノアセビグンセイリン,,,"下関市指定文化財
天然記念物",その他,下関市豊田町大字庭田,山口県下関市豊田町大字庭田,,,,,,,,,下関市,2001-12-26,,,,,,,,,,,,
352012,0000000194,山口県,下関市,吉永八幡宮本殿,ヨシナガハチマングウホンデン,,,"下関市指定文化財
有形文化財（建造物）",建造物,吉永八幡宮,山口県下関市豊浦町大字吉永1059,,,,083-772-2903,,,,,吉永八幡宮,2001-03-30,,,,,,,,,,,,
352012,0000000195,山口県,下関市,木造大日如来坐像,モクゾウダイニチニョライザゾウ,,,"下関市指定文化財
有形文化財（彫刻）",美術工芸品,観音院,山口県下関市豊浦町大字室津上３０５,,,,083-772-1379,,,,,観音院,1979-12-01,,,,,,,,,,,,
352012,0000000196,山口県,下関市,木造随身倚像,モクゾウズイジンイゾウ,,,"下関市指定文化財
有形文化財（彫刻）",美術工芸品,杜屋神社,山口県下関市豊浦町大字黒井,,,,,,,,,杜屋神社,1987-03-26,,,,,,,,,,,,
352012,0000000197,山口県,下関市,鰐口,ワニグチ,,,"下関市指定文化財
有形文化財（工芸品）",美術工芸品,三恵寺,山口県下関市豊浦町大字川棚,,,,083-774-2433,,,,,三恵寺,1979-12-01,,,,,,,,,,,,
352012,0000000198,山口県,下関市,鰐口,ワニグチ,,,"下関市指定文化財
有形文化財（工芸品）",美術工芸品,観音院,山口県下関市豊浦町大字室津上３０５,,,,083-772-1379,,,,,観音院,1979-12-01,,,,,,,,,,,,
352012,0000000199,山口県,下関市,鰐口,ワニグチ,,,"下関市指定文化財
有形文化財（工芸品）",美術工芸品,吉永八幡宮,山口県下関市豊浦町大字吉永1059,,,,083-772-2903,,,,,吉永八幡宮,1979-12-01,,,,,,,,,,,,
352012,0000000200,山口県,下関市,鰐口,ワニグチ,,,"下関市指定文化財
有形文化財（工芸品）",美術工芸品,妙青寺,山口県下関市豊浦町大字川棚５１９２,,,,083-772-0336,,,,,妙青寺,1979-12-01,,,,,,,,,,,,
352012,0000000201,山口県,下関市,杜屋神社文書,モリヤジンジャ　モンジョ,,,"下関市指定文化財
有形文化財（古文書）",その他,杜屋神社,山口県下関市豊浦町大字黒井,,,,,,,,,杜屋神社,1979-12-01,,,,,,,,,,,,
