都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,イベント名,イベント名_カナ,イベント名_英語,開始日,終了日,開始時間,終了時間,開始日時特記事項,説明,料金(基本),料金(詳細),連絡先名称,連絡先電話番号,連絡先内線番号,主催者,場所名称,住所,方書,緯度,経度,アクセス方法,駐車場情報,定員,参加申込終了日,参加申込終了時間,参加申込方法,URL,備考
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2025/10/4,2025/10/4,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2025/10/11,2025/10/11,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2025/10/18,2025/10/18,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2025/10/25,2025/10/25,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2025/11/1,2025/11/1,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2025/11/8,2025/11/8,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2025/11/15,2025/11/15,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2025/11/22,2025/11/22,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2025/12/6,2025/12/6,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2025/12/13,2025/12/13,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2025/12/20,2025/12/20,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2025/12/27,2025/12/27,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2026/1/10,2026/1/10,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2026/1/17,2026/1/17,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2026/1/24,2026/1/24,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2026/2/7,2026/2/7,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2026/2/14,2026/2/14,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2026/2/21,2026/2/21,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2026/2/28,2026/2/28,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2026/3/7,2026/3/7,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2026/3/14,2026/3/14,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2026/3/21,2026/3/21,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
3.00002E+12,1018433,山口県,宇部市,2025年度 学びの森くすのき　おはなしのじかん,マナビノモリクスノキ　オハナシノジカン,,2026/3/28,2026/3/28,14:30,15:00,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう！
毎月　第1週目　としばぁばとあそぼう！
毎月　第2週目　おはなしの会「ことばの森」
毎月　第3週目　グリムの会
偶数月第4週目　学びの森くすのき職員
ぜひご参加ください♪
",,,学びの森くすのき・地域文化交流課,0836-67-1277,,学びの森くすのき・地域文化交流課,学びの森くすのき,大字船木字内番田361番地6,,,,,39台（駐車料金無料）,,,,,https://www.city.ube.yamaguchi.jp/kyouyou/rekishi/kusunoki/1004072/1018433.html,※今後の状況によっては、予定が変更になる場合があります。
3.00002E+12,1024915,山口県,宇部市,市民公開講座2025　知っちょる？山大病院「いつまでも美味しく、安全に食べるために ～摂食嚥下チームの挑戦～」,シミンコウカイコウザ2025　シッチョル？ヤマダイビョウイン「イツマデモオイシク、アンゼンニタベルタメニ　～セッショクエンゲチームノチョウセン～」,,2025/6/28,2025/6/28,,,11時～12時30分,"人生100年時代に向け、「“食べる” ことは “生きる” こと」です。
“元気に、安全に食べる” 秘訣を、山大病院の医師と看護師がお話しします。
【対談者】
耳鼻咽喉科医師　津田　潤子
摂食嚥下認定看護師　中村　由子
",,無料,山口大学医学部附属病院　広報戦略センター,0836-22-2009,,山口大学医学部附属病院,宇部市立図書館2階講座室,宇部市琴芝町一丁目1番33号,,,,,,60名,2025/6/27,,"電話または申込フォーム
",https://www.city.ube.yamaguchi.jp/kenkou/kenkouzukuri/kenkoutorikumi/1024915.html,
3.00002E+12,1024986,山口県,宇部市,コープやまぐち×宇部市　ときわ湖畔ウォーク,コープヤマグチ　カケル　ウベシ　トキワコハンウォーク,,2025/6/21,2025/6/21,,,9時スタート,"チェックポイントを目指し、最大6kmの湖畔をウォーキング。ゴールすると、ガラポン抽選会に参加できます。雨天時は屋内で健康測定のみ実施します。
",,無料,宇部市健康増進課（宇部市保健センター）,0836-31-1777,,生活協同組合コープやまぐち、宇部市,ときわ湖水ホール前（受付）,宇部市大字沖宇部254,,,,,,,,,,https://www.city.ube.yamaguchi.jp/kenkou/kenkouzukuri/kenkoutorikumi/1024986.html,
3.00002E+12,1025172,山口県,宇部市,市民公開講座　これからの認知症のはなし　～認知症の一歩手前？MCIってなんだろう～,コレカラノニンチショウノハナシ　～ニンチショウノイッポテマエ？エムシーアイッテナンダロウ～,,2025/6/28,2025/6/28,13:00,15:00,,"&nbsp;
第1部の講演は、全国で同時配信される講演を会場で視聴します。第2部は、会場での講演となります。
時間
内容・講師
第1部（WEB配信）
13時～13時45分
講座　脳の健康と向き合う
　～MCIや認知症を知ろう～
講師　東京都健康長寿医療センター
　副院長　岩田　淳　先生
第2部（現地講演）
14時～14時45分
&nbsp;
&nbsp;
&nbsp;
14時45分～15時
講座　初期の認知症にいかに気づき対応するか
講師　山口県立こころの医療センター院長
　・認知症疾患医療センター長
　兼行　浩史　先生
&nbsp;
説明　ご本人ご家族が利用できる制度や取組
　宇部市役所　高齢福祉課
&nbsp;
",,,,,,,宇部市渡辺翁記念会館,宇部市朝日町8－1,,,,,,,2025/6/23,,,https://www.city.ube.yamaguchi.jp/kenkou/koureifukushi/ninchishou/1025172.html,
3.00002E+12,1021827,山口県,宇部市,元気に生きる！シニアのための健康遊具活用講座,ゲンキニイキル！シニアノタメノケンコウユウグカツヨウコウザ,,2025/6/17,2025/6/17,,,10時00分～11時30分,"専門家による健康遊具の正しい使い方の説明体験
持参品：飲み物、動きやすい服装、（雨天時：室内シューズ、バスタオル又はヨガマット）
※雨天時は、自宅でもできる筋力・柔軟性向上のための体操の実技を行います。
",,無料,宇部市高齢福祉課,34－8303,,,西部体育館・蛭子公園　（※雨天時は、西部体育館のみ）,宇部市島三丁目9番16号,,,,,,30人（先着順）,,,"6月2日から、下記LOGOフォーム又は電話で高齢福祉課へ
申し込みサイトはコチラ（LOGOフォーム)
※申込受付は、定員に達し次第、終了いたします。
",https://www.city.ube.yamaguchi.jp/kenkou/kenkouzukuri/1020761/kanjakaigo/1021827.html,
3.00002E+12,1025332,山口県,宇部市,第10回 UBEにぎわい縁日,第10回 UBEにぎわい縁日,,2025/5/31,2025/5/31,11:00,17:00,,"5⽉31⽇（⼟）に中央街区公園（銀天プラザステージ）で第10回UBEにぎわい縁⽇が 開催されます。
どなたでも参加できるカラオケ⼤会や、フード・ドリンクの出店もあり ます︕ぜひお越しください。
",,,"UBE100人の祭侍推進協議会
電話番号：080-8380-2978",,,UBE100人の祭侍推進協議会,中央町街区公園　銀天プラザステージ,宇部市中央町二丁目,,,,,専用の駐車場はございません。周辺の駐車場をご利用いただくか、公共交通機関の利用をお願いいたします。,,,,,https://www.city.ube.yamaguchi.jp/machizukuri/toshikeikaku/chuushinshigaichi/1025332.html,
3.00002E+12,1016207,山口県,宇部市,オーガニッククッキング,2025年度　オーガニッククッキング,,2025/7/19,2025/7/19,10:00,13:00,,"
第1回　7月19日（土曜日）
卵、乳製品、動物性素材を使わないベジごはん作り
第2回　10月19日（日曜日）
玉ねぎ糀作り玉ねぎ糀を使ったごはん作り
第3回　2月1日（日曜日）
有機大豆と米で味噌作り
第4回　2月21日（土曜日）
材料を作ってからのポテトチップス作り
",,"非会員
2,500円
会員
2,000円
※保護者に同伴されたお子様は無料",,,,,宇部市船木ふれあいセンター,宇部市船木179-1,,,,,,15名（先着順）,,,"
申し込み先
有機ネット山口西部
担当
森國
電話
080-5232-2660
※13時～18時
※各教室が開催される前日まで申し込みは受付けます。
",https://www.city.ube.yamaguchi.jp/machizukuri/sangyou/nougyou/1006080/1016207.html,"持参品
エプロン、三角巾、マスク"
3.00002E+12,1016207,山口県,宇部市,オーガニッククッキング,2025年度　オーガニッククッキング,,2025/10/19,2025/10/19,10:00,13:00,,"
第1回　7月19日（土曜日）
卵、乳製品、動物性素材を使わないベジごはん作り
第2回　10月19日（日曜日）
玉ねぎ糀作り玉ねぎ糀を使ったごはん作り
第3回　2月1日（日曜日）
有機大豆と米で味噌作り
第4回　2月21日（土曜日）
材料を作ってからのポテトチップス作り
",,"非会員
2,500円
会員
2,000円
※保護者に同伴されたお子様は無料",,,,,宇部市船木ふれあいセンター,宇部市船木179-1,,,,,,15名（先着順）,,,"
申し込み先
有機ネット山口西部
担当
森國
電話
080-5232-2660
※13時～18時
※各教室が開催される前日まで申し込みは受付けます。
",https://www.city.ube.yamaguchi.jp/machizukuri/sangyou/nougyou/1006080/1016207.html,"持参品
エプロン、三角巾、マスク"
3.00002E+12,1016207,山口県,宇部市,オーガニッククッキング,2025年度　オーガニッククッキング,,2026/2/1,2026/2/1,10:00,13:00,,"
第1回　7月19日（土曜日）
卵、乳製品、動物性素材を使わないベジごはん作り
第2回　10月19日（日曜日）
玉ねぎ糀作り玉ねぎ糀を使ったごはん作り
第3回　2月1日（日曜日）
有機大豆と米で味噌作り
第4回　2月21日（土曜日）
材料を作ってからのポテトチップス作り
",,"非会員
2,500円
会員
2,000円
※保護者に同伴されたお子様は無料",,,,,宇部市船木ふれあいセンター,宇部市船木179-1,,,,,,15名（先着順）,,,"
申し込み先
有機ネット山口西部
担当
森國
電話
080-5232-2660
※13時～18時
※各教室が開催される前日まで申し込みは受付けます。
",https://www.city.ube.yamaguchi.jp/machizukuri/sangyou/nougyou/1006080/1016207.html,"持参品
エプロン、三角巾、マスク"
3.00002E+12,1016207,山口県,宇部市,オーガニッククッキング,2025年度　オーガニッククッキング,,2026/2/21,2026/2/21,10:00,13:00,,"
第1回　7月19日（土曜日）
卵、乳製品、動物性素材を使わないベジごはん作り
第2回　10月19日（日曜日）
玉ねぎ糀作り玉ねぎ糀を使ったごはん作り
第3回　2月1日（日曜日）
有機大豆と米で味噌作り
第4回　2月21日（土曜日）
材料を作ってからのポテトチップス作り
",,"非会員
2,500円
会員
2,000円
※保護者に同伴されたお子様は無料",,,,,宇部市船木ふれあいセンター,宇部市船木179-1,,,,,,15名（先着順）,,,"
申し込み先
有機ネット山口西部
担当
森國
電話
080-5232-2660
※13時～18時
※各教室が開催される前日まで申し込みは受付けます。
",https://www.city.ube.yamaguchi.jp/machizukuri/sangyou/nougyou/1006080/1016207.html,"持参品
エプロン、三角巾、マスク"
3.00002E+12,1025149,山口県,宇部市,吉部ほたるまつり＆マルシェ,キベホタルマツリアンドマルシェ,,2025/5/31,2025/5/31,16:00,20:00,,"ほたるかご作りの体験コーナーや、変面ショー、ビンゴ大会などの賑やかなイベントに加え、ゆうれい寿司や吉部まんじゅうなど吉部の特産品も並びます。家族みんなで吉部の夜をお楽しみください。
",,,吉部ふれあいセンター,0836-68-0001,,吉部ほたるまつり実行委員会,吉部小学校旧校舎,宇部市大字東吉部3397,,,,,旧吉部小学校グラウンド、吉部ふれあいセンター等,,,,,https://www.city.ube.yamaguchi.jp/machizukuri/chuusankan/tanoshimu/1025149.html,
